"CL(82:6)",1.06e+09,7.97e+08,9.26e+08,8.23e+08,7.88e+08,8.7e+08,9.96e+08,9.91e+08,9.6e+08,8.83e+08
"CL(82:7)",1.01e+08,1.79e+08,1.58e+08,1.64e+08,1.84e+08,1.81e+08,1.11e+08,1.19e+08,1.34e+08,1.61e+08
"CL(82:8)",829948.848,4680131.682,3699639.84,2903125.04,2871096.265,2405048.7,2028616.7,2514368.919,2456105.108,2416716
"CL(82:9)",5.74e+08,6.32e+08,6.42e+08,6.77e+08,6.55e+08,5.86e+08,6.02e+08,5.6e+08,6.31e+08,6.27e+08
"CL(86:10)",74200000,1.25e+08,1.03e+08,1.57e+08,1.83e+08,1.73e+08,1.39e+08,42200000,1.27e+08,2.34e+08
"CL(86:11)",1.46e+08,1.57e+08,2.58e+08,2.53e+08,91800000,2.33e+08,2.6e+08,1.88e+08,3.44e+08,4.19e+08
"CL(86:12)",52200000,67100000,59300000,59300000,81100000,59700000,54900000,51800000,48500000,53300000
"CL(86:13)",15100000,17100000,33800000,30200000,18800000,3.4e+07,17500000,20800000,20900000,5.1e+07
"CL(86:14)",1.91e+08,89600000,9.9e+07,81500000,70300000,82700000,1.86e+08,1.24e+08,1.36e+08,93700000
"CL(86:15)",2.98e+08,1.12e+08,1.78e+08,1.49e+08,1.21e+08,1.25e+08,2.95e+08,2.13e+08,2.39e+08,1.79e+08
"CL(86:2)",42900000,3.2e+07,45900000,3.9e+07,35300000,41300000,44200000,42500000,35300000,30300000
"CL(86:8)",52400000,35700000,3.7e+07,37900000,54200000,35500000,24700000,23100000,27700000,35900000
"CL(86:9)",2.37e+08,2.68e+08,3.09e+08,2.88e+08,2.63e+08,2.81e+08,2.38e+08,2.74e+08,2.78e+08,3.32e+08
"CL(88:24)",4734060.477,4532119.26,5954333.836,158628.2722,6450913.818,6802460.372,13500000,10900000,9417777.186,11500000
"DG(18:1)",2388727.324,12200000,23400000,34300000,26100000,23500000,4909704.611,3212910.692,8912111.282,13900000
"DG(22:1)",3860852.39,5806854.788,10700000,22600000,17600000,22400000,6859817.095,7785206.413,11200000,21500000
"DG(22:3)",51800000,21700000,4.8e+07,31800000,31900000,44300000,47300000,61800000,74600000,5.8e+07
"DG(22:4)",7532004.393,1.3e+07,14100000,34900000,36500000,21900000,12800000,8504355.886,15500000,15500000
"DG(24:1)",13600000,25300000,39900000,20400000,56800000,60800000,25700000,14800000,41100000,1.15e+08
"DG(24:4)",3865049.157,6301968.483,11800000,25800000,20200000,2.6e+07,6866486.068,7784402.441,11500000,23900000
"DG(26:0)",709387.9588,23700000,27100000,11100000,26300000,22500000,7004319.922,16100000,11900000,21300000
"DG(26:1)",4.4e+07,67100000,1.38e+08,9.7e+07,1.25e+08,1.41e+08,5.1e+07,88300000,1.16e+08,2.03e+08
"DG(26:2)",20900000,54400000,86700000,6.3e+07,8e+07,87100000,3.8e+07,59400000,89900000,1.4e+08
"DG(26:4)",2.16e+08,1.29e+08,8.9e+07,46400000,86300000,83400000,1.39e+08,1.57e+08,1.68e+08,1.89e+08
"DG(28:0)",2.01e+08,2.97e+08,4.38e+08,3.44e+08,3.88e+08,4.75e+08,1.75e+08,1.79e+08,3.08e+08,3.73e+08
"DG(28:2)",87400000,137400000,229800000,137200000,200600000,280300000,95013566.023,154800000,207408675.848,335500000
"DG(28:3)",787974.1806,23900000,29300000,12100000,27700000,23900000,6953949.507,16100000,11900000,21300000
"DG(28:4)",54600000,1.06e+08,1.81e+08,120500000,168800000,165600000,52108238.941,93841194.705,117108238.941,204108238.941
"DG(28:5)",3792998.648,5368131.536,3092104.746,8277816.34,2605054.066,13800000,3393943.012,3516863.439,23500000,26700000
"DG(30:0)",144506282.6796,622900000,1102100000,1214700000,1038200000,723400000,112104806.362,116531413.398,144506282.6796,206540629.449
"DG(30:1)",8.83e+08,1.25e+09,1.53e+09,1.18e+09,1.46e+09,1.47e+09,6.68e+08,9.66e+08,1.15e+09,1.16e+09
"DG(30:2)",1.72e+08,4.61e+08,6.54e+08,5.59e+08,6.38e+08,6.47e+08,2.41e+08,1.72e+08,3.08e+08,4.54e+08
"DG(30:3)",2.01e+08,2.97e+08,4.38e+08,3.44e+08,3.88e+08,4.75e+08,1.75e+08,1.79e+08,3.08e+08,3.73e+08
"DG(32:0)",1.8286e+10,2.2716e+10,2.539e+10,2.075e+10,2.262e+10,2.376e+10,1.4543e+10,2.095e+10,2.2875e+10,2.0967e+10
"DG(32:1)",1.5802e+10,2.0371e+10,2.1701e+10,1.9855e+10,2.1379e+10,2.0933e+10,13753600000,18668800000,1.9405e+10,1.7339e+10
"DG(32:2)",3907340673.728,6182500000,6.995e+09,5.831e+09,7.102e+09,6.439e+09,2943300000,2913800000,3273800000,3688500000
"DG(32:3)",1.726e+09,1931800000,2211900000,2265200000,2355500000,2007737783.362,1.366e+09,1.558e+09,1.533e+09,1233300000
"DG(32:4)",1.43e+08,84700000,1.25e+08,84100000,1.01e+08,3.53e+08,1.18e+08,78400000,72600000,3.32e+08
"DG(32:5)",1.664e+09,3.262e+09,3.154e+09,3.163e+09,2.464e+09,2.673e+09,2.347e+09,2.518e+09,2.17e+09,2.172e+09
"DG(34:0)",3795500000,4643200000,4196100000,3.158e+09,3765900000,4214800000,3289200000,4203100000,5.075e+09,4321100000
"DG(34:1)",1.753e+10,2.934e+10,3.29e+10,2.78e+10,2.98e+10,2.84e+10,1.462e+10,1.716e+10,2.104e+10,2.169e+10
"DG(34:2)",2.255e+10,4.01e+10,4.6e+10,4.36e+10,4.37e+10,4.18e+10,2.237e+10,2.202e+10,2.72e+10,3.04e+10
"DG(34:3)",1.8391e+10,2.2835e+10,2.5842e+10,2.1348e+10,2.364e+10,2.4446e+10,1.4662e+10,21026200000,2.3018e+10,2.1182e+10
"DG(34:4)",1.6212e+10,2.0294e+10,2.1302e+10,1.9116e+10,2.0875e+10,2.0609e+10,14887200000,1.92e+10,1.9437e+10,1.7738e+10
"DG(34:5)",4.16e+09,6.11e+09,6.79e+09,5.87e+09,7.06e+09,6.16e+09,2.73e+09,2.81e+09,3.42e+09,3.56e+09
"DG(34:6)",9.11e+08,1613700000,2041900000,1653300000,2195500000,1897739267.433,1.172e+09,7.64e+08,1.008e+09,1453300000
"DG(36:0)",9.06e+08,8.21e+08,6.46e+08,5.74e+08,8.68e+08,5.84e+08,5.84e+08,8.4e+08,7.35e+08,6.29e+08
"DG(36:1)",2.786e+09,3.092e+09,2.77e+09,2.44e+09,2.99e+09,2.622e+09,1.781e+09,2.336e+09,2.129e+09,1.809e+09
"DG(36:2)",7.12e+09,1.294e+10,1.803e+10,1.544e+10,1.546e+10,1.24e+10,5.27e+09,5.13e+09,6.77e+09,8.18e+09
"DG(36:3)",17136117982.148,2.5761e+10,3.1253e+10,2.7752e+10,2.8456e+10,2.464e+10,13139400000,10098292256.868,1.3017e+10,1.6979e+10
"DG(36:4)",20105800000,3.0431e+10,3.3938e+10,2.8784e+10,3.0255e+10,2.8313e+10,17205200000,18859200000,2.3029e+10,2.367e+10
"DG(36:5)",6432200000,1.7636e+10,2.1997e+10,1.8926e+10,2.0076e+10,1.8057e+10,5024700000,5.099e+09,7320800000,10583100000
"DG(36:6)",2298400000,1894100000,1.378e+09,1601500000,1982600000,1706900000,2293900000,1.765e+09,1.927e+09,1909900000
"DG(36:7)",1.61e+09,2.56e+09,2.98e+09,2.15e+09,2.48e+09,2.68e+09,1.24e+09,1.3e+09,1.46e+09,1.84e+09
"DG(38:0)",85700000,68300000,2.8e+07,26500000,57100000,4.1e+07,44800000,3.5e+07,54400000,46900000
"DG(38:1)",4.1e+08,4.45e+08,2.88e+08,3.01e+08,4.92e+08,2.66e+08,222800000,293900000,238200000,181400000
"DG(38:2)",663600000,9.93e+08,1.529e+09,1.207e+09,1.594e+09,1.179e+09,447400000,751900000,432600000,1043800000
"DG(38:3)",1.419e+09,1.843e+09,2.072e+09,1.176e+09,2.86e+09,1.749e+09,8.8e+08,1.075e+09,1.096e+09,1.205e+09
"DG(38:4)",9.597e+09,8.515e+09,9.427e+09,8.966e+09,9.117e+09,8.383e+09,9.438e+09,9.224e+09,9.215e+09,8.755e+09
"DG(38:5)",3517400000,4661900000,6.112e+09,5730400000,5.839e+09,5274700000,2834200000,2687400000,3054100000,3683700000
