ms2name,DIFF,LipidIon,LipidGroup,Class,FattyAcid,FA1,FA2,FA3,FA4,IonFormula,CalMz,RT-(min),VIP,Fold Change,P-value,Cold-1,Cold-2,Cold-3,Cold-4,Cold-5,Cold-6,Cold-7,Cold-8,RT-1,RT-2,RT-3,RT-4,RT-5,RT-6,RT-7,RT-8,QC-1,QC-2,QC-3,QC-4,QC-5
NEG360,,PC(18:0/20:3)+HCOO,PC(38:3)+HCOO,PC,(18:0/20:3),(18:0),(20:3),,,C47 H87 O10 N1 P1,856.607,12.706,0.00011156,1.75809,6.90E-07,7.10E+07,6.90E+07,7.50E+07,7.60E+07,7.80E+07,7.10E+07,7.90E+07,9.60E+07,3.20E+07,3.70E+07,4.40E+07,4.80E+07,4.60E+07,4.70E+07,5.50E+07,4.10E+07,6.00E+07,5.90E+07,5.70E+07,2.90E+07,6.10E+07
NEG362,,PC(16:0/22:4)+HCOO,PC(38:4)+HCOO,PC,(16:0/22:4),(16:0),(22:4),,,C47 H85 O10 N1 P1,854.592,11.73,9.76E-05,1.74878,0.000987931,5.50E+07,3.20E+07,3.10E+07,3.30E+07,3.80E+07,2.60E+07,4.90E+07,4.10E+07,1.40E+07,1.90E+07,2.20E+07,2.10E+07,2.00E+07,2.70E+07,3.10E+07,2.00E+07,2.90E+07,2.50E+07,2.60E+07,1.50E+07,3.10E+07
NEG363,,PC(18:0/20:4)+HCOO,PC(38:4)+HCOO,PC,(18:0/20:4),(18:0),(20:4),,,C47 H85 O10 N1 P1,854.592,12.2576,0.00010828,1.69776,1.22E-05,3.20E+08,3.30E+08,3.20E+08,3.30E+08,3.40E+08,3.10E+08,3.50E+08,4.50E+08,1.20E+08,1.80E+08,2.00E+08,2.00E+08,2.30E+08,2.10E+08,2.70E+08,2.00E+08,2.70E+08,2.70E+08,2.50E+08,1.40E+08,2.80E+08
NEG366,,PC(18:0p/20:4)+HCOO,PC(38:4p)+HCOO,PC,(18:0p/20:4),(18:0p),(20:4),,,C47 H85 O9 N1 P1,838.597,11.9497,4.78E-05,1.30501,0.159768418,1.60E+07,1.00E+07,1.10E+07,9089715,1.40E+07,8761272,1.30E+07,1.80E+07,7380036,6347000,6974509,5632480,1.80E+07,9065957,1.60E+07,7923704,1.10E+07,1.00E+07,9834038,5083194,1.10E+07
NEG368,,PC(16:0/22:5)+HCOO,PC(38:5)+HCOO,PC,(16:0/22:5),(16:0),(22:5),,,C47 H83 O10 N1 P1,852.576,11.3653,8.24E-05,1.52185,0.00983595,1.40E+08,7.90E+07,1.20E+08,8.00E+07,8.60E+07,6.00E+07,8.40E+07,8.60E+07,3.40E+07,4.70E+07,5.90E+07,6.40E+07,6.30E+07,7.00E+07,8.50E+07,6.20E+07,7.80E+07,1.00E+08,7.00E+07,3.90E+07,7.80E+07
NEG369,,PC(18:0/20:5)+HCOO,PC(38:5)+HCOO,PC,(18:0/20:5),(18:0),(20:5),,,C47 H83 O10 N1 P1,852.576,11.6588,0.0001153,1.95682,2.53E-05,5.90E+07,4.50E+07,4.00E+07,4.30E+07,4.60E+07,3.10E+07,4.50E+07,4.00E+07,1.20E+07,1.70E+07,2.40E+07,2.40E+07,2.10E+07,3.00E+07,2.90E+07,2.20E+07,3.10E+07,2.80E+07,3.00E+07,1.60E+07,3.20E+07
NEG374,,PC(18:2/20:4)+HCOO,PC(38:6)+HCOO,PC,(18:2/20:4),(18:2),(20:4),,,C47 H81 O10 N1 P1,850.56,10.5103,0.00010891,2.07921,8.44E-05,7.50E+07,4.70E+07,5.00E+07,5.00E+07,5.50E+07,3.70E+07,6.20E+07,6.00E+07,8808706,2.00E+07,2.90E+07,2.50E+07,2.80E+07,3.40E+07,4.10E+07,2.60E+07,4.20E+07,3.90E+07,3.90E+07,1.80E+07,4.20E+07
NEG375,,PC(16:0/22:6)+HCOO,PC(38:6)+HCOO,PC,(16:0/22:6),(16:0),(22:6),,,C47 H81 O10 N1 P1,850.56,10.9437,8.56E-05,1.98321,0.020204447,2.70E+08,1.20E+08,9.50E+07,9.30E+07,1.10E+08,7.50E+07,1.10E+08,1.00E+08,2.50E+07,4.80E+07,6.00E+07,6.20E+07,5.40E+07,7.70E+07,9.40E+07,6.90E+07,9.50E+07,8.40E+07,8.40E+07,4.30E+07,9.50E+07
NEG377,,PC(16:0e/22:6)+HCOO,PC(38:6e)+HCOO,PC,(16:0e/22:6),(16:0e),(22:6),,,C47 H83 O9 N1 P1,836.581,11.5945,7.82E-05,1.95765,0.033305602,1.00E+07,3047318,2835585,7888735,4237419,3331913,4830377,3980370,1306583,1505758,1833979,1600493,2665387,5259924,4115382,2250261,2396796,5095127,2895595,1287266,3562291
NEG379,,PC(16:1/22:6)+HCOO,PC(38:7)+HCOO,PC,(16:1/22:6),(16:1),(22:6),,,C47 H79 O10 N1 P1,848.545,10.0065,7.11E-05,2.61011,0.052670951,1.10E+07,3302037,2383010,2494862,3081562,1764187,2682776,2224984,323840,1006586,1482911,1011475,973636,2078907,2152439,1880442,2687040,2521196,2499728,1011549,2955598
NEG380,,PC(19:0/20:4)+HCOO,PC(39:4)+HCOO,PC,(19:0/20:4),(19:0),(20:4),,,C48 H87 O10 N1 P1,868.607,12.7791,9.64E-05,1.37182,0.00015645,3315174,3555728,4072834,3720150,4135946,4116939,4192535,4689753,2301789,2717595,2901014,2543365,3378155,2735720,3519939,3082681,3769916,3645068,3143982,1591810,3332926
NEG382,,PC(18:1/22:0)+HCOO,PC(40:1)+HCOO,PC,(18:1/22:0),(18:1),(22:0),,,C49 H95 O10 N1 P1,888.67,15.5504,9.38E-05,1.90103,0.001119444,1.30E+07,1.10E+07,7550039,1.10E+07,8537866,5911254,1.00E+07,7092898,2868721,2608013,3480940,4508586,6017843,8000980,6773789,4694759,8191904,8189687,7658749,3277475,6881647
NEG385,,PC(18:0/22:4)+HCOO,PC(40:4)+HCOO,PC,(18:0/22:4),(18:0),(22:4),,,C49 H89 O10 N1 P1,882.623,12.9834,8.00E-05,1.44629,0.015022099,1.10E+07,9395543,8808664,8893836,1.10E+07,7729306,1.10E+07,1.20E+07,3885361,4543249,8652242,7386989,5083482,1.20E+07,8844984,5087674,1.30E+07,2537011,1.20E+07,1602622,7642696
NEG387,,PC(18:0/22:5)+HCOO,PC(40:5)+HCOO,PC,(18:0/22:5),(18:0),(22:5),,,C49 H87 O10 N1 P1,880.607,12.2961,0.00010092,1.39994,0.001941716,1.80E+07,1.60E+07,1.50E+07,1.50E+07,1.80E+07,1.40E+07,1.80E+07,1.80E+07,7368341,8643575,1.20E+07,1.20E+07,1.00E+07,1.40E+07,1.70E+07,1.30E+07,1.40E+07,1.30E+07,1.30E+07,6909839,1.50E+07
NEG391,,PC(18:0/22:6)+HCOO,PC(40:6)+HCOO,PC,(18:0/22:6),(18:0),(22:6),,,C49 H85 O10 N1 P1,878.592,12.0279,0.00011646,2.10234,9.14E-07,9.20E+07,8.90E+07,7.90E+07,8.20E+07,9.20E+07,6.80E+07,1.00E+08,9.50E+07,2.10E+07,3.20E+07,4.00E+07,4.20E+07,4.20E+07,5.00E+07,6.10E+07,4.30E+07,7.00E+07,6.10E+07,6.00E+07,3.40E+07,7.00E+07
NEG392,,PC(18:1/22:5)+HCOO,PC(40:6)+HCOO,PC,(18:1/22:5),(18:1),(22:5),,,C49 H85 O10 N1 P1,878.592,12.537,7.39E-05,1.76428,0.017808948,6932771,5653486,4704196,5352305,3780375,1523005,5090026,4139244,1856924,703591,900203,2540600,3838266,4532965,3782529,2916105,3290683,4392800,3257291,2278768,3536432
NEG398,,PC(18:2/22:6)+HCOO,PC(40:8)+HCOO,PC,(18:2/22:6),(18:2),(22:6),,,C49 H81 O10 N1 P1,874.56,10.1944,0.00011377,2.48435,1.21E-05,2.70E+07,1.80E+07,1.80E+07,1.90E+07,2.10E+07,1.40E+07,2.50E+07,2.00E+07,2527922,7171976,8656964,7926942,8245685,1.00E+07,1.20E+07,7955798,1.50E+07,1.60E+07,1.50E+07,5010871,1.70E+07
NEG402,,PC(18:1/23:0)+HCOO,PC(41:1)+HCOO,PC,(18:1/23:0),(18:1),(23:0),,,C50 H97 O10 N1 P1,902.686,16.1573,8.80E-05,1.84067,0.005687634,1415536,1321186,1152296,1326076,1192290,490449,1132555,709462,369599,333354,235147,479842,971824,963580,783229,611616,1017005,998241,837365,289847,964053
NEG403,,PC(18:1/24:0)+HCOO,PC(42:1)+HCOO,PC,(18:1/24:0),(18:1),(24:0),,,C51 H99 O10 N1 P1,916.701,16.7826,8.76E-05,1.70193,0.002746914,1.60E+07,1.40E+07,1.00E+07,1.30E+07,1.10E+07,6869428,1.50E+07,9596510,4173520,3912695,5209116,7276633,8345898,1.00E+07,8890742,8421153,9933330,1.00E+07,9687025,4784157,1.10E+07
NEG405,,PC(20:4/22:6)+HCOO,PC(42:10)+HCOO,PC,(20:4/22:6),(20:4),(22:6),,,C51 H81 O10 N1 P1,898.56,9.93421,0.00011125,2.48236,3.42E-06,2814932,2553615,2445350,2537086,2698226,2329996,3777957,2930588,283101,937020,1140013,874176,1125179,1599532,1660022,1278848,1971357,2043818,1834429,1018495,2098797
NEG407,,PC(24:0/18:2)+HCOO,PC(42:2)+HCOO,PC,(24:0/18:2),(24:0),(18:2),,,C51 H97 O10 N1 P1,914.686,15.7971,9.65E-05,1.80251,0.001877161,3082025,3610377,2222692,3013270,2463956,1567480,3328141,2008634,976134,784395,1011574,1520659,1613919,2311687,1900911,1695691,2462569,2473915,2029921,1185897,2302729
POS488,Y,PC(31:2)+H,PC(31:2)+H,PC,(31:2),(31:2),,,,C39 H75 O8 N1 P1,716.522,11.7489,1.88553,2.33828,1.46E-05,8.90E+08,8.60E+08,7.00E+08,7.10E+08,1.00E+09,4.40E+08,9.50E+08,7.50E+08,1.80E+08,3.40E+08,3.30E+08,3.80E+08,3.30E+08,4.10E+08,4.00E+08,3.30E+08,5.80E+08,5.80E+08,5.50E+08,5.40E+08,5.80E+08
POS494,Y,PC(32:0)+H,PC(32:0)+H,PC,(16:0/16:0),(16:0),(16:0),,,C40 H81 O8 N1 P1,734.569,12.1578,2.33833,1.28551,0.015049007,4.70E+09,4.20E+09,3.60E+09,3.60E+09,4.50E+09,2.80E+09,4.00E+09,4.30E+09,2.50E+09,3.10E+09,2.50E+09,2.90E+09,2.60E+09,3.90E+09,4.30E+09,2.70E+09,3.60E+09,3.50E+09,3.30E+09,3.70E+09,3.40E+09
POS477,,PC(21:4)+H,PC(21:4)+H,PC,(21:4),(21:4),,,,C29 H51 O8 N1 P1,572.335,2.572,0.010681,1.03441,0.925077822,875533,492712,2290250,820401,53859.2,827032,133786,1760753,1413109,29297.6,1047920,1197364,1148786,920922,807553,448082,2114828,2055587,1912968,1990427,1893661
POS478,,PC(28:0)+H,PC(28:0)+H,PC,(28:0),(28:0),,,,C36 H73 O8 N1 P1,678.507,9.92602,0.118105,1.78987,0.00049967,6621708,4889733,5514464,4500624,7034120,5108411,4032360,7514330,4356792,3986535,1715121,3450800,2013624,3581707,3433519,2723944,4141983,4096397,4363945,4469853,3557530
POS480,,PC(30:0e)+H,PC(30:0e)+H,PC,(30:0e),(30:0e),,,,C38 H79 O7 N1 P1,692.559,11.763,0.314846,2.22561,2.91E-05,2.90E+07,2.40E+07,2.30E+07,2.00E+07,3.10E+07,1.60E+07,2.90E+07,2.50E+07,8689419,1.20E+07,6809747,1.00E+07,8475682,1.30E+07,1.90E+07,1.00E+07,1.80E+07,1.70E+07,1.70E+07,1.60E+07,1.80E+07
POS481,,PC(30:1)+H,PC(30:1)+H,PC,(30:1),(30:1),,,,C38 H75 O8 N1 P1,704.522,10.0586,0.158787,1.75282,0.011225954,1.70E+07,9408834,8197556,7718096,1.40E+07,5881386,6529833,9042645,6137868,4251236,3479390,5838197,3596884,6993381,7599429,6162946,7785512,6700989,7373881,7269173,7236499
POS484,,PC(31:0)+H,PC(31:0)+H,PC,(31:0),(31:0),,,,C39 H79 O8 N1 P1,720.554,11.7369,0.315261,1.21357,0.200014694,1.30E+08,9.70E+07,9.70E+07,8.20E+07,1.10E+08,6.60E+07,1.10E+08,1.10E+08,6.10E+07,8.00E+07,6.00E+07,6.70E+07,6.40E+07,9.90E+07,1.50E+08,7.20E+07,9.00E+07,9.10E+07,9.30E+07,9.90E+07,8.50E+07
POS516,Y,PC(33:3)+H,PC(33:3)+H,PC,(33:3),(33:3),,,,C41 H77 O8 N1 P1,742.538,11.8474,1.85892,2.56339,2.64E-05,7.90E+08,7.00E+08,6.70E+08,7.60E+08,1.00E+09,3.70E+08,1.00E+09,7.80E+08,1.30E+08,3.30E+08,3.10E+08,3.20E+08,3.40E+08,3.30E+08,3.50E+08,2.60E+08,5.30E+08,5.20E+08,5.00E+08,4.90E+08,5.40E+08
POS493,,PC(16:0/16:0)+Na,PC(32:0)+Na,PC,(16:0/16:0),(16:0),(16:0),,,C40 H80 O8 N1 P1 Na1,756.551,12.1578,0.122093,1.00292,0.934128194,1.90E+08,1.90E+08,2.10E+08,2.00E+08,2.10E+08,2.00E+08,1.90E+08,2.30E+08,2.00E+08,2.10E+08,1.80E+08,2.00E+08,1.90E+08,2.20E+08,2.30E+08,2.00E+08,2.20E+08,2.10E+08,1.90E+08,2.20E+08,2.00E+08
POS522,Y,PC(34:0)+H,PC(34:0)+H,PC,(34:0),(34:0),,,,C42 H85 O8 N1 P1,762.601,13.166,1.04282,1.6054,0.000287879,4.40E+08,4.70E+08,3.70E+08,4.20E+08,5.10E+08,3.00E+08,4.70E+08,4.20E+08,2.10E+08,2.80E+08,2.00E+08,2.20E+08,2.50E+08,3.20E+08,4.00E+08,2.30E+08,3.30E+08,3.30E+08,3.10E+08,3.60E+08,3.30E+08
POS499,,PC(32:0e)+H,PC(32:0e)+H,PC,(32:0e),(32:0e),,,,C40 H83 O7 N1 P1,720.59,12.7968,0.732344,1.74778,0.001097315,2.20E+08,1.70E+08,1.50E+08,1.50E+08,2.10E+08,1.10E+08,2.00E+08,1.90E+08,8.80E+07,1.00E+08,7.90E+07,7.00E+07,7.90E+07,1.10E+08,1.70E+08,9.30E+07,1.40E+08,1.30E+08,1.30E+08,1.30E+08,1.30E+08
POS500,,PC(32:1)+Na,PC(32:1)+Na,PC,(32:1),(32:1),,,,C40 H78 O8 N1 P1 Na1,754.536,11.2964,0.0325237,0.93742,0.675666638,4.20E+07,8.40E+07,4.30E+07,4.20E+07,5.60E+07,3.70E+07,3.80E+07,4.00E+07,7.30E+07,5.20E+07,5.70E+07,6.60E+07,4.20E+07,4.30E+07,3.10E+07,4.20E+07,4.00E+07,4.20E+07,3.80E+07,4.60E+07,5.00E+07
POS501,,PC(32:1)+H,PC(32:1)+H,PC,(32:1),(32:1),,,,C40 H79 O8 N1 P1,732.554,11.2964,1.37082,1.3026,0.126210046,3.00E+09,1.30E+09,1.20E+09,1.20E+09,1.70E+09,1.20E+09,1.80E+09,1.80E+09,1.20E+09,1.00E+09,1.00E+09,1.30E+09,1.10E+09,1.50E+09,1.70E+09,1.40E+09,1.80E+09,1.80E+09,1.70E+09,1.70E+09,1.80E+09
POS503,,PC(32:1e)+H,PC(32:1e)+H,PC,(32:1e),(32:1e),,,,C40 H81 O7 N1 P1,718.575,11.8699,0.359536,2.13536,0.000703584,5.30E+07,3.20E+07,2.80E+07,2.80E+07,4.10E+07,1.90E+07,3.80E+07,3.40E+07,1.30E+07,1.50E+07,1.20E+07,1.40E+07,1.20E+07,1.80E+07,3.00E+07,1.40E+07,2.60E+07,2.20E+07,2.40E+07,2.30E+07,2.50E+07
POS504,,PC(32:1e)+H,PC(32:1e)+H,PC,(32:1e),(32:1e),,,,C40 H81 O7 N1 P1,718.575,12.2271,0.169814,2.41353,2.37E-06,9019305,7039733,5985833,5221684,6390485,7864117,9192374,7624236,3463540,2570013,3191566,2290993,2435181,3838124,4090107,2291600,5790032,6444951,5084611,6163670,5415399
POS505,,PC(32:1e)+H,PC(32:1e)+H,PC,(32:1e),(32:1e),,,,C40 H81 O7 N1 P1,718.575,12.6415,0.352121,1.66544,0.00066771,4.60E+07,4.00E+07,3.20E+07,3.80E+07,4.60E+07,2.70E+07,4.70E+07,2.90E+07,1.20E+07,2.70E+07,2.10E+07,1.90E+07,2.30E+07,2.40E+07,3.20E+07,2.60E+07,3.00E+07,2.70E+07,2.40E+07,3.00E+07,2.50E+07
POS506,,PC(14:0/18:2)+Na,PC(32:2)+Na,PC,(14:0/18:2),(14:0),(18:2),,,C40 H76 O8 N1 P1 Na1,752.52,10.3362,0.151112,2.09321,0.000152606,7334395,6756144,5064144,4494074,8067150,3473432,5361652,4921281,2449428,2970034,1790796,2511881,2431731,3215179,3059915,3294699,3929063,3534558,3823123,3972615,3897964
POS507,,PC(32:2)+H,PC(32:2)+H,PC,(14:0/18:2),(14:0),(18:2),,,C40 H77 O8 N1 P1,730.538,10.3362,0.566274,2.11333,5.01E-05,1.10E+08,8.20E+07,7.30E+07,6.60E+07,1.10E+08,4.90E+07,7.80E+07,7.80E+07,3.60E+07,3.70E+07,2.90E+07,3.80E+07,3.30E+07,4.40E+07,4.70E+07,4.00E+07,6.10E+07,6.10E+07,5.80E+07,6.20E+07,5.40E+07
POS508,,PC(32:3)+H,PC(32:3)+H,PC,(32:3),(32:3),,,,C40 H75 O8 N1 P1,728.522,11.082,0.101681,1.11688,0.209841949,2.20E+07,1.70E+07,1.80E+07,1.70E+07,2.20E+07,1.80E+07,1.70E+07,2.50E+07,1.90E+07,2.10E+07,1.20E+07,1.60E+07,1.40E+07,2.00E+07,1.90E+07,1.70E+07,2.00E+07,1.90E+07,1.80E+07,1.70E+07,1.80E+07
POS510,,PC(33:1)+H,PC(33:1)+H,PC,(33:1),(33:1),,,,C41 H81 O8 N1 P1,746.569,11.7522,0.697449,1.73828,0.002748402,2.20E+08,1.60E+08,1.30E+08,1.30E+08,1.70E+08,7.80E+07,1.50E+08,1.30E+08,5.20E+07,8.20E+07,6.90E+07,7.90E+07,7.10E+07,1.10E+08,1.30E+08,8.40E+07,1.20E+08,1.10E+08,1.20E+08,1.20E+08,1.20E+08
POS526,Y,PC(34:1)+H,PC(34:1)+H,PC,(34:1),(34:1),,,,C42 H83 O8 N1 P1,760.585,12.2487,5.25283,1.71569,6.47E-05,1.00E+10,9.20E+09,8.20E+09,8.10E+09,9.80E+09,5.50E+09,8.80E+09,7.80E+09,4.00E+09,4.70E+09,3.80E+09,4.90E+09,4.80E+09,6.00E+09,6.60E+09,4.80E+09,7.00E+09,7.10E+09,6.60E+09,7.00E+09,6.70E+09
POS518,,PC(33:4)+H,PC(33:4)+H,PC,(33:4),(33:4),,,,C41 H75 O8 N1 P1,740.522,11.3373,0.409267,1.91114,2.74E-06,4.50E+07,4.20E+07,4.60E+07,5.30E+07,5.20E+07,3.60E+07,5.70E+07,4.60E+07,1.30E+07,2.70E+07,2.80E+07,2.60E+07,2.80E+07,2.70E+07,2.60E+07,2.30E+07,3.80E+07,3.80E+07,3.80E+07,3.70E+07,3.60E+07
POS520,,PC(33:5)+H,PC(33:5)+H,PC,(33:5),(33:5),,,,C41 H73 O8 N1 P1,738.507,10.844,0.270049,2.30408,0.000325453,1.90E+07,2.00E+07,1.30E+07,1.30E+07,2.50E+07,8281340,1.80E+07,1.50E+07,3466063,6307169,5726080,7906970,6515538,8780554,9619728,8593422,1.30E+07,1.20E+07,1.20E+07,1.20E+07,1.20E+07
POS542,Y,PC(34:2)+H,PC(34:2)+H,PC,(16:0/18:2),(16:0),(18:2),,,C42 H81 O8 N1 P1,758.569,11.4519,7.25943,1.60848,7.69E-06,1.90E+10,1.70E+10,1.60E+10,1.60E+10,1.90E+10,1.30E+10,1.90E+10,1.50E+10,7.30E+09,1.10E+10,1.00E+10,1.10E+10,1.10E+10,1.10E+10,1.20E+10,9.90E+09,1.50E+10,1.40E+10,1.40E+10,1.40E+10,1.40E+10
POS523,,PC(34:0e)+H,PC(34:0e)+H,PC,(34:0e),(34:0e),,,,C42 H87 O7 N1 P1,748.621,13.8797,0.222414,1.55192,0.000714095,2.30E+07,1.90E+07,1.80E+07,1.70E+07,2.10E+07,1.40E+07,2.30E+07,1.90E+07,1.00E+07,1.10E+07,1.70E+07,8537391,9917280,1.50E+07,1.70E+07,1.10E+07,1.40E+07,1.50E+07,1.40E+07,1.40E+07,1.60E+07
POS525,,PC(34:1)+Na,PC(34:1)+Na,PC,(34:1),(34:1),,,,C42 H82 O8 N1 P1 Na1,782.567,12.2487,0.760126,0.71144,0.000325426,1.80E+08,1.70E+08,2.10E+08,1.80E+08,1.80E+08,2.20E+08,1.70E+08,1.90E+08,3.10E+08,2.80E+08,2.50E+08,3.10E+08,2.70E+08,2.30E+08,1.90E+08,2.90E+08,2.10E+08,2.10E+08,2.10E+08,2.10E+08,2.10E+08
POS555,Y,PC(34:3)+H,PC(34:3)+H,PC,(34:3),(34:3),,,,C42 H79 O8 N1 P1,756.554,10.4997,1.13486,2.15897,6.32E-05,4.10E+08,3.20E+08,2.70E+08,2.90E+08,3.90E+08,1.70E+08,3.20E+08,2.50E+08,8.90E+07,1.30E+08,1.30E+08,1.60E+08,1.50E+08,1.40E+08,1.80E+08,1.40E+08,2.20E+08,2.10E+08,2.20E+08,2.10E+08,2.20E+08
POS531,,PC(34:1e)+H,PC(34:1e)+H,PC,(34:1e),(34:1e),,,,C42 H85 O7 N1 P1,746.606,12.8319,0.827523,1.7784,0.002405467,3.40E+08,2.40E+08,1.90E+08,2.30E+08,3.10E+08,1.40E+08,2.90E+08,2.40E+08,1.10E+08,1.30E+08,9.70E+07,9.50E+07,1.20E+08,1.80E+08,2.50E+08,1.30E+08,1.90E+08,1.80E+08,1.80E+08,1.90E+08,1.90E+08
POS567,Y,PC(35:2)+H,PC(35:2)+H,PC,(35:2),(35:2),,,,C43 H83 O8 N1 P1,772.585,11.8637,1.16136,2.03575,3.84E-05,3.40E+08,3.40E+08,3.30E+08,3.40E+08,4.20E+08,2.30E+08,4.80E+08,3.50E+08,9.10E+07,2.20E+08,1.70E+08,1.50E+08,1.70E+08,1.80E+08,2.40E+08,1.60E+08,2.70E+08,2.50E+08,2.50E+08,2.60E+08,2.40E+08
POS551,,PC(34:2e)+H,PC(34:2e)+H,PC,(34:2e),(34:2e),,,,C42 H83 O7 N1 P1,744.59,12.0901,0.88927,2.36249,8.34E-05,2.30E+08,1.60E+08,1.90E+08,1.50E+08,2.20E+08,1.20E+08,2.70E+08,1.60E+08,4.90E+07,8.90E+07,7.40E+07,6.30E+07,5.90E+07,9.80E+07,1.30E+08,8.20E+07,1.30E+08,1.40E+08,1.30E+08,1.40E+08,1.30E+08
POS553,,PC(34:2p)+H,PC(34:2p)+H,PC,(34:2p),(34:2p),,,,C42 H81 O7 N1 P1,742.575,11.3728,0.295826,2.90735,0.000216204,2.10E+07,1.70E+07,2.70E+07,1.70E+07,2.20E+07,1.80E+07,3.80E+07,1.30E+07,4723954,8443093,8004490,4947339,5681802,7864856,9923700,9698595,1.70E+07,1.70E+07,1.60E+07,1.70E+07,1.80E+07
POS580,Y,PC(36:1)+H,PC(36:1)+H,PC,(18:0/18:1),(18:0),(18:1),,,C44 H87 O8 N1 P1,788.616,13.2713,4.16174,2.66278,5.77E-07,3.70E+09,4.30E+09,3.20E+09,3.80E+09,4.50E+09,2.30E+09,4.40E+09,3.60E+09,1.10E+09,1.30E+09,1.20E+09,1.30E+09,1.50E+09,1.70E+09,1.70E+09,1.40E+09,2.60E+09,2.50E+09,2.40E+09,2.60E+09,2.50E+09
POS558,,PC(16:0/18:3)+Na,PC(34:3)+Na,PC,(16:0/18:3),(16:0),(18:3),,,C42 H78 O8 N1 P1 Na1,778.536,10.8681,0.117159,2.01562,0.02939406,4809961,3428165,2526704,5776738,1.10E+07,3325651,6550464,3493911,618495,2891542,2732793,3444957,2580631,1672331,3873751,2669429,5877261,4565484,863261,573617,6211554
POS559,,PC(34:3)+H,PC(34:3)+H,PC,(16:0/18:3),(16:0),(18:3),,,C42 H79 O8 N1 P1,756.554,10.8681,0.722931,3.16274,0.001738561,2.30E+08,1.60E+08,8.90E+07,7.80E+07,1.20E+08,5.00E+07,8.30E+07,1.20E+08,2.10E+07,3.80E+07,3.40E+07,4.00E+07,2.90E+07,4.80E+07,4.60E+07,3.60E+07,5.90E+07,5.90E+07,6.00E+07,9.90E+07,9.30E+07
POS560,,PC(34:3)+H,PC(34:3)+H,PC,(34:3),(34:3),,,,C42 H79 O8 N1 P1,756.554,11.1818,0.197285,1.68515,0.007400298,1.90E+07,3768250,1.70E+07,1.50E+07,2.20E+07,1.20E+07,1.90E+07,1.60E+07,8580477,1.00E+07,7114862,1.00E+07,7584290,9005949,9631089,9783398,1.40E+07,2.10E+07,1.20E+07,3934765,6695799
POS566,,PC(35:1)+H,PC(35:1)+H,PC,(35:1),(35:1),,,,C43 H85 O8 N1 P1,774.601,12.7479,0.836313,2.06419,2.69E-05,1.90E+08,1.80E+08,1.60E+08,1.70E+08,2.10E+08,9.90E+07,2.30E+08,1.50E+08,6.30E+07,8.90E+07,8.50E+07,6.60E+07,8.50E+07,9.30E+07,1.10E+08,8.40E+07,1.40E+08,1.20E+08,1.30E+08,1.30E+08,1.30E+08
POS590,Y,PC(36:2)+H,PC(36:2)+H,PC,(18:1/18:1),(18:1),(18:1),,,C44 H85 O8 N1 P1,786.601,12.4755,8.70153,1.99569,1.90E-07,1.90E+10,1.90E+10,1.80E+10,2.00E+10,2.20E+10,1.60E+10,2.40E+10,2.00E+10,7.00E+09,1.20E+10,1.00E+10,9.50E+09,1.10E+10,1.00E+10,1.20E+10,8.80E+09,1.60E+10,1.50E+10,1.50E+10,1.60E+10,1.50E+10
POS568,,PC(35:3)+H,PC(35:3)+H,PC,(35:3),(35:3),,,,C43 H81 O8 N1 P1,770.569,11.1111,0.49007,1.84133,0.002529012,9.00E+07,7.20E+07,6.20E+07,5.90E+07,7.30E+07,3.40E+07,9.60E+07,5.80E+07,1.70E+07,3.80E+07,4.10E+07,3.10E+07,3.50E+07,3.60E+07,6.50E+07,3.10E+07,6.90E+07,5.00E+07,4.70E+07,4.90E+07,4.90E+07
POS569,,PC(35:3)+H,PC(35:3)+H,PC,(35:3),(35:3),,,,C43 H81 O8 N1 P1,770.569,13.0202,0.493663,1.94778,9.02E-05,6.60E+07,6.40E+07,6.00E+07,9.30E+07,8.40E+07,4.40E+07,6.40E+07,7.00E+07,2.00E+07,3.80E+07,2.80E+07,3.70E+07,3.40E+07,4.50E+07,4.70E+07,3.00E+07,4.50E+07,4.90E+07,4.80E+07,5.00E+07,5.40E+07
POS578,,PC(36:0)+H,PC(36:0)+H,PC,(36:0),(36:0),,,,C44 H89 O8 N1 P1,790.632,14.25,0.166474,2.1006,0.059389648,9378339,1.50E+07,5277956,7537353,1.10E+07,8315830,2.90E+07,1.50E+07,1447070,1.80E+07,3919869,3242226,5045905,4855535,6012121,5481780,1.10E+07,8786771,6741474,7646342,9443032
POS602,Y,PC(36:3)+H,PC(36:3)+H,PC,(36:3),(36:3),,,,C44 H83 O8 N1 P1,784.585,11.5532,3.53841,1.77036,6.08E-05,4.00E+09,3.80E+09,3.70E+09,4.30E+09,4.60E+09,2.70E+09,5.30E+09,3.90E+09,1.40E+09,2.30E+09,2.20E+09,2.40E+09,2.70E+09,2.40E+09,2.80E+09,2.10E+09,3.20E+09,3.10E+09,4.20E+09,3.20E+09,3.00E+09
