"","p.log","fc.log"
"TG(53:4)",0.231127533498067,0.13364
"TG(53:8)",0.267815461494417,-0.10962
"TG(6:0/16:0/16:0)",0.752025388771621,-0.25598
"TG(6:0/16:0/18:1)",0.168983799179029,0.26576
"TG(6:0/16:0/20:4)",0.00442348872285247,0.0027986
"TG(6:0/16:1/18:2)",2.76263673393612,-0.21934
"TG(6:0/18:0/18:1)",0.165245448424897,-0.1368
"TG(6:0/18:2/20:3)",0.284178843550119,-0.11022
"TG(67:4)",0.84639210283351,0.23761
"TG(71:3)",2.55923185272702,0.72915
"TG(8:0/18:2/18:2)",0.0388830452544153,-0.021248
"TG(9:0/12:0/18:2)",3.95828235380555,0.30735
"TG(9:0/18:2/18:2)",0.979895161558882,-0.30849
"TG(9:0/18:2/18:3)",1.96309967241591,-0.47947
