"","Sample430","Sample433","Sample439","Sample464","Sample191","Sample197","Sample270","Sample428","Sample429"
"P01024",13145663281,22841285332,8176105782,13115796259,8546555277,15244316751,7495238853,7062142323,9202577334
"P04114",204163300.6,3764943036,198932043,201906689.8,533298721.7,3484571325,319172452.7,30137336.86,1279734705
"Q9Y6R7",5089506140,739588650.1,885932612.6,1006389823,842901749.6,324754730.7,1169199871,435382234.6,683421565.5
"P02768",11053280891,10950401453,11766819156,12911163015,6884064986,12638475176,8391252725,10685715195,9891205101
"P00450",4126671906,6184794544,2827188304,5934643087,2992904430,6573587145,5372846218,2297283595,5669376446
"P0C0L5",6382698345,5606580495,3215808392,6336480206,9644415000,3172545869,3657277175,3073931630,4528591259
"P0C0L4",66067415.67,84824214.5,72176546.44,51201117.75,194166199.6,19397277.18,64673594.22,36642901.68,79359763.59
"P02751",503177058.1,1441007275,555128697.8,555673942.2,1004235696,1376265602,903159138.4,534195048.8,534640957.6
"P08603",1537767192,3505693897,1020480504,2183938009,1762112659,3171362913,1625799412,1131425533,2414172843
"Q14515",1022266700,372845259.9,1898302342,838777127.9,1323908150,529458865.1,1856645682,2119474477,2091298894
"P00747",1517626813,2451874715,723164558.6,1734901641,644253332.9,2143427585,927041598.2,927265284.1,919518143.4
"P05060",1715180174,467691404,2139871572,1634739482,3596463832,531812182.3,1953804897,3884049396,3282266101
"P06396",1448629467,1470619963,1926487241,1860497235,1642555806,1755834203,1542642228,2293222123,1265026856
"P02774",5428671494,6017937972,2504178069,6156634047,4123393161,5678555620,5058781496,2948548832,5458922884
"P02790",13448585620,13374521484,13173122454,15962743361,10558229519,13374937172,17829200418,10051160418,6472692010
"P00734",1257862734,1705410681,769243008.4,1170819721,508964248.6,1735666227,526684764.9,822630281.5,715458951.8
"P00751",1611450696,2145103294,998863651.2,2295901235,879157048.4,2234515201,1333383323,649280655.5,1598205598
"P02649",5791228614,1968432904,9463335338,4079570477,7255196466,3231018659,5152006841,9471410792,6782413525
"Q7Z7M0",114471926.3,36955986.25,153249338,93620268.32,125114603.5,54843115.52,106175055.6,189480144.3,148396085.2
"P01008",1860253134,2004984160,1355720753,2598483015,1142799383,1872038947,2070371302,1373836074,1209130789
"P02671",208554882.5,3364350500,95614669.53,334013285.8,270535643.3,1967553750,87149240.93,42698537.36,417422462.8
"P10643",622384319.2,705412481.8,492731165.9,622959612.5,654211697.3,567289094.9,339022070.7,315791006.8,456903398.6
"P51693",655833168.7,263904563.3,890182789.1,533713377.3,972998280.6,599482323.6,729202862,1015514134,1075149119
"Q13822",465527429.1,335432646.8,886608018.2,850042464,764351963.8,499897598,1094204663,1212057335,798160306.9
"P19827",300563492.2,1634967233,172658345.9,409057899.6,203078369.2,1164533909,272200752,93186996.1,250126611.5
"P02787",219733041.7,738414990.8,308837360.1,426008600.7,349106349.6,448271317.7,316636314.6,523957414.1,262478815.2
"P01031",177722227.6,558833284.5,109218578.2,249257980.1,110279177.9,556927873,181941200,118845561,178109454.3
"Q12860",250810151.4,91242633.05,337696505.5,191514439.7,473372729,118363975.2,275974531.5,515187377.7,311521131.9
"P13591",595059302.5,197612901.3,953713193.7,431442706.4,880030162.6,331520701.9,609331322.1,1173605645,904438752.2
"P19823",620727334.7,3305718063,360075256.9,620066700.3,255524677.6,2343319004,558379534.5,248334562.8,516134268
"P06727",1177941156,1473892449,851954392.1,707539867.2,932387340.8,1230508929,869964931.1,1059120022,1339012496
"P04196",924493289.8,1526713499,375537989.4,980709875.8,347675076.3,1388910936,502480641.1,285242336.4,1135968072
"P10645",1092045515,236315302.5,1712279741,393610947.1,1150279000,309944664.3,1357283674,1361977220,1414218783
"P23142",385088437.7,399346803.3,584398379.9,701951766,592018680.9,501262169,517537472.3,708315773.1,491705187.6
"Q99435",273716994.6,113877949.8,419619111.2,151949553.3,313292221,178576496.9,288904915.4,493557708.8,251717909.7
"P04003",67888987.11,524164191.6,28489246.02,63935705.96,66112066.97,520975103.7,13220336.27,6055706.691,212122538.7
"Q14624",400330463.7,1109694700,257565859.5,510463743,224785209.9,975996499.9,356859986.3,132224355.5,375887387
"Q86VB7",175989818.1,105678801.6,253418016.9,199636598.1,229068954.4,66263326.97,456625973.8,132571605.7,215500398.3
"P02647",1931773000,3496098867,1348432830,2029871392,1506046116,3531556315,1115312234,1273501647,2589002247
"P13671",136482033.8,315024391.1,95286225.91,195672350.5,67044024.92,373559411.1,98483666.09,88053830.1,153581507.4
"P01042",1064013662,1836567333,627581256.6,1233368600,641611674.6,1903236834,908033461.5,582634092.7,974777938
"P09871",513490651.7,553185263.5,444506880.7,558225682,644822113.5,514824590.8,411843120.3,432936948.4,591565301.9
"P01034",8340011798,2774224256,9782150653,5473044039,9211757416,5043591246,8102658592,11741927696,8087808803
"P05067",269701267.4,145267722.8,784427941.5,238973662.5,547504554.1,295627050.6,495178790.2,1411053318,843253361.2
"Q16610",228733601,98737597.08,214969590,194901018.1,205916153.2,154127327.4,161870571,126960574.8,231351116.5
"P98160",95253995.42,46371903.01,97954202.41,109252706.6,101831353.7,78541059.6,91572471.34,89017522.93,113527532.1
"P02748",448695987.4,529628560.9,212560165.3,444719526.3,206834459.9,471648934.8,252907554.4,133734960.6,208722930.9
"O94985",351508006.6,130690907.7,742537221.5,364945549.4,573598512.3,191259298.6,515219669.6,969870509.1,709142722.2
"P10909",1774395706,813203040.1,1676982096,1260617629,2059648412,1481089592,1516905061,1545686442,1801823566
"O00533",407912524.9,128108772.1,582594115,216105665.6,369042919,185233397.9,497967649.2,653770437.7,428551523
"P43652",534411140.6,977314262.2,515421760.9,709852343.4,532032842.6,903685970.3,785937233.8,620307764.9,711360017.9
"O75882",103475775.2,170707326.9,102513648.6,104238121.4,196571321.6,186340912.1,158382939.5,101376810.9,161914990
"P06681",325365494.7,361382386.5,224833365.6,288919465.2,174477213.1,447904573.4,406915231.4,140387619.7,257866252.4
"P24592",331242605.6,132649198.7,340652567,551209130.7,354704065.6,185415110,302826116.8,542841752.2,362462940.8
"P02766",814604506.7,614440144.7,1969938693,1025500890,3386938895,555535477.3,1681297445,2294307381,923430278.6
"P03952",133112159.6,463632121.6,107749944.7,148034659.5,92859442.2,523597210.2,141240537.3,92821921.94,176861760.1
"P02749",1090626822,1327420963,841237230.3,1228396141,810931850.5,1207691981,738055022.5,551718237.3,759421902.8
"P00736",404440221.5,532146080.5,273364670.3,391128133.3,329740464.8,363652380.1,276738549.9,284768858.2,348590089.6
"Q92823",269280181.5,84667725.24,351656335.8,176511947.5,375973834.3,99957168.22,308645118.5,437726856.7,344912922
"P36955",1449981439,954864402.2,2241691575,2111382801,2398568044,1302469031,2270430614,3406537104,1929888281
"P10451",2827815564,576205885.4,2117064055,1313842482,1697855580,790390205.8,3709542179,1280696900,2293409018
"P02760",435768699.2,671867687.9,188161017.7,295254926.4,273955876.1,671608430.8,301135832.1,115824781.4,258565596.9
"P41222",7738160483,3037009615,13227899500,8384787798,13726731744,5981053574,15041345426,16868176245,11941512490
"P04217",1851247161,2504022343,1561641189,2346184971,1101792366,3077608822,1711537617,786153389.1,2025767096
"P02452",150353968.3,117384552.2,114436953.5,181848412.7,259409336,157847179.6,186638440.8,73805753.93,287612046.6
"Q92876",688754903.3,272595161.3,925113400.9,737094981.5,1344721234,780210093.1,805661874.8,1185059678,1305762590
"P05155",1056252799,975980691,804092196.1,1138631974,1206036647,398737672.3,986231120.4,1036191159,1088112967
"Q8WXD2",295319669.5,78578039.34,327192611.5,175949358.7,337955473.6,144747161,261359972.2,469272994.2,381861497.1
"P20742",4177719.256,103657847.4,30573235.92,17015219.32,11941730.46,174659411.2,24559408.3,6426824.542,27676389.88
"O15240",236309534.1,64730148.03,321727129.4,92432806.36,279052058.6,103723547.7,338602151.7,342475192.9,336454578.4
"P54289",100895703.3,25810819.64,119675842.7,51591097.22,117853517.8,41796053.42,149334020.1,135990881.9,116227097.5
"Q12805",384959744.5,313647613.8,441968250.3,357314286.2,430691700.3,383825595.4,277812140.5,442085550.7,284535387.4
"P04004",385739754.9,551295691.3,225063404.7,404519794.4,175955196.2,366294614.8,360108117.3,193618239.3,182647037.1
"Q15113",181325589,146167280.8,144011592.3,233863181.2,242200016.2,143429828.1,143835218.3,117347526.7,204848999.7
"Q9NQ79",130585128.6,51229786.59,139949064.4,87344792.52,166717135.6,73666121.55,148122669.6,238576355,192308190.3
"P02765",1246757876,2529524366,645840851.2,1281842020,1078867926,2965407443,1290665834,650770177.8,1330861135
"Q02246",163026148.6,156509135.2,186168033.9,180731397.9,219008864.7,226072315.6,233763857.7,173597931.6,226190197.6
"P05156",362215531,522870927.1,247607461,430391342.2,271550781.8,494143375.1,267216423.6,223413549.2,452692106.4
"P00748",75699189.28,349454358.8,117513763,88063265.97,55342084.81,185853136.8,119590829.8,114786122.1,159409652.9
"Q96KN2",363059891.1,238494713.6,413347551.3,249364255.8,721657449,537857089.1,286433586.4,454728095.9,629121511.7
"Q96PD5",155698310.5,351482351.1,99040397.34,159362376.2,70738086.18,254028409.7,102826461.7,73968807.31,102416942.6
"P13521",111383727.9,30883971.12,158206824.2,59262298.21,126247065.4,59426564.07,156356966.6,185195607,159445211.6
"P01023",6910569.73,29772070.24,114713063.9,30229965.45,29037681.89,22785326.51,121201135.6,6578888.467,20524009.19
"P08123",61047534.04,38223351.52,57442118.88,61804190.14,120819342.5,45038396.87,69825639.62,30199548.56,95285088.64
"Q9Y4C0",105325189.9,41403201.36,92436545.08,52963445.73,60978251.24,49729500.19,56976691.63,126607289.9,81755841.01
"Q16270",166211831.7,116428894.3,283536075.9,294911596.6,317119225.9,174914963.3,366220179.8,369035818.5,324664149.1
"P00441",508611673.5,150514399.7,1080693403,591727514.1,975837596.1,362346576.2,737345293.2,936288655,664071792.2
"P01011",600208858.8,515611105.8,579498469.6,776063652.4,885359435.8,234974475.3,1279681111,681254221.6,628141861.9
"O75326",121896465.3,33320836.2,133985744.8,59506779.31,90589137.85,37402227.27,102426233.1,94822711.6,133530019.2
"Q96GW7",107788128.1,45400238.8,155270609.7,71010116.78,92217069.34,70396929.85,99466256.59,153054119.9,164369379.6
"P07998",129080334,53743092.84,225841385.6,167797223.2,469341354.4,123585559.3,213399222,221327926.5,215612444.2
"Q9BY67",42554861.17,12806496.38,68361922.81,34379470.28,60496714.74,19921407.67,51668225.95,57464198.23,74014734.18
"P18065",107812206.2,74134497.28,132944635.2,119680316,157283091.6,104026071.5,107798769.7,78440148.7,142167229.5
"Q9UBP4",546909501,98666576.75,970867697.9,354991434.6,514023936.6,320961475.8,367200014.5,507289209.1,565690053
"P12109",125253589,45924548.23,157025632.1,78663111.32,74456080.31,43104127.59,74175745.62,143337449.8,92796662.9
"O14594",118773511.9,35142494.18,180693227.2,52478954.55,110917290,57580176.36,143516381.4,172460489.2,151169659
"P16870",72230791.03,31296562.57,158334803.3,48728083.61,78870809.88,50805692.63,56548639.04,135480842.3,84524993.83
"P08571",480147297.1,250667257.2,351997917.5,418273698.2,206448249.5,292374106.1,305740556.3,120810902.6,279762182.1
"P60709",102950470.7,186308099.9,497248111.8,121488849.2,80103983.36,132944436.3,80116107.3,67858683.3,104986212.3
"P01019",2511812209,1603294412,4759824762,2389764727,2009669784,1937929658,2048256974,2989278757,2160951619
"P78509",25431922.75,15359012.13,22047749.2,11988994.88,13816157.93,13000032.3,17350387.66,34284851.27,16905975.13
"P04264",7751419.915,12702784.95,61015989.68,178149343.2,84307347.75,30718964.22,64054749.42,129631756.1,67199923.27
"P05090",1596103398,682526640.3,2355689847,2597862868,2490873948,769359529.6,1540435593,2612259657,2036688162
"P02679",12706107.75,317548330.6,6980772.445,30274316.01,18380558.06,165572635.5,7595309.607,5329448.606,29077896.52
"P04075",31106856.16,42081276.36,91303582.98,22221079.21,59101316.49,40447102.62,26402599.37,35651067.31,40316619.59
"Q92520",132107748.1,67345985.34,195104153.6,170366347.5,310254857.2,91181919.54,219645676.5,390484826.9,300961979.1
"P36222",47889642.66,93065348.99,50731014.28,128389556,198522320.4,53703772.01,154258387.3,55586086.56,59296934.78
"P01009",171496628.9,176351895.3,130012957.6,151601813,234290361.7,43132653.38,189561091.4,113306817.7,227877937.2
"P07339",57966046.21,39354544.47,142598446.1,106628963.5,91380051.49,54529692.3,120954256.1,139518743,116643847.5
"Q9ULB1",63643643.83,16933617.21,72493500.94,43369811.27,68742937.38,17430929.06,51638108.12,102877238,71709257.22
"P02753",344501306.7,421692094.7,280802070.3,422854740.1,317425340.1,411814971,363296186.1,500395192.4,267049887.6
"Q07954",11529524.4,5600065.375,14181326.02,9306808.69,18945674.09,8658845.251,14948683.74,20685882.84,17110766.35
"P29622",50146176.92,82218519.5,45028224.8,61463686.66,37468939.7,12978445.42,45444640.62,56140818.33,29268551.66
"O94856",38258137.59,10568938.22,55358361.79,24919865.19,42953961.25,22117415.53,36474801.96,59276715.08,46823890.55
"Q03591",55563827.32,117319081.5,27207586.71,76040002.2,47647384.32,124685407.4,66960456.91,28114801.34,80186559.65
"P07858",35516888.46,56534082.25,47643354.95,27044037.52,43183584.11,29618719.3,84615217.74,31226711.73,59173562.98
"P07360",54041890.7,119014945.1,18430516.59,35540886.38,38740057.88,112875671.2,37985112.52,26144591.41,17787782.15
"P32004",22126110.77,6249084.625,38284611.2,12786784.38,22948833.31,9381733.663,25442159.86,49307719.87,31860247.32
"O15394",44583415.92,9155809.93,68842894.24,21338013.39,65215376.83,17105899.04,56104511.48,58311727.51,65033849.26
"O43505",296380906.5,129614584.8,421595602.3,199011327.2,367620915.2,194898130.1,246041306.3,664571833.6,290628812.8
"P03951",23619703.51,43320169.86,19370723.77,18542047.04,14160235.51,50377566.54,11639948.89,17882282.43,28014267.84
"P23471",86613472.55,21634241.96,113848068.2,60155316.66,91668045.82,44757366.01,105893115.6,134560684.7,108990934.1
"Q15818",79167484.96,15301396.3,101810705.8,50806045.93,93968836.61,25044831.63,75704705.3,180956276.9,113181791
"P22105",11659485.56,10327606.19,15945259.78,15056130.66,11089187.44,11635949.78,12339099.73,18729672.03,15771116.85
"P54764",43335793.18,9990754.07,58913727.55,22160771.55,39691876.63,14921991.78,45054925.53,45887810.94,40876206.05
"Q96S96",37887167.19,20696418.47,85469374.31,73189441.56,124247639.1,18981671.6,63311977.72,164824901.6,104040798.8
"P00738",4491498.901,17553484.13,3484433.535,8109471.145,16558162.52,44571241.61,3369146.394,20047369.49,2810981.468
"Q08380",102845151.4,19077259.38,129852137.9,98488457.14,104305646.4,34326608.03,105385188.7,77821122.99,72702201.22
"P63267",4566354.069,11163129.75,49847041.33,9432809.779,3390145.169,5484013.133,5588662.278,5111271.852,4829235.615
"P05546",199013399.8,453082302.6,156042044.6,213755057.6,162242741.7,368808387.2,131211317.3,194340959.5,132788888.8
"P07225",87172305.01,207270184.7,86480611.81,85935647.74,96955433.98,188491791.9,58265850.58,81764239.96,74302819.96
"P00746",91946978.49,65888190.8,62845330.59,56948943.43,107888826.4,67873701.65,75505937.85,72321203.88,90667092.93
"P02675",6000020.839,127147777.5,18185559.31,12621534.82,7866911.486,83283916.28,35222931.18,2406771.127,14073296.43
"Q9UHG2",53401794.36,14426722.23,77571117.06,40229074.02,83898051.46,32902925.93,78173821.37,58703109.53,98403780.58
"P08294",178166349.7,54481713.59,453359419.6,186794720.2,274301957,111512762,246888791.2,453662929.8,211334214.1
"P07357",52861801.37,161456226.4,18920680.81,59224311.52,40812820.84,174058810.5,42049556.09,28133862.12,39620449.88
"Q02818",35921765.08,11004039.86,44506469.41,24222459.89,48879268.66,20048131.76,58070689.37,52343807.56,50481542.61
"P07602",357780560,99032238.72,447757137.2,273714825.1,337340945.5,161245054.1,285259448.5,470648595.9,397468737.1
"P11021",18522098.85,13249976.04,33731885.1,14290290.6,27427561.95,11554056.49,24120370.12,26048587.19,32641664.37
"P19022",70639176.89,23516468.27,76873886.19,51339772.12,59439888.44,38638494.8,55288597.32,87809477.28,100164799
"P19021",17226683.71,7442024.672,33832643.15,14419605.5,39810400.48,10856577,23944925.89,35206916.87,25146150.15
"Q86UX2",12677458.82,4625523.441,14862337.74,16108591.93,11448582.56,9868066.351,13582595.9,21725419.03,15045605.2
"Q8NBJ4",22214632.84,12929314.45,34599371.9,19601078.72,36233252.2,15863410.36,37398381.35,41540394.29,39518694.14
"P14618",45512898.9,19222000.08,108630218.7,28741876.11,54905701.25,35475409.53,45707264.21,66102422.82,54593427.07
"P48745",28416981.94,12545526.62,39698441.76,32282252.54,50569536.59,19437063.21,43861542.74,64404020.69,40639515.63
"P08697",207958900.4,199917358.7,99147821.61,159050260,94624959.31,137082775.3,174094224.2,124843343.4,108549356.4
"Q92859",14905469.09,4674208.914,24558161.97,9825195.654,28608023.16,9021746.846,19494792.93,27286517.07,20388165.84
"O95502",178106022.3,35019003.16,186647157,67718382.58,151461011.7,73000726.41,168730922.7,256036529.4,192151296.4
"P05452",282293559.7,183586022.5,336461968.5,266299771.6,336246892.4,198650000.7,208457820.7,213153394.8,381007519.4
"P07197",8116779.635,4448509.287,4316075.852,4560275.406,4652963.168,28123077.86,16520029.29,713320.9557,15157656.59
"P35858",18110566.45,126653582.5,28007048.31,31283376.36,23619638.89,101313198.1,63534489.72,25203702.06,35242135.67
"Q9NT99",30203536.41,9977293.141,33583695.95,11628480.24,20723005.28,11995409.7,26513313.54,24109602.91,34647255.12
"P43251",78386725.01,44832262.06,79908737.35,56128732.72,59549763.56,67670284.05,67893803.81,80565783.76,72028210.52
"Q06033",50321905.86,117427616.8,21784889.59,37425451.81,20910719.11,79722031.09,17656662.16,8163941.248,33413514.28
"P02786",5087568.165,37392959.84,121292016.4,4019584.539,2886171.6,11459234.04,37556851.4,3293047.671,5619730.756
"P08185",152402856.4,211340992.5,92793200.02,198376031.9,97963944.78,237373644.8,170262145.3,95287141.51,203486520.3
"P27797",39010124.19,15300791.64,53979898.4,29615851.64,29205774.59,24392600.6,37171340.13,54819683.07,60610842.35
"P78324",63796781.58,6740063.914,34284431.28,15658101.78,50294411.78,20734657.19,40301257.98,43005638.02,93063949.55
"P09486",62914764.47,28325606.31,113335672,71783201.11,96300541.92,62152776.09,104688357.5,203611784.3,120169870.5
"P02747",640150265.1,762271877,470436738.3,405546242.8,360544582.8,900072095.7,357941823.9,205563075.8,412930699.6
"Q9BYH1",42353843,12116182.58,44177962.35,30600296.93,49002443.35,15491378.55,38571557.71,62980775.39,46001081.73
"P12259",12123384.83,17572541.22,25329046.13,16773295.96,17996869.37,16716085.09,18160662.92,23457686.86,15836229.71
"P35555",8701294.392,8066057.672,10528526.43,14377271.5,19301342.08,10829504.88,15455467.12,10487345.18,16546649.14
"P80723",16047488.25,7932602.922,26734688.95,11729886.31,34746422.71,13354824.95,47080717.32,21674367.19,58522579.08
"O43493",30750849.31,7321170.676,36956276.62,20711905.67,61463677.68,14499841.95,52696439.68,46789900.45,43260928.23
"Q12907",47524069.62,19324210.06,58121947.33,41674419.99,53176886.11,25488471.8,38771950.29,72264138.51,48495009.66
"Q06481",67097165.21,24877988.11,85119787.92,67041631.8,125600231.8,36494310.96,69541294.11,152976975.5,140553521
"P04156",131325851,35991877.22,149551318.2,92416589.56,226607077.8,60381455.99,158688425.6,218354267.6,172206998.7
"P09972",12427613.18,2799157.355,28217987.07,23776142.68,33824789.74,7689085.237,13381027.82,28491465.97,28235072.9
"P07358",27494173.52,82165780.63,8860954.355,28734982.02,19544542,73856334.75,22987954.75,14401833.44,14836418.17
"Q6UXB8",41427110.75,20632122.75,9632469.629,39684112.06,43529845.91,37105653.07,72018697.12,40210592.62,46671529.38
"P22692",63550799.68,42635944.06,47265309.54,63231709.7,105527645.8,41565487.25,82993227.55,34497324.28,88321525.32
"P55290",110532660.7,45774269.02,169705473.2,56775676.94,111543406.7,64429458.52,117612934.7,146882136.5,197100563.9
"P43121",51003838.35,10777045.14,52505991.61,45054078.56,116096437.5,13328576.21,32647870.77,82057401.12,62629595.88
"P24043",5711759.394,3418368.07,13715887.05,4951371.73,11264516.24,4707049.806,7940951.666,12781662.98,6612929.664
"Q08629",11632651.6,3883686.156,21259228.49,12109281.47,32656940.18,8969617.001,16790509.49,40799745.29,34312248.65
"Q53EL9",200140237.2,10016118.13,31018558.45,18063611.13,40659038.15,17722418.34,17165250.84,62351263.37,38706871.79
"O00461",8626849.378,3068217.699,10482301.5,4087948.653,14760376.86,4491502.675,11670607.5,11733433.98,12156441.84
"P00740",19769435.54,29516860.25,13835049.57,15570909.29,11563898.82,21896730.66,9778179.279,12055398.03,9463607.565
"Q14982",53892914.68,14318540.94,64152950.4,32219175.6,68652790.46,21135095.65,58462729.84,75824663.37,67869225.7
"P02746",390417393.4,438462050.3,390883470.3,298600452.2,282198506.2,481319459.9,286543031.5,158719398.4,311907263.4
"Q14520",17532419.57,34151449.06,4288291.12,11195567.61,7383829.15,45740617.09,8478052.222,6527650.563,16475846.46
"Q8N126",44998075.54,16177843.09,42972820.82,29840335.53,53056656.43,16465708.48,29771588.23,84730788.18,46466801.28
"O14773",16557766.77,9509366.719,34905880.18,20538607.38,19735893.99,12739177.02,44071605.33,21683305.89,34197488.89
"P20774",182260433.2,98856662.81,199806719.7,269121685.9,203662131.8,175928299.6,196018232.8,252412339.9,188069642.7
"Q6UXD5",21778763.13,7609193.588,40391136.76,16466558.41,35902879,9027260.663,26482634.2,69819081.19,46525394.59
"P35527",8382819.027,4297220.375,44497733.79,80811960.94,47019326.99,10847275.48,25596269.66,60308239.86,37068879.67
"P22792",8816548.187,46844710.23,5671175.713,9327770.011,3803340.035,48494355.11,8458747.788,2059368.647,9642372.361
"Q9P2S2",11437133.69,4246983.469,12215568.72,8482053.22,10091659.64,5238813.844,8558168.935,15474352.21,11550797.61
"Q9P121",162933446.3,33183497.95,181676670.8,81435882.22,171414752,40304944.34,125477448.2,214675218.8,175642312.2
"P22352",61574434.23,31297092.94,92677760.78,57067277.05,85955759.54,43117658.75,101557227.2,171050101.2,67181630.02
"P23468",5179831.092,1629790.207,11374420.5,4047268.562,10967028.37,3461202.576,6321258.246,8107085.5,7271184.447
"Q8N2S1",7582062.767,3011109.824,8853967.217,9343658.396,15045711.45,3573704.034,10233601.09,8949760.515,11508659.34
"P62328",160176932.8,51746371.88,298666515,133576724.2,105372837.2,118259412.8,210008263.6,150526201.3,173743363.2
"P02750",129609779,144949089.9,62652107.38,202206960.5,108662598.2,69404905.89,98583445.68,34003576.78,180086088.3
"Q92954",6112707.816,18583695.83,7425534.231,8545622.065,8683034.822,23705213.95,9841029.362,8074332.287,16295342.45
"P30086",43212412.46,22876111.14,78446437.81,60578288.68,85914386.13,58076344.72,55787403.78,113215145.4,117965169.8
"Q9Y279",22268876.64,11875543.88,44726641.05,19039113.3,24079565.21,12279003.26,40114701.96,26662733.68,25693873.97
"Q14118",85224215.47,46606388.89,92521940.06,70294930.93,91166910.33,73231005.07,62061822.06,134219216.7,119523901
"P13645",1372238.792,979327.7813,7964225.993,33810810.24,18486605.93,5020390.782,13907659.29,13620613.86,10902562.39
"Q9C0A0",23094812.83,6536709.438,25916235.75,13827647.32,30181914.1,8921525.438,16053022.05,26361078.57,32504662.41
"P13611",14653801.6,11463161.99,27150329.75,21076980.5,18350490.92,13973905.88,29567671.15,13050523.02,28782818.03
"P25311",12838959.98,9237629.141,15929511.68,15080151.3,39064521.01,6116271.074,35579574.37,22669905.59,16605426.07
"P36980",2744015.125,9760980.906,215861.144,10101697.32,7504537.804,8394253.008,5990978.448,1079305.72,5801379.185
"Q92932",16994356.41,2926179.117,22530128.35,8786317.613,20130829.58,6908907.237,19909301.36,27954792.25,20478059.06
"Q13449",273615256.8,79828256.63,398228951.3,237292576.6,358373350.1,130902878.3,326795020.5,496066434,503221022.3
"Q7Z3B1",34789752.92,8528271.807,39558902.44,19565093.11,35162095.01,10875970.75,30858721.68,50810695.15,50922996.2
"P04275",1019086.079,12535845.81,4447096.88,1688197.102,2513994.344,14689788.16,7387365.702,750460.59,2009373.271
"P49641",4624593.331,2660688.406,8886929.912,4246334.481,8085955.386,3638417.859,6559465.471,7410757.66,7966336.477
"P00742",53661916.59,72057814.88,26862925.12,40219201.18,35141586.15,58768362.26,24254864.85,40643578.39,34309134.53
"Q96KG7",9836640.159,3319875.415,17848391.84,7557789.077,15655068.12,6355441.85,8899762.177,13403753.38,14730552.43
"P33908",11416532.58,8879955,20771425.53,10978412.69,17013185.66,8945269.78,16867209.7,20276857.02,19604585.51
"P08174",10239424.96,4563195.066,11988346.01,12527492.71,41109960.44,7461732.916,17120150.75,21795545.24,16827475.01
"P26038",4418821.422,5803864.758,25414470.75,8158097.362,6415160.428,9185065.475,5159992.516,9414655.785,8827602.54
"O75509",30798036.61,9702631.426,52019275.62,22254100.55,40815209.78,14325912.18,40048831.81,48712752.42,37104373.23
"P17174",10583633.61,5665318.906,17419668.33,11339104.89,37332712.02,2633680.898,10415107.23,39054001.46,23093848.51
"P04216",315389772.5,75225054.19,522981143.5,178823340.8,343992980.6,124431443.2,357754027.5,466639260.4,333543051.7
"O60279",13843304.57,3365664.479,23199726.75,7031632.387,18749380.4,6381470.279,11387282.18,13746359.32,17246041.08
"P61626",48772954.22,24491022.59,66549431.22,126098328.6,72055319.08,81081590.56,140886371.5,37675993.8,85164375.82
"P14314",15782914.87,6909377.047,22609716.21,10439775.13,19721615.36,10147506.71,14720567.78,21196788.58,24314998.05
"O00468",16104006.06,4751440.23,22872549.43,13440956.86,21970562,9285283.58,18567921.25,25795477.97,25532072.19
"Q96PX8",12313018.4,1475504.586,20615477.91,1734771.088,4146265.53,1984454.435,11100448.61,13528510.09,6509368.913
"P24593",22068626.42,19028750.63,25125399.19,26923971.21,23730641.94,20470882.53,31868023.58,36721473.42,27319723.67
"P07195",36283326.64,31000771.95,108178283,38468500.84,47252021.53,17083516.82,50884426.88,67056007.05,70466489.05
"Q04756",7275441.596,15739493.13,5634681.359,13395833.62,4868872.626,19701283.34,6590019.891,6665174.666,11011296.89
"P69905",91050.3933,34959428,19274815.41,3953984.575,4035870.577,455251.9665,751275.8115,91050.3933,2067066.245
"P48740",14758393.98,14908797.78,18432834.56,9209394.795,11215220.94,21475518.98,11416714.67,22030166.39,15700965.45
"P39060",14191831.72,5677360.203,13580300.17,12460660.56,18946780.79,8018061.894,14759775.32,18354252.77,17497077.85
"P14543",7593252.101,4372412.75,12063559.82,6711286.226,8806308.687,6306801.945,9712353.42,17979835.3,7925995.688
"P51884",132785307.2,196117990,111502833.7,113941774.9,114750576.8,237401456.8,100020928.1,61583857.98,159871339.2
"P01033",86951608.45,103551700.5,141111271.5,146065952.2,124516925.5,96367595.88,91022490.74,62555570.86,154508388.1
"P23515",67026550.86,19295145.59,92392785.31,40833261.99,55019083.68,37421925.28,38134079.34,60608327.79,84715258.96
"Q96FE7",99954339.48,21364244.25,140202946.6,65975918.06,181565018.8,50843542.89,130968240.7,132683646.7,142966167.4
"O75636",7609040.291,22185387.13,3226775.643,6065225.37,3761875.196,33413347.54,16464822.49,1996385.749,27280558.82
"Q9BQT9",18472936.45,8935742.734,26142108.77,15387637.1,64630191.76,13341296.83,41230632.23,83743338.5,66062973.46
"Q9NYQ8",7162548.79,1022176.953,5427321.061,2509046.001,11431834.96,1103424.77,2888549.928,8307649.546,5646177.731
"P05408",164868274.5,46812721.6,199898605,173280758.1,249258057.6,105526910.6,174517605,215203420.5,311194398.2
"Q96IY4",15575645.78,31655961.75,14006383.52,19588858.75,15789742.46,18991455.87,23933399.43,17660502.45,13664240.92
"P58400",1221282.914,100626.4219,1423069.496,1026413.315,723898.1336,947291.2084,969849.0268,749346.9219,489807.6017
"Q9NZP8",21021343.48,23226805.38,14776720.43,16327579.49,7836312.643,26810373.87,15752713.39,11006543.66,8489259.834
