"lipidName","Cold-1","Cold-2","Cold-3","Cold-4","Cold-5","Cold-6","Cold-7","Cold-8","RT-1","RT-2","RT-3","RT-4","RT-5","RT-6","RT-7","RT-8","QC-1","QC-2","QC-3","QC-4","QC-5"
"TG(16:0/12:0/18:1)",1.1e+10,1.2e+10,1.7e+10,1.6e+10,1.7e+10,2.6e+10,1.2e+10,2.6e+10,2.3e+10,2.3e+10,1.1e+10,2.4e+10,9.9e+09,8.5e+09,1e+10,1.3e+10,1.7e+10,1.6e+10,1.5e+10,1.6e+10,1.6e+10
"TG(10:0/18:1/18:2)",2.1e+08,2.4e+08,3.9e+08,3.9e+08,1.2e+09,1.9e+09,3.7e+08,2.1e+09,1.5e+09,5.4e+08,2.4e+08,5.5e+08,2.5e+08,2.5e+08,2.3e+08,8.4e+08,3.5e+08,2.9e+08,8.9e+08,1e+09,3.8e+08
"TG(18:1/10:1/18:2)",4.7e+08,4.4e+08,8.8e+08,9.4e+08,1.1e+09,2.4e+09,1e+09,2e+09,1.7e+09,2.2e+09,5.2e+08,1.7e+09,4.8e+08,5.4e+08,5.5e+08,7.1e+08,1.1e+09,8.2e+08,1.2e+09,8.3e+08,8.8e+08
"TG(18:3/10:1/18:2)",2.2e+07,4.2e+07,3.3e+07,2.8e+07,4.2e+07,5.4e+07,5.6e+07,5e+07,4.4e+07,5.7e+07,2.6e+07,5.9e+07,2.5e+07,2.6e+07,4.1e+07,3.3e+07,3.5e+07,6.5e+07,5.4e+07,6.5e+07,4.3e+07
"TG(16:0/8:0/22:6)",3.3e+07,5e+07,6.7e+07,4.1e+07,5.4e+07,4.8e+07,4.1e+07,8.9e+07,2.9e+07,3.2e+07,2.8e+07,6.1e+07,2.7e+07,4.3e+07,2.9e+07,3e+07,3.7e+07,5.6e+07,3.3e+07,4.1e+07,3.7e+07
"TG(6:0/18:2/22:6)",1.8e+07,1.9e+07,3.2e+07,2.4e+07,2.5e+07,1.8e+07,1.7e+07,1.6e+07,1.1e+07,1.2e+07,9017910,1.1e+07,8369133,1.3e+07,9804833,1.4e+07,1.6e+07,1.4e+07,2.5e+07,1.9e+07,1.5e+07
"TG(15:0/16:0/16:0)",4.8e+08,8e+08,7.4e+08,5.1e+08,4.3e+08,7e+08,5.3e+08,5.9e+08,5.8e+08,5.8e+08,5.8e+08,5.9e+08,6.2e+08,4.6e+08,5.5e+08,4.2e+08,7.5e+08,6.8e+08,5.4e+08,4.5e+08,7e+08
"TG(19:0/14:0/14:1)",2.9e+07,2.7e+07,4.8e+07,3e+07,3.4e+07,4.8e+07,1.9e+07,3.9e+07,4.7e+07,4.5e+07,1.5e+07,4.4e+07,1.9e+07,2.1e+07,2.1e+07,2.7e+07,4.3e+07,3.1e+07,2.4e+07,3.3e+07,4.4e+07
"TG(16:0/13:0/18:2)",6.1e+07,5.9e+07,1e+08,7.9e+07,7.2e+07,9.8e+07,7.7e+07,7.7e+07,7.6e+07,9.5e+07,4.1e+07,8.9e+07,4.1e+07,3.7e+07,3.1e+07,6.4e+07,5.8e+07,8.6e+07,8.3e+07,7.3e+07,6.7e+07
"TG(15:0/14:0/18:2)",8.7e+08,9.6e+08,1.2e+09,8.7e+08,1.2e+09,1.6e+09,8.9e+08,1.4e+09,1.4e+09,1.5e+09,9.8e+08,1.6e+09,7.7e+08,9.2e+08,1.1e+09,1.2e+09,1.1e+09,1.1e+09,1.1e+09,1.2e+09,1.2e+09
"TG(11:0/18:1/18:2)",6.2e+08,6e+08,7.6e+08,6.7e+08,8.7e+08,1.3e+09,6.3e+08,1.2e+09,1e+09,1.1e+09,6e+08,1.3e+09,5.6e+08,6.6e+08,6.7e+08,1e+09,7.6e+08,8.8e+08,7.6e+08,8.5e+08,7.4e+08
"TG(11:0/18:2/18:2)",1.8e+08,1.7e+08,2.1e+08,2.1e+08,2.8e+08,4.2e+08,2.3e+08,2.5e+08,3.3e+08,5.7e+08,2.4e+08,3.3e+08,1.8e+08,2.9e+08,2.7e+08,3.6e+08,2.6e+08,3.4e+08,3.2e+08,2.8e+08,2.6e+08
"TG(47:4)",3.5e+07,2.1e+07,2.3e+07,2.1e+07,3.5e+07,3.3e+07,2.2e+07,2.4e+07,1.9e+07,3.2e+07,2.2e+07,3.1e+07,2.1e+07,2.4e+07,2.9e+07,1.8e+08,1.4e+08,2.6e+07,3.6e+07,3.1e+07,3.1e+07
"TG(16:0/11:2/20:3)",2.3e+07,2e+07,2.5e+07,1.9e+07,3.1e+07,3e+07,2.9e+07,1.9e+07,2e+07,3.5e+07,2.6e+07,2.5e+07,2.2e+07,3.3e+07,3e+07,3e+07,2.7e+07,2.8e+07,2.7e+07,3.2e+07,3.2e+07
"TG(18:2/11:1/18:2)",2.9e+07,1.6e+07,4.2e+07,2.7e+07,3.9e+07,8.8e+07,2.3e+07,2.6e+07,4.2e+07,8.5e+07,4.1e+07,6.6e+07,3.6e+07,4.7e+07,3.8e+07,6e+07,3.3e+07,2.8e+07,3e+07,4.7e+07,4.7e+07
"TG(18:0e/14:0/16:0)",5.6e+07,9e+07,6e+07,8e+07,6.5e+07,9.3e+07,6.9e+07,1.1e+08,7e+07,8.8e+07,7.1e+07,8.3e+07,7.9e+07,6.3e+07,8.2e+07,6.5e+07,8.7e+07,6.7e+07,7.3e+07,6.5e+07,8.1e+07
"TG(18:0p/14:0/16:0)",4.1e+07,5.1e+07,4.7e+07,4.8e+07,4.6e+07,4.1e+07,4.8e+07,5.9e+07,4.7e+07,6e+07,4e+07,6.9e+07,2.1e+07,3.6e+07,5.3e+07,5.1e+07,5.1e+07,5e+07,4.8e+07,3.7e+07,4.2e+07
"TG(16:0/14:0/18:1)",2.1e+10,2.2e+10,2.2e+10,1.9e+10,2.4e+10,2.4e+10,1.8e+10,2.6e+10,2.6e+10,2.4e+10,1.9e+10,2.4e+10,1.9e+10,2e+10,1.9e+10,2.3e+10,2.2e+10,2.1e+10,2.1e+10,2.2e+10,2.2e+10
"TG(16:1/14:0/18:1)",3.4e+10,2.7e+10,4e+10,4e+10,4.5e+10,5.2e+10,2.9e+10,4.8e+10,3.8e+10,3.8e+10,3.2e+10,4.4e+10,3.1e+10,3.3e+10,3.2e+10,4e+10,3.8e+10,4.1e+10,3.8e+10,3.8e+10,4.3e+10
"TG(16:0/14:0/18:2)",1.9e+08,2.4e+08,1.2e+09,9.2e+08,3.1e+08,3.1e+08,1.8e+08,3e+08,3e+08,2.8e+08,8.9e+08,2.7e+08,2.5e+08,1.6e+08,8.8e+08,8.4e+08,9.9e+08,3.4e+08,8.6e+07,2e+08,2.2e+08
"TG(48:5)",4.3e+08,5.2e+08,4e+08,4.6e+08,4.8e+08,3.3e+08,4.9e+08,4.2e+08,2.9e+08,3.1e+08,3e+08,3.2e+08,3.1e+08,3.2e+08,3.9e+08,3e+08,4.3e+08,3.7e+08,3.7e+08,4e+08,3.6e+08
"TG(18:1/12:2/18:2)",7.3e+07,1.1e+08,1.3e+08,8.8e+07,1.1e+08,2.3e+08,9.2e+07,2.7e+08,2.2e+08,1.5e+08,1e+08,1.4e+08,1.4e+08,1.2e+08,1e+08,1.7e+08,5.7e+07,1.4e+08,1.2e+08,1.8e+08,1.1e+08
"TG(18:2/12:2/18:2)",9e+07,3.5e+07,3.9e+07,3e+07,3.2e+07,8.5e+07,4.3e+07,1e+08,6.3e+07,1e+08,3.9e+07,7.2e+07,3e+07,3.6e+07,6.6e+07,5.4e+07,3.6e+07,4.8e+07,5.4e+07,3.4e+07,4.3e+07
"TG(18:2/10:1/20:4)",1.7e+07,1.6e+07,2.7e+07,1.9e+07,3.3e+07,5.3e+07,1.8e+07,4.8e+07,3.9e+07,4e+07,1.9e+07,4.6e+07,1.8e+07,2.2e+07,1.8e+07,2.8e+07,2.1e+07,2e+07,2.1e+07,3.3e+07,3.2e+07
"TG(16:0/16:0/17:0)",8.7e+08,1.6e+09,1.1e+09,1e+09,6.5e+08,1.3e+09,1e+09,1e+09,8e+08,9.5e+08,8.4e+08,8.3e+08,1.1e+09,7.2e+08,8e+08,6.3e+08,1.3e+09,1.1e+09,8.9e+08,6.4e+08,1.2e+09
"TG(15:0/13:0/21:1)",1.3e+08,1.2e+08,2.1e+08,1.9e+08,1.8e+08,2.1e+08,1.5e+08,1.3e+08,1.9e+08,2e+08,1.2e+08,2e+08,1e+08,8.9e+07,1.2e+08,1.3e+08,1.8e+08,1.7e+08,1.7e+08,1.8e+08,1.9e+08
"TG(15:0/16:0/18:1)",3.5e+09,4e+09,4.1e+09,3.5e+09,4e+09,3.9e+09,3.1e+09,3.7e+09,4.8e+09,4.4e+09,4.3e+09,5.2e+09,4e+09,4.1e+09,4.3e+09,4.4e+09,4.3e+09,4.1e+09,4.1e+09,4e+09,4.1e+09
"TG(20:0/10:2/19:0)",5.6e+07,4e+07,5.6e+07,5.8e+07,5.3e+07,4.7e+07,6.1e+07,4.5e+07,6.9e+07,4.6e+07,4.2e+07,4.4e+07,4.5e+07,4.4e+07,4.6e+07,4.8e+07,5.8e+07,6.5e+07,5.4e+07,4.7e+07,4.8e+07
"TG(15:0/16:0/18:2)",6.4e+09,6.5e+09,7.2e+09,6.3e+09,8.2e+09,6.6e+09,6e+09,6.7e+09,8.4e+09,8.5e+09,8.1e+09,9.4e+09,6.2e+09,7.8e+09,7.7e+09,8.4e+09,7.2e+09,7.4e+09,7.2e+09,7.1e+09,7.6e+09
"TG(16:0/10:2/23:1)",5e+07,5e+07,6.2e+07,6.3e+07,6e+07,6.4e+07,6.5e+07,2.7e+07,5.5e+07,5.4e+07,4.7e+07,5e+07,3.8e+07,3.9e+07,4.6e+07,5.1e+07,6.3e+07,6.2e+07,6e+07,5.8e+07,5.6e+07
"TG(15:0/16:1/18:2)",2.9e+09,2.7e+09,3.3e+09,2.9e+09,3e+09,3.5e+09,2.9e+09,2.9e+09,3.7e+09,3.9e+09,2.9e+09,4e+09,3.1e+09,3e+09,3.2e+09,3.8e+09,3.2e+09,3e+09,3.2e+09,3.2e+09,3.5e+09
"TG(16:0/14:4/19:0)",2.7e+07,2.4e+07,4e+07,4.9e+07,4.1e+07,6.9e+07,6.6e+07,6.3e+07,6.4e+07,5.9e+07,3.1e+07,4.5e+07,3.2e+07,3.7e+07,2.4e+07,4.4e+07,4.3e+07,4.6e+07,4.3e+07,6e+07,4.6e+07
"TG(15:0/16:1/18:3)",1.4e+07,2.7e+07,3.5e+07,2.5e+07,4e+07,5.8e+07,3.8e+07,3.3e+07,3.9e+07,5.4e+07,3e+07,4.2e+07,2.6e+07,2.1e+07,2e+07,7.1e+07,4.4e+07,4e+07,3.4e+07,5.6e+07,4.4e+07
"TG(18:2/13:0/18:2)",1.7e+09,1.5e+09,1.7e+09,1.5e+09,2.3e+09,2.2e+09,1.8e+09,1.2e+09,2.1e+09,2.7e+09,2.3e+09,2.2e+09,1.7e+09,2.5e+09,2.5e+09,3e+09,2.1e+09,2.1e+09,2.2e+09,2.3e+09,2e+09
"TG(18:0e/16:0/16:0)",4.3e+07,7.3e+07,5.2e+07,5.9e+07,5.7e+07,4.9e+07,6.4e+07,6.3e+07,3.7e+07,6.7e+07,5.6e+07,6.2e+07,5.4e+07,5.4e+07,6e+07,5.2e+07,6.6e+07,6.4e+07,4.9e+07,5.2e+07,6.4e+07
"TG(16:0e/16:0/18:1)",2.5e+08,3e+08,3.1e+08,3.6e+08,2.8e+08,3.1e+08,2.5e+08,3.4e+08,2.5e+08,2.7e+08,2.9e+08,3.2e+08,2.7e+08,3.1e+08,2.9e+08,2.8e+08,3.1e+08,2.5e+08,2.9e+08,2.9e+08,3e+08
"TG(16:0e/16:0/18:2)",2.4e+08,2.7e+08,2.2e+08,3.1e+08,3.1e+08,3.2e+08,2.9e+08,3.5e+08,1.8e+08,3.1e+08,2.6e+08,2e+08,1.7e+08,2.7e+08,2.6e+08,2.5e+08,3e+08,2.6e+08,2.4e+08,2.6e+08,2.3e+08
"TG(16:0/16:1/18:3)",1.3e+07,2.9e+07,1.4e+07,1.7e+07,1.9e+07,1.9e+07,9738702,3.1e+07,4.5e+07,3.9e+07,6.5e+07,5.2e+07,3e+07,4e+07,3.3e+07,5.2e+07,2.7e+07,2.5e+07,2.6e+07,2.7e+07,4.7e+07
"TG(18:4/16:0/16:0)",7237523,9743608,8683213,6056572,1.3e+07,1.4e+07,6476715,1.1e+07,3.3e+07,3.1e+07,2e+07,3.9e+07,3.8e+07,2.5e+07,2.1e+07,3.1e+07,1.8e+07,1.7e+07,1.6e+07,1.9e+07,1.7e+07
"TG(14:0/18:2/18:2)",8.6e+08,6.4e+08,1.1e+09,1.1e+09,1e+09,1.3e+09,8.4e+08,1.2e+09,1.2e+09,1.3e+09,8.5e+08,4.5e+08,7.9e+08,7.2e+08,7.9e+08,9.2e+08,1.2e+09,1.1e+09,6.8e+08,1e+09,9.3e+08
"TG(16:0/14:0/20:4)",1.5e+09,1.4e+09,2.3e+09,2.1e+09,2.3e+09,2.5e+09,1.6e+09,2.6e+09,7.6e+09,2.4e+09,1.8e+09,2.6e+09,2.6e+09,1.8e+09,1.8e+09,2e+09,2.6e+09,2e+09,1.8e+09,2e+09,5.4e+09
"TG(18:4/16:0/16:1)",9839259,1.1e+07,1.3e+07,9915248,1.8e+07,2.2e+07,9930330,1.8e+07,4.3e+07,3.9e+07,3.2e+07,6.2e+07,2.8e+07,4e+07,2.7e+07,3.6e+07,2.3e+07,4.4e+07,2.4e+07,2.4e+07,2.6e+07
"TG(18:1/14:2/18:2)",8.1e+07,1.4e+08,1.8e+08,2e+08,4.4e+08,3e+08,1.3e+08,4.1e+08,2.2e+08,4.4e+08,2.9e+08,2.5e+08,2.4e+08,9.1e+07,2.9e+08,3.4e+08,1.6e+08,2.7e+08,1.4e+08,1.6e+08,1.9e+08
"TG(16:0/12:0/22:6)",2.4e+08,2.8e+08,4.8e+08,3.7e+08,5e+08,8.6e+08,3.3e+08,1.1e+09,7.3e+08,7.6e+08,3e+08,7.1e+08,3e+08,2.9e+08,3.2e+08,4.1e+08,4.8e+08,4.6e+08,4.1e+08,4.7e+08,4.7e+08
"TG(16:0e/12:0/22:6)",3.1e+07,4e+07,5.8e+07,7.2e+07,6.2e+07,1.3e+08,4.4e+07,1.2e+08,7.9e+07,1.2e+08,2e+07,8.7e+07,1.5e+07,1.7e+07,2.5e+07,2.6e+07,6.4e+07,6.4e+07,4.8e+07,5.7e+07,4.7e+07
"TG(18:3/14:2/18:2)",1.7e+07,1.2e+07,2.3e+07,1.3e+07,2.4e+07,2.6e+07,1.9e+07,3.7e+07,2.9e+07,3.3e+07,3e+07,6.4e+07,2e+07,3.4e+07,4.6e+07,3.2e+07,2.6e+07,2.3e+07,4e+07,2.6e+07,2.5e+07
"TG(10:0/18:2/22:6)",1.3e+07,1.2e+07,3e+07,2.6e+07,3e+07,5.7e+07,2.4e+07,6.5e+07,4.1e+07,4.3e+07,5.8e+07,4.5e+07,2.1e+07,6.3e+07,1.4e+07,3.4e+07,2.9e+07,3e+07,3e+07,3.2e+07,3e+07
"TG(16:0/16:0/19:0)",6.4e+08,1.3e+09,8.2e+08,8.4e+08,5.2e+08,9.2e+08,9.1e+08,8.6e+08,6e+08,6.9e+08,5.9e+08,6.7e+08,8.7e+08,4.2e+08,5.5e+08,5e+08,9.4e+08,8.6e+08,5.9e+08,4.7e+08,1.1e+09
"TG(16:0/17:0/18:1)",5.9e+09,6.3e+09,6.9e+09,6e+09,6.3e+09,6.3e+09,6.6e+09,6e+09,6.7e+09,7.3e+09,8e+09,7.4e+09,6.5e+09,6.5e+09,6.1e+09,6.7e+09,6.6e+09,6.1e+09,7e+09,6.5e+09,6.5e+09
"TG(15:0/18:1/18:1)",2e+08,1.8e+08,2.4e+08,3e+08,2e+08,2.2e+08,2.2e+08,2.1e+08,2.2e+08,2.4e+08,2.2e+08,2e+08,1.7e+08,1.7e+08,1.8e+08,2.1e+08,2.7e+08,2e+08,2.3e+08,2.4e+08,2.3e+08
"TG(16:0/17:0/18:2)",1.6e+10,1.2e+10,1.8e+10,1.2e+10,1.2e+10,1.7e+10,1.6e+10,1.6e+10,1.3e+10,1.4e+10,1.9e+10,1.4e+10,1.8e+10,1.8e+10,1.8e+10,1.3e+10,1.9e+10,1.3e+10,1.2e+10,1.7e+10,1.2e+10
"TG(16:0/17:1/18:2)",5.9e+07,5.6e+07,4.4e+07,4.9e+07,4.6e+07,3.2e+07,6.3e+07,4.2e+07,4e+07,3.3e+07,2.9e+07,3.3e+07,4e+07,4.8e+07,4.1e+07,2.5e+07,2.7e+07,1.8e+07,3.1e+07,2.3e+07,4.8e+07
"TG(16:0/17:1/18:3)",1e+08,7.6e+07,6.2e+07,6.8e+07,1.2e+08,1.6e+08,1.4e+08,8e+07,1.3e+08,7.8e+07,1.2e+08,1.5e+08,9.1e+07,9.3e+07,1.1e+08,9.9e+07,5.8e+07,1.1e+08,1.1e+08,1.2e+08,1.4e+08
"TG(15:0/18:3/18:3)",4.8e+08,3.3e+08,4.4e+08,3e+08,5.1e+08,5.6e+08,5.7e+08,2.7e+08,4e+08,6.4e+08,5e+08,5.4e+08,3e+08,5.9e+08,6.1e+08,7.7e+08,4.9e+08,5e+08,4.5e+08,5.5e+08,5.7e+08
"TG(18:4/15:0/18:2)",9.9e+07,9.9e+07,2.9e+08,1.4e+08,1.9e+08,1.7e+08,1.4e+08,1.6e+08,2.5e+08,2e+08,1.3e+08,3e+08,2e+08,4.3e+08,3.8e+08,2.4e+08,2.2e+08,1.8e+08,1.2e+08,3.5e+08,3.4e+08
"TG(16:0/13:0/22:6)",1.5e+08,1.1e+08,1e+08,7.7e+07,1.8e+08,1.5e+08,1e+08,9.8e+07,6e+07,1.4e+08,9.3e+07,1.2e+08,7.7e+07,1.5e+08,1.2e+08,2.3e+08,1.6e+08,1.1e+08,1.1e+08,1.3e+08,1.4e+08
"TG(15:0/14:0/22:6)",3.6e+07,3.5e+07,3.3e+07,3.2e+07,3.3e+07,4.3e+07,3.2e+07,3.5e+07,4.4e+07,4.6e+07,3.9e+07,4.2e+07,4e+07,3.7e+07,5.5e+07,4.6e+07,3.7e+07,4.5e+07,3.5e+07,3.4e+07,3.6e+07
"TG(22:3/11:2/18:2)",3.9e+07,2.3e+07,4.5e+07,2.6e+07,3.6e+07,3.8e+07,2.9e+07,1.8e+07,3.1e+07,5.3e+07,4.2e+07,5e+07,2.8e+07,6.4e+07,5.1e+07,6.9e+07,5.5e+07,4e+07,3.7e+07,5.4e+07,4.7e+07
"TG(20:5/13:0/18:2)",1.2e+07,9733418,2.8e+07,1.6e+07,3.4e+07,4.6e+07,1.6e+07,4.2e+07,5.8e+07,4.7e+07,1.9e+07,4.2e+07,1.7e+07,2.1e+07,2.2e+07,3.9e+07,2.6e+07,2.5e+07,1.9e+07,4.7e+07,4.2e+07
"TG(11:0/18:2/22:5)",4.8e+07,5.2e+07,5.5e+07,5.2e+07,6.3e+07,5.6e+07,5.9e+07,4.1e+07,7.5e+07,6.2e+07,6.2e+07,5e+07,3.7e+07,7.6e+07,8.4e+07,7.9e+07,6.1e+07,6.1e+07,6.1e+07,7.3e+07,5.7e+07
"TG(20:0e/16:0/16:0)",2.4e+07,4e+07,2.9e+07,3.2e+07,2.6e+07,2.6e+07,2.9e+07,2.8e+07,1.8e+07,3.5e+07,2.9e+07,2.9e+07,3.2e+07,2.3e+07,2.5e+07,2.3e+07,3.2e+07,3.2e+07,2.7e+07,2.6e+07,2.7e+07
"TG(18:0e/16:0/18:1)",1.4e+08,1.9e+08,1.7e+08,1.7e+08,1.7e+08,1.5e+08,1.9e+08,1.6e+08,1.2e+08,1.7e+08,1.8e+08,1.8e+08,1.7e+08,1.6e+08,1.9e+08,1.7e+08,1.8e+08,1.7e+08,1.6e+08,1.7e+08,1.7e+08
"TG(18:0/16:0/18:2)",3.3e+08,3.2e+08,5e+08,2.7e+08,3.4e+08,3.1e+08,2.7e+08,3.7e+08,3.4e+08,4.5e+08,3.1e+08,8.4e+08,2.6e+08,6.5e+08,3.9e+08,1.3e+09,2.4e+08,4.1e+08,3.8e+08,2.9e+08,1.9e+08
"TG(16:0e/18:1/18:1)",4.5e+08,5.5e+08,3e+08,5.7e+08,5.6e+08,4.9e+08,4e+08,3.5e+08,2.4e+08,3.3e+08,3.2e+08,2.9e+08,4.8e+08,3.2e+08,3e+08,4.4e+08,5.2e+08,3.2e+08,4.7e+08,5.1e+08,3.3e+08
"TG(18:0p/16:0/18:2)",3.5e+08,5e+08,4.4e+08,5.3e+08,4.9e+08,4.8e+08,4.8e+08,5.1e+08,3.2e+08,3.8e+08,4e+08,2.7e+08,3.9e+08,4.4e+08,3.1e+08,3.4e+08,3.7e+08,4.4e+08,4.4e+08,4.3e+08,4e+08
"TG(16:0e/18:2/18:2)",1.6e+08,1.3e+08,1.3e+08,2.1e+08,1.8e+08,1.8e+08,1.8e+08,1.5e+08,1.1e+08,1.5e+08,1.2e+08,1.1e+08,1.1e+08,1.7e+08,1.4e+08,6.5e+07,1.8e+08,1.6e+08,1.5e+08,1.6e+08,1.3e+08
"TG(18:4/16:0/18:1)",4.8e+07,5.7e+07,4.2e+07,3.4e+07,6.6e+07,7.4e+07,4.1e+07,5.9e+07,2.2e+08,2e+08,1.7e+08,2.2e+08,1.4e+08,2.4e+08,1.6e+08,2.2e+08,1.2e+08,1.1e+08,1.1e+08,1.2e+08,1.2e+08
"TG(52:5)",5e+08,9.1e+08,8.5e+08,8.8e+08,8.4e+08,7.1e+08,8.6e+08,6.6e+08,6.9e+08,6.6e+08,7.9e+08,6.8e+08,9.1e+08,8.4e+08,8.7e+08,7.8e+08,8.2e+08,9.9e+08,8.4e+08,8.4e+08,8.3e+08
"TG(52:6)",9.3e+07,3.2e+08,1.5e+08,3.3e+08,1.3e+08,1.5e+08,2.1e+08,2.4e+08,4.7e+08,1.7e+08,2.2e+08,2.6e+08,2e+08,2.6e+08,2.2e+08,1.6e+08,2.2e+08,3.9e+08,1.4e+08,2.3e+08,1.4e+08
"TG(16:0/14:0/22:6)",4.3e+08,5e+08,5.3e+08,3.8e+08,5.9e+08,5.5e+08,3.9e+08,6.8e+08,6.3e+08,5.9e+08,3.7e+08,6.2e+08,3.8e+08,4.1e+08,4.1e+08,5.7e+08,5e+08,4.9e+08,5.9e+08,5e+08,5.2e+08
"TG(16:0e/14:0/22:6)",3.6e+07,4.8e+07,6.1e+07,7.3e+07,6.4e+07,1.1e+08,5.2e+07,1.1e+08,9.6e+07,1.3e+08,4.1e+07,8e+07,2.5e+07,4.2e+07,5.5e+07,5.3e+07,6.2e+07,6e+07,5.1e+07,6.3e+07,5.9e+07
"TG(18:4/16:1/18:3)",8.6e+07,9.6e+07,1.6e+08,1.4e+08,1.7e+08,2.1e+08,1.4e+08,2.2e+08,2.1e+08,2.9e+08,2.7e+08,3.3e+08,2.5e+08,2.5e+08,2.4e+08,2.8e+08,2.1e+08,2e+08,2.1e+08,2.2e+08,2.2e+08
"TG(12:0/18:2/22:6)",7.8e+07,8.7e+07,2e+08,1.3e+08,2.1e+08,5.5e+08,1.3e+08,5.1e+08,2.9e+08,3.3e+08,9.3e+07,6.1e+08,9.6e+07,9.6e+07,1.9e+08,1.4e+08,1.8e+08,1.7e+08,1.8e+08,1.8e+08,3.9e+08
"TG(16:1p/18:3/18:4)",5.5e+07,1.8e+08,1.3e+08,1.1e+08,8.3e+07,9.1e+07,1.2e+08,6.1e+07,1.3e+08,8.8e+07,1.2e+08,1.9e+08,1.1e+08,1.1e+08,1.2e+08,1.3e+08,2e+08,1.3e+08,2.1e+08,1.2e+08,1.9e+08
"TG(16:1p/18:4/18:4)",2.1e+08,1.6e+08,1.1e+08,1.6e+08,1.7e+08,1.5e+08,1.8e+08,8.8e+07,1.6e+08,1.2e+08,1.7e+08,1.9e+08,1.4e+08,2.5e+08,1.6e+08,2.3e+08,1.7e+08,1.8e+08,1.5e+08,1.9e+08,1.1e+08
"TG(16:0/16:0/21:0)",2.9e+08,6.1e+08,3.6e+08,3.7e+08,1.9e+08,3.2e+08,3.5e+08,3.2e+08,2.1e+08,2.3e+08,2.5e+08,2.4e+08,3.2e+08,1.6e+08,2e+08,1.7e+08,3.9e+08,3.4e+08,2.4e+08,1.9e+08,4.2e+08
"TG(16:0/18:1/19:0)",4.2e+09,5.2e+09,4.1e+09,4.7e+09,4.2e+09,4.2e+09,4.8e+09,5.2e+09,4.6e+09,5.1e+09,4.1e+09,4.6e+09,4.9e+09,4e+09,4.4e+09,5.3e+09,4.4e+09,4.1e+09,4.1e+09,4.6e+09,5.1e+09
"TG(17:0/18:1/18:1)",1.6e+10,1.7e+10,1.1e+10,1.7e+10,1.2e+10,1.7e+10,1.2e+10,1.6e+10,1.7e+10,1.9e+10,1e+10,1.7e+10,1.8e+10,1.1e+10,1.7e+10,1.9e+10,1.9e+10,1.1e+10,1.7e+10,1.2e+10,1.2e+10
"TG(19:1/17:1/17:1)",1.6e+08,1.6e+08,2.7e+08,2.9e+08,2.5e+08,2.6e+08,1.7e+08,2.2e+08,2.3e+08,2.4e+08,2.6e+08,2.2e+08,2.5e+08,1.2e+08,1.4e+08,1.2e+08,1.6e+08,1.5e+08,2.7e+08,1.2e+08,2.7e+08
"TG(17:0/18:2/18:2)",9.7e+07,1.2e+08,9.4e+07,8.8e+07,9.8e+07,9.8e+07,8e+07,9.5e+07,1e+08,1.3e+08,1e+08,8.9e+07,8e+07,9.7e+07,9.3e+07,1.2e+08,1.3e+08,1e+08,8.7e+07,1.1e+08,7e+07
"TG(18:1/17:1/18:3)",3.8e+07,3.7e+07,4.6e+07,4.1e+07,4.7e+07,5.6e+07,4.3e+07,4.1e+07,4.8e+07,4.4e+07,4.3e+07,4.8e+07,4.6e+07,4.2e+07,4.5e+07,4.1e+07,9.1e+07,4.4e+07,4.1e+07,4.1e+07,4.8e+07
"TG(53:6)",3.3e+07,2.3e+07,2.4e+07,1.9e+07,3.3e+07,1.9e+07,4.1e+07,7814798,1.4e+07,2.7e+07,2.2e+07,1.8e+07,2.5e+07,4.7e+07,3.9e+07,4e+07,3.8e+07,4.5e+07,2.6e+07,2.9e+07,2.4e+07
"TG(15:0/16:0/22:6)",1.1e+08,1.5e+08,1.3e+08,1.3e+08,1.5e+08,1.4e+08,1.4e+08,1.4e+08,1.8e+08,2e+08,1.8e+08,1.8e+08,2e+08,2.1e+08,2.2e+08,2.1e+08,1.8e+08,1.7e+08,5.3e+08,1.6e+08,1.8e+08
"TG(18:4/17:1/18:2)",7.7e+07,9.8e+07,1.7e+08,1.5e+08,1.1e+08,1.5e+08,1.5e+08,1.8e+08,2.7e+08,3.2e+08,2.4e+08,2.9e+08,1.4e+08,2.2e+08,2.3e+08,2.8e+08,2.3e+08,2.3e+08,1.4e+08,2.1e+08,1.4e+08
"TG(18:2/13:0/22:6)",2.9e+07,2.7e+07,3e+07,1.8e+07,3.5e+07,3e+07,3.3e+07,1.1e+07,3.2e+07,5.4e+07,4.1e+07,4.2e+07,3e+07,6.3e+07,6.7e+07,7.3e+07,3.2e+07,5.4e+07,3.3e+07,4.1e+07,3.9e+07
"TG(18:0/16:0/20:0)",6.7e+08,1.3e+09,7.9e+08,7.8e+08,4.3e+08,7.7e+08,9.3e+08,7.1e+08,4.6e+08,4.8e+08,5.1e+08,4.4e+08,8.1e+08,2.9e+08,5.1e+08,3.3e+08,7.4e+08,7.6e+08,5.2e+08,3.9e+08,8e+08
"TG(18:0/18:0/18:1)",1.3e+10,1.6e+10,1.3e+10,1.4e+10,1.4e+10,1e+10,1.4e+10,1.4e+10,1.1e+10,1.2e+10,1.2e+10,1.1e+10,1.3e+10,1.2e+10,1.3e+10,1.4e+10,1.2e+10,1.1e+10,1.1e+10,1.3e+10,1.1e+10
