"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"S1pr3 ",1.921947375,4.92896855859375,4.52291715644889,0.000289896986713626,0.0219106012861299,0.494600965412818
"Ect2 ",-1.663184140625,5.97631724609375,-4.46513129894202,0.000328384734439144,0.0236401858814869,0.377155578285445
"Jchain ",2.800155015625,6.85689942578125,4.45872385786465,0.000332960364527985,0.0236401858814869,0.364118634795949
"Cdca3 ",-1.755108578125,6.049880109375,-4.42883638004067,0.000355173638846081,0.0240626291130687,0.303271833823755
"Akr1b7 ",2.941141859375,5.25921095703125,4.4202816801366,0.000361804442582722,0.0240626291130687,0.285844961164932
"Isg15 ",-1.24882909375,4.7598700390625,-4.41027497076685,0.00036972029367071,0.0240626291130687,0.26545430614559
"Eif2s3y ",-6.760981203125,10.4986649726563,-4.35906454556163,0.000413067104885509,0.0261571953174797,0.161007489968208
"Psat1 ",2.94818165625,6.58634354296875,4.3148089265524,0.00045466027473446,0.0279689047516363,0.0706247374941356
"Ccnb2 ",-1.380036234375,7.29594987890625,-4.30389764495581,0.000465551551563728,0.0279689047516363,0.0483247155534245
"Lepr ",2.645771234375,8.77940571875,4.26500848921933,0.000506563478008684,0.0296719557243587,-0.0312035108682789
"Acaa1b ",-1.42798559375,10.057784296875,-4.2187932750425,0.000560084971859069,0.0319468394621886,-0.12580414945049
"Kynu ",-1.40636890625,12.8680084765625,-4.20857498178952,0.000572670617760102,0.0319468394621886,-0.146732790067738
"Slc22a26 ",3.24820121875,7.8695712578125,4.1754201510907,0.000615508871053985,0.0321864174198948,-0.214666881399523
"Elovl6 ",3.1389721875,12.1120886054688,4.17343082682019,0.000618179839109162,0.0321864174198948,-0.218744288538072
"Fam110c ",1.53947403125,5.70496074609375,4.16894611036097,0.000624244263214715,0.0321864174198948,-0.22793687458774
"Hapln1 ",-1.9814931875,4.60665701171875,-4.16333661460212,0.000631914298469978,0.0321864174198948,-0.239435972081478
"Cd63 ",1.899120890625,9.8551166171875,4.10022667218773,0.000725050027954759,0.0361445152233617,-0.36887601191572
"Atp6v0d2 ",1.595625109375,6.1722919765625,4.08763953326812,0.000745221603662972,0.0363761295287988,-0.394706006682203
"Prim1 ",-1.498335625,7.68785930859375,-4.06938755361773,0.000775480668788866,0.0364522514646894,-0.432167593408928
"Kdm5d ",-1.825514984375,5.511563515625,-4.06641962579229,0.00078051679804432,0.0364522514646894,-0.438259881809783
"Anp32a ",-1.1232753125,13.5880695703125,-4.05546102253152,0.000799399058002127,0.0364522514646894,-0.460756313092453
"Rnf145 ",1.380836765625,8.40568978515625,4.04998128945476,0.000809012836604288,0.0364522514646894,-0.472006332332853
"Agxt2 ",-1.284876765625,10.6682335273437,-4.0341499338922,0.000837446991760646,0.0370214773904754,-0.504511665051685
"Tmem54 ",1.43411746875,6.80352353125,4.01019520672167,0.000882396290117854,0.037664810677421,-0.553704139830172
