,,,,,OA,OA,OA,DGAT1i,DGAT1i,DGAT1i,DGAT1+2i,DGAT1+2i,DGAT1+2i,DGAT2i,DGAT2i,DGAT2i
ID,RT,m/z,Type,Metabolite name,Aml 12_1,Aml 12_2,Aml 12_3,Aml 12_1i-1,Aml 12_1i-2,Aml 12_1i-3,Aml 12_1-2i-1,Aml 12_1-2i-2,Aml 12_1-2i-3,Aml 12_2i-1,Aml 12_2i-2,Aml 12_2i-3
361,27.4356,862.8162,[M+NH4]+,TG O-52:2|TG O-18:1_16:0_18:1,3554000,4485000,4276000,1314000,1178000,1307000,329200,417400,401600,2309000,4437000,4335000
362,26.7763,860.803,[M+NH4]+,TG O-52:3|TG O-18:1_16:1_18:1,1386000,1839000,1598000,736400,709300,724500,226700,202700,179300,1043000,1778000,1546000
363,27.36395,888.8309,[M+NH4]+,TG O-54:3|TG O-18:1_18:1_18:1,4967000,6873000,6192000,1621000,1531000,1727000,321600,385800,18530,3759000,6972000,6539000
364,27.42127,912.8323,[M+NH4]+,TG O-56:5|TG O-18:0_16:0_22:5,397300,457100,447000,181600,192200,200600,82330,161800,101000,236300,433600,362000
365,27.12028,912.8364,[M+NH4]+,TG O-56:5|TG O-18:1_18:1_20:3,276300,312800,545100,301500,130300,147300,204200,73350,149000,203100,604500,328700
366,26.7043,910.8207,[M+NH4]+,TG O-56:6|TG O-16:0_18:1_22:5,1501000,1823000,1923000,716900,845200,837300,414900,405600,332500,1087000,1913000,1588000
367,27.3926,938.8425,[M+NH4]+,TG O-58:6|TG O-18:0_18:1_22:5,354400,444200,460100,123400,126200,131900,2377,95280,50550,337500,426500,389400
368,27.12028,936.8287,[M+NH4]+,TG O-58:7|TG O-18:0_18:1_22:6,1269000,1169000,1294000,297200,253600,315800,94960,149900,124600,801400,1311000,1214000
1,10.0274,255.2339,[M-H]-,FA 16:0,199500,129700,131600,155900,162300,160400,199000,220500,167400,177800,193400,176600
2,12.3548,283.2634,[M-H]-,FA 18:0,217600,148800,183000,166000,193400,190300,249600,315100,166000,207000,241100,198100
3,10.17307,281.2482,[M-H]-,FA 18:1,166600,92460,87810,51840,54150,55700,62420,62830,50870,47890,47580,48700
4,8.642966,279.2332,[M-H]-,FA 18:2,330900,88360,78410,27640,35330,35770,87450,85170,36760,34160,40010,33210
5,18.6257,581.5244,[M-H]-,FA 40:5,584300,680100,625400,714200,557200,584400,788100,558500,529300,524500,655300,624200
6,20.8391,609.5546,[M-H]-,FA 42:5,339000,459300,409200,506200,355500,396200,527800,401900,331500,320700,460800,427800
7,22.60053,637.5912,[M-H]-,FA 44:5,148500,169300,128600,164900,119200,136900,190200,132700,119600,97970,171100,158900
8,6.3544,540.3293,[M+HCOO]-,LPC 16:0,338700,579700,516600,419800,470100,528400,677800,736900,699900,330200,494700,619700
9,5.859633,540.3262,[M+HCOO]-,LPC 16:0,46470,65620,59760,41190,52300,56170,65160,68700,67590,38240,58280,63870
10,7.501184,554.3436,[M+HCOO]-,LPC 17:0,22190,39610,36440,33820,34930,39730,45390,48780,50260,23890,35620,43750
11,8.531134,568.3624,[M+HCOO]-,LPC 18:0,465500,879900,757400,728300,810800,902400,1069000,1181000,1194000,556500,815300,982400
12,8.108983,568.3622,[M+HCOO]-,LPC 18:0,44520,82700,69820,71340,78510,92320,98010,107400,112300,52480,78350,91440
13,6.277733,566.3458,[M+HCOO]-,LPC 18:1,92680,117900,127500,94240,86410,99470,132900,144300,147000,141500,147600,157800
14,6.70855,566.3454,[M+HCOO]-,LPC 18:1,233600,334400,305800,252700,270700,310600,409900,416300,428300,310200,341200,391300
15,7.38355,526.349,[M+HCOO]-,LPC O-16:0,12620,18140,16280,17770,17310,20200,22650,22630,25890,16550,19170,22660
16,8.7683,480.3067,[M-H]-,LPE 18:0,56470,44450,42760,35940,32110,36280,54820,58890,64380,40480,39660,44150
17,6.57005,478.2925,[M-H]-,LPE 18:1,79100,113400,113700,119000,108100,172600,72050,66620,70570,72950,84190,80850
18,6.9677,478.2928,[M-H]-,LPE 18:1,48860,49370,48100,44820,40460,53660,41860,38390,42000,62740,46150,51540
19,4.815967,500.2758,[M-H]-,LPE 20:4,115000,165900,172500,125100,126300,185100,82700,83520,86240,81140,100800,93500
20,5.110283,526.294,[M-H]-,LPE 22:5,60840,94520,96790,79690,83520,130000,64020,56600,59070,45950,55280,51230
21,4.551633,524.2822,[M-H]-,LPE 22:6,99860,142600,144800,142300,128700,216100,89730,84910,83560,77330,91130,84690
22,7.501184,436.2802,[M-H]-,LPE O-16:1,15600,14360,14050,17800,13910,14870,18150,18440,21180,20230,16800,18750
23,9.565683,464.3139,[M-H]-,LPE O-18:1,10970,12630,11090,13320,10720,12240,15340,15480,16740,13920,13340,14950
24,16.02015,750.5302,[M+HCOO]-,PC 30:0|PC 14:0_16:0,192800,189800,187400,174700,155400,167600,174400,147900,160300,169700,188800,193700
25,14.51372,748.5129,[M+HCOO]-,PC 30:1|PC 14:0_16:1,45580,63380,48790,61790,54900,75110,35340,51980,53930,51760,42990,66600
26,17.94607,778.5582,[M+HCOO]-,PC 32:0|PC 16:0_16:0,627800,670800,655800,600700,513700,535000,668500,606300,662300,593500,605700,644200
27,16.16165,776.5459,[M+HCOO]-,PC 32:1|PC 14:0_18:1,1093000,1097000,1077000,1122000,879300,1006000,965800,1034000,1059000,921100,1124000,1046000
28,16.85745,776.5447,[M+HCOO]-,PC 32:1|PC 16:0_16:1,626300,81140,47400,70600,46490,58030,180100,170600,107700,41850,59750,55630
29,14.95898,774.5284,[M+HCOO]-,PC 32:2|PC 16:1_16:1,90950,63890,89800,143800,92840,125700,128500,121800,139200,77310,88300,67570
30,17.0901,790.5595,[M+HCOO]-,PC 33:1|PC 15:0_18:1,208200,265400,248600,294900,227600,274800,315700,331300,478600,209900,385900,263900
31,18.04073,806.5815,[M+HCOO]-,PC 34:0|PC 16:0_18:0,645800,663500,641100,607900,547300,518600,638700,645900,702400,601400,623300,638100
32,20.1073,806.5895,[M+HCOO]-,PC 34:0|PC 16:0_18:0,136700,166800,155600,169100,123400,146600,157200,186400,190200,135800,156400,160500
33,18.04073,804.5753,[M+HCOO]-,PC 34:1|PC 16:0_18:1,4958000,5224000,5215000,4720000,4150000,4262000,4836000,4989000,5267000,4719000,4777000,5009000
34,16.48763,802.5632,[M+HCOO]-,PC 34:2|PC 16:1_18:1,1815000,2134000,1837000,2437000,2215000,2511000,2597000,2975000,3006000,1646000,2005000,1925000
35,15.80348,800.5418,[M+HCOO]-,PC 34:3|PC 18:1_16:2,122600,136500,128700,217000,133300,154700,138500,139800,145900,112800,178400,124800
36,14.49855,798.5311,[M+HCOO]-,PC 34:4|PC 18:1_16:3,44490,42720,44920,47400,40180,46720,41070,49100,50440,31760,39330,46620
37,18.69837,818.5941,[M+HCOO]-,PC 35:1|PC 17:0_18:1,73670,87670,76380,88600,81210,73150,123400,124000,129200,70290,75460,82430
38,19.15868,818.59,[M+HCOO]-,PC 35:1|PC 17:0_18:1,151200,181300,145500,187300,153200,177600,222700,226400,249000,138300,160400,174200
39,17.24593,816.5724,[M+HCOO]-,PC 35:2|PC 17:1_18:1,172900,198600,183300,193100,139400,166300,135000,173200,191000,168900,183600,187200
40,20.21987,832.6104,[M+HCOO]-,PC 36:1|PC 18:0_18:1,1523000,1690000,1621000,1530000,1420000,1580000,2147000,2245000,2393000,1451000,1715000,1751000
41,18.15622,830.5969,[M+HCOO]-,PC 36:2|PC 18:1_18:1,13560000,15200000,14540000,13990000,14010000,14670000,16710000,17310000,17700000,15140000,15680000,16480000
42,16.70178,828.5799,[M+HCOO]-,PC 36:3|PC 18:1_18:2,221000,254000,210700,219800,167500,185700,218300,267300,290600,196000,214300,234300
43,17.0586,828.5793,[M+HCOO]-,PC 36:3|PC 18:1_18:2,292900,314400,300000,406200,328500,443100,483300,452100,493200,381100,470300,387600
44,16.29963,826.5585,[M+HCOO]-,PC 36:4|PC 16:0_20:4,279200,321600,270000,233700,209600,189400,234700,246900,324200,227100,243800,239600
45,19.11152,844.6122,[M+HCOO]-,PC 37:2|PC 18:1_19:1,40120,45520,39900,34080,32240,38910,41320,36480,46550,34210,48420,48020
46,20.12297,858.6255,[M+HCOO]-,PC 38:2|PC 18:1_20:1,390700,453000,408300,304500,264200,279600,305800,333600,313100,357200,457000,452300
47,19.15868,856.6016,[M+HCOO]-,PC 38:3|PC 18:0_20:3,143500,157700,187700,130300,115500,127500,99910,78480,90270,164400,172200,184500
48,18.34155,854.596,[M+HCOO]-,PC 38:4|PC 18:0_20:4,138300,162000,149300,110900,107900,125200,128500,139000,149800,126200,139300,155100
49,17.15327,854.5917,[M+HCOO]-,PC 38:4|PC 18:1_20:3,62830,62620,57150,48840,38890,51150,49470,51470,70990,52130,61990,64950
50,16.4078,852.5784,[M+HCOO]-,PC 38:5|PC 18:1_20:4,1074000,1105000,1054000,787600,666700,763200,897100,976000,1017000,983300,1056000,1084000
51,15.85048,850.5607,[M+HCOO]-,PC 38:6|PC 16:0_22:6,83120,80010,76550,76640,61650,79780,76470,79440,86110,59970,72960,79970
52,15.27302,850.561,[M+HCOO]-,PC 38:6|PC 18:1_20:5,26250,20610,29160,19280,27470,18930,74670,58610,80990,20940,23600,34000
53,22.05172,886.6545,[M+HCOO]-,PC 40:2|PC 18:1_22:1,38010,43000,46120,27480,22530,23990,28700,30670,32850,33260,42870,40670
54,18.42922,880.6063,[M+HCOO]-,PC 40:5|PC 18:0_22:5,48790,53860,52710,49770,44670,52600,40910,33300,43660,44990,46870,46870
55,17.70307,880.6055,[M+HCOO]-,PC 40:5|PC 18:1_22:4,23690,26820,29700,25680,23610,28410,49750,56700,57590,17160,25910,29410
56,17.83973,878.5934,[M+HCOO]-,PC 40:6|PC 18:0_22:6,45260,53210,50990,50690,52290,63980,39510,42640,40060,42200,57460,52910
57,16.5028,878.5967,[M+HCOO]-,PC 40:6|PC 18:1_22:5,59380,64000,64860,60300,60030,61530,90990,114300,97230,60550,66200,79530
58,15.92798,876.5809,[M+HCOO]-,PC 40:7|PC 18:1_22:6,117900,114500,110400,102200,97580,119200,202400,201400,213100,122000,123400,122200
59,19.26902,908.6395,[M+HCOO]-,PC 42:5|PC 18:1_24:4,3927,4233,5081,1584,1446,1835,1385,170.9,1791,1863,3637,3841
60,17.9309,906.6139,[M+HCOO]-,PC 42:6|PC 18:1_24:5,241600,267400,256600,287300,226100,238900,228300,246900,252300,254300,289400,288100
61,19.395,764.5853,[M+HCOO]-,PC O-32:0|PC O-16:0_16:0,182300,202400,198200,224100,203100,214900,271200,284300,297400,188500,221900,240200
62,19.09568,762.57,[M+HCOO]-,PC O-32:1|PC O-16:1_16:0,48680,52770,46120,55810,67780,72250,54580,54210,65460,53520,52040,65540
63,17.39025,762.569,[M+HCOO]-,PC O-32:1|PC O-18:1_14:0,128600,137100,133400,166500,146500,91920,149900,170000,150700,110600,184300,131400
64,19.395,790.5988,[M+HCOO]-,PC O-34:1|PC O-18:1_16:0,1080000,1183000,1130000,1296000,1105000,1189000,1136000,1166000,1262000,939000,1100000,1114000
65,19.17435,788.5779,[M+HCOO]-,PC O-34:2|PC O-16:1_18:1,138300,152400,136200,177900,151200,157700,183400,185200,205900,135300,152100,151500
66,19.50883,816.6092,[M+HCOO]-,PC O-36:2|PC O-18:1_18:1,724300,806200,756400,1052000,782100,870000,661200,724300,744800,602900,656300,691300
67,19.22167,814.5974,[M+HCOO]-,PC O-36:3|PC O-18:2_18:1,74010,53100,48970,60330,49910,58560,62750,67910,60330,48570,57900,60670
68,17.57892,812.5806,[M+HCOO]-,PC O-36:4|PC O-16:0_20:4,230600,250400,238400,227300,215500,210500,248700,261400,276500,241600,235600,234100
69,17.23027,810.567,[M+HCOO]-,PC O-36:5|PC O-16:1_20:4,167100,178100,165200,166300,141800,170900,177100,183900,203500,166900,172100,174700
70,19.76098,840.6065,[M+HCOO]-,PC O-38:4|PC O-18:0_20:4,35420,36510,35510,38100,30690,34190,40880,47640,45310,32770,30290,37150
71,17.62592,840.6061,[M+HCOO]-,PC O-38:4|PC O-18:0_20:4,50840,57420,54500,55000,49910,57560,64410,68770,72060,53090,60640,57270
72,17.59458,838.5979,[M+HCOO]-,PC O-38:5|PC O-18:1_20:4,384600,423100,381500,425700,372900,377900,449600,458000,471400,364100,413700,382900
73,19.34783,838.5983,[M+HCOO]-,PC O-38:5|PC O-18:1_20:4,27050,28360,27560,28730,27420,34360,31520,31670,36630,25980,48110,30500
74,17.30775,836.5818,[M+HCOO]-,PC O-38:6|PC O-18:2_20:4,125300,209600,128600,152700,129800,139100,224800,225300,160400,178800,133400,128000
75,17.70307,864.6102,[M+HCOO]-,PC O-40:6|PC O-18:1_22:5,70470,78180,73490,88970,70010,78400,65930,71000,73880,78100,68660,65320
76,17.07427,862.5919,[M+HCOO]-,PC O-40:7|PC O-18:1_22:6,84240,95740,63230,131400,70750,94600,77950,75770,78590,62460,88800,77800
77,18.50437,716.5209,[M-H]-,PE 34:1|PE 16:0_18:1,686000,716700,708100,845100,620500,699800,753200,838900,823100,695600,796100,808000
78,16.87262,714.5059,[M-H]-,PE 34:2|PE 16:1_18:1,224000,306800,254000,305200,215400,250100,147500,167000,194300,171900,131900,294000
79,19.556,730.5422,[M-H]-,PE 35:1|PE 17:0_18:1,84910,95420,95750,110800,99610,108100,116000,140300,140800,106600,126400,125000
80,20.62028,744.5566,[M-H]-,PE 36:1|PE 18:0_18:1,1365000,1602000,1626000,1713000,1485000,1721000,1823000,2125000,2221000,1767000,2076000,2028000
81,18.61103,742.5374,[M-H]-,PE 36:2|PE 18:1_18:1,5098000,5643000,5379000,5761000,4904000,5066000,4653000,4910000,4995000,5697000,6050000,6144000
82,17.43725,740.5198,[M-H]-,PE 36:3|PE 18:1_18:2,105900,77730,73720,132000,97480,75500,113500,98700,112000,77630,90190,88160
83,17.0901,740.5195,[M-H]-,PE 36:3|PE 18:1_18:2,105200,57300,45900,44070,34410,37490,112000,35330,43030,56710,64010,57990
84,16.70178,738.5047,[M-H]-,PE 36:4|PE 16:0_20:4,284500,385700,301600,287700,203400,221400,218700,245300,266100,235500,238500,305300
85,17.70307,752.5248,[M-H]-,PE 37:4|PE 17:0_20:4,45590,55440,52650,56720,45210,45930,53970,48680,60230,53780,62570,56420
86,20.51195,770.5714,[M-H]-,PE 38:2|PE 18:1_20:1,111600,127700,129200,104600,98460,113600,92050,91170,106900,149000,156900,183900
87,19.556,768.5551,[M-H]-,PE 38:3|PE 18:0_20:3,72290,80060,81290,72450,61620,70550,74030,78730,81760,77860,97350,96530
88,20.20047,768.5513,[M-H]-,PE 38:3|PE 18:0_20:3,88450,109400,105400,99490,77720,82120,82810,88970,95560,91310,112700,107500
89,18.74253,766.5388,[M-H]-,PE 38:4|PE 18:0_20:4,1489000,1744000,1647000,1469000,1194000,1288000,1238000,1345000,1439000,1575000,1685000,1701000
90,17.54758,766.5373,[M-H]-,PE 38:4|PE 18:1_20:3,56270,78410,77040,N/A,49830,48050,69300,79550,71470,31440,71950,76220
91,17.50042,764.5229,[M-H]-,PE 38:5|PE 18:0_20:5,32360,46680,23710,31940,33470,28830,35420,39110,41850,31870,38920,45270
92,16.81145,764.5235,[M-H]-,PE 38:5|PE 18:1_20:4,1529000,2230000,1704000,1110000,800100,860500,713700,823800,870100,851000,916200,1747000
93,16.22213,762.5107,[M-H]-,PE 38:6|PE 16:0_22:6,84880,95180,102500,98050,83580,105600,116100,129200,140600,79390,107700,94700
94,22.23838,798.6066,[M-H]-,PE 40:2|PE 18:1_22:1,51850,62810,66950,39840,36220,29090,33710,38090,40040,64360,75170,67310
95,20.1073,794.5718,[M-H]-,PE 40:4|PE 18:0_22:4,21380,24750,23170,24780,20900,22980,30590,35300,46140,24240,30310,38650
96,18.83153,792.5568,[M-H]-,PE 40:5|PE 18:0_22:5,174900,194200,193900,182600,165300,181100,212400,230100,232400,185400,216900,205000
97,18.24122,790.5445,[M-H]-,PE 40:6|PE 18:0_22:6,289800,364400,318700,357500,374700,390300,387900,406100,447200,338500,380900,394600
98,16.87262,790.5404,[M-H]-,PE 40:6|PE 18:1_22:5,202800,356800,323200,331700,191500,279400,175800,208600,321000,152900,184800,366400
99,16.33063,788.5214,[M-H]-,PE 40:7|PE 18:1_22:6,347600,400400,354700,445200,372000,410300,338000,379900,420300,331800,392400,396100
100,23.98313,828.653,[M-H]-,PE 42:1|PE 24:0_18:1,9990,19160,21020,18510,14290,23180,26970,36990,42670,21150,29670,26790
101,18.12755,816.5566,[M-H]-,PE 42:7|PE 20:1_22:6,10330,9231,1641,9568,7636,842.7,1892,2145,1531,7198,7168,9406
102,19.85565,702.5454,[M-H]-,PE O-34:1|PE O-18:1_16:0,129600,155300,161200,190900,167400,169300,148200,164900,177100,145100,189900,179700
103,19.63465,700.5307,[M-H]-,PE O-34:2|PE O-16:1_18:1,475100,542700,532700,566800,493800,505400,471100,515300,571800,542800,662200,625600
104,21.71178,728.5564,[M-H]-,PE O-36:2|PE O-18:1_18:1,52500,66000,68390,77930,57240,63840,70490,79830,83890,66270,79280,76720
105,19.94998,728.5604,[M-H]-,PE O-36:2|PE O-18:1_18:1,406900,498600,499200,718900,592900,615700,412000,459500,492900,441900,489900,547200
106,19.69782,726.5466,[M-H]-,PE O-36:3|PE O-18:2_18:1,575300,670400,653500,820700,724300,738800,501000,534500,584300,646200,817800,755700
107,18.02663,724.5242,[M-H]-,PE O-36:4|PE O-16:0_20:4,95850,104900,94740,107200,84620,80900,81260,81650,94680,88050,100900,103900
108,17.68773,722.5166,[M-H]-,PE O-36:5|PE O-16:1_20:4,929600,1099000,985400,933400,851300,886700,896100,992000,1063000,1058000,1232000,1173000
109,16.45713,720.4962,[M-H]-,PE O-36:6|PE O-16:1_20:5,25710,24730,30140,25090,20990,28510,23780,27190,33950,23130,29420,36860
110,18.22705,736.5282,[M-H]-,PE O-37:5|PE O-17:1_20:4,39990,42680,39660,65660,33330,34590,53220,64420,33960,32120,39310,43710
111,16.82695,734.5184,[M-H]-,PE O-37:6|PE O-15:1_22:5,34660,55750,41360,43750,33570,35890,32130,33540,37880,23290,29270,47840
112,19.07985,750.545,[M-H]-,PE O-38:5|PE O-16:1_22:4,67160,74740,82220,83010,62860,63730,78110,84300,84120,74530,98630,102900
113,19.79248,750.5449,[M-H]-,PE O-38:5|PE O-18:1_20:4,221100,257900,257600,243900,218300,219600,236300,257800,275200,247600,304200,301000
114,18.08407,750.5401,[M-H]-,PE O-38:5|PE O-18:1_20:4,225500,246800,240800,256800,210300,200900,220100,227400,243300,204300,223200,226700
115,17.7639,748.5321,[M-H]-,PE O-38:6|PE O-18:2_20:4,1258000,1473000,1360000,1326000,1238000,1285000,1320000,1393000,1512000,1356000,1657000,1589000
116,17.15327,746.5113,[M-H]-,PE O-38:7|PE O-16:1_22:6,816200,957700,798500,1029000,765700,848700,819200,836300,920400,782000,862600,899300
117,16.82695,764.5544,[M-H]-,PE O-39:5|PE O-19:1_20:4,40990,85640,77410,68940,67500,73420,63970,65000,60730,77370,73520,77730
118,21.8739,778.579,[M-H]-,PE O-40:5|PE O-20:1_20:4,5600,7390,6875,6839,7176,7602,8848,9547,10610,7564,9885,8684
119,18.12755,776.5583,[M-H]-,PE O-40:6|PE O-18:1_22:5,232100,200400,213700,311900,253200,187500,173800,128200,207800,220900,261400,186100
120,19.88698,776.5641,[M-H]-,PE O-40:6|PE O-18:1_22:5,103500,119200,116800,132500,122300,109400,151600,166400,175800,106100,143000,141400
121,19.25318,774.5405,[M-H]-,PE O-40:7|PE O-18:1_22:6,125500,159100,141100,183600,146500,154900,155000,163200,183800,129500,154200,152400
122,17.50042,774.5405,[M-H]-,PE O-40:7|PE O-18:1_22:6,362200,422300,373100,415800,320800,335700,265700,294400,306100,358300,412500,398100
123,17.83973,774.5452,[M-H]-,PE O-40:7|PE O-18:2_22:5,382600,454600,410200,438700,346200,399800,302200,337200,358000,409800,512200,467700
124,17.21493,774.5369,[M-H]-,PE O-40:7|PE O-22:6_18:1,212600,234800,235400,268100,205900,262900,420500,440400,567900,318700,370100,269800
125,17.24593,772.5316,[M-H]-,PE O-40:8|PE O-18:2_22:6,890800,1096000,964700,1124000,917300,1037000,628600,672700,731300,929800,1085000,1115000
126,15.81932,773.5319,[M-H]-,PG 36:2|PG 18:1_18:1,493900,804900,495400,751000,625700,635400,559400,611200,726800,637300,818000,795900
127,14.59072,771.5193,[M-H]-,PG 36:3|PG 18:1_18:2,22320,33360,21910,27110,21390,25120,27060,24000,27930,27640,32870,29070
128,14.37605,795.5188,[M-H]-,PG 38:5|PG 18:1_20:4,112400,134700,117800,182400,138800,181300,261400,265500,311900,124300,146300,137700
129,13.3966,793.502,[M-H]-,PG 38:6|PG 18:1_20:5,13350,18290,17850,25890,20750,21680,39450,39080,43420,20110,22640,20440
130,15.49267,823.5472,[M-H]-,PG 40:5|PG 18:1_22:4,23330,23850,23480,26200,19800,23070,35180,33210,41500,25310,27360,24460
131,14.46805,821.5358,[M-H]-,PG 40:6|PG 18:1_22:5,70190,81980,72960,105400,88300,114900,156000,155100,182900,88010,98310,88170
132,14.01723,819.5181,[M-H]-,PG 40:7|PG 18:1_22:6,166800,185300,182000,294100,224700,277800,422100,441200,526700,208700,217900,212000
133,12.58947,841.5063,[M-H]-,PG 42:10|PG 20:4_22:6,12030,15300,14560,26710,27500,33610,84230,91210,95770,17470,21940,19900
134,12.71912,867.5141,[M-H]-,PG 44:11|PG 22:5_22:6,8436,7428,7920,8794,11260,10920,24580,27400,18360,6047,6676,6549
135,12.29163,865.5039,[M-H]-,PG 44:12|PG 22:6_22:6,59720,47310,53940,63010,68940,69250,149400,161100,114100,37380,42510,40570
136,16.84212,861.5479,[M-H]-,PI 36:2|PI 18:1_18:1,848700,1578000,1447000,1714000,676000,1630000,490100,709700,1086000,3820000,5294000,1507000
137,16.94893,885.5537,[M-H]-,PI 38:4|PI 18:0_20:4,84290,163100,170000,155600,86550,224900,72660,107400,198800,595300,946300,291000
138,15.25735,883.5311,[M-H]-,PI 38:5|PI 18:1_20:4,52810,52760,60560,56520,34560,59470,38120,44030,60750,135100,172300,71430
139,18.02663,713.5172,[M-H]-,PMeOH 36:2|PMeOH 18:1_18:1,34640,33550,43520,81900,64970,94470,79430,73700,83450,65860,69390,45970
140,14.17457,719.5346,[M+HCOO]-,SM 32:1;2O,310500,382500,348100,321600,253700,303000,180300,196900,210800,303200,367100,418800
141,15.08402,733.5502,[M+HCOO]-,SM 33:1;2O,256900,336700,289900,302700,252300,296400,203800,211300,225900,278700,296100,359400
142,16.74895,749.5829,[M+HCOO]-,SM 34:0;2O,438100,552800,522700,492200,343900,419800,301000,340300,343200,483200,463400,624100
143,16.02015,747.5641,[M+HCOO]-,SM 34:1;2O|SM 18:1;2O/16:0,5275000,5902000,5588000,5536000,4158000,4769000,3456000,3657000,3724000,5467000,5322000,6213000
144,14.43772,745.5469,[M+HCOO]-,SM 34:2;2O|SM 18:2;2O/16:0,1254000,1365000,1293000,1334000,1079000,1491000,975100,1057000,1107000,1238000,1237000,1521000
145,17.04277,761.5834,[M+HCOO]-,SM 35:1;2O,78880,76270,74190,75720,48400,74380,44260,46540,44480,73630,78660,89350
146,15.36702,759.5641,[M+HCOO]-,SM 35:2;2O,24770,27370,25440,24870,23750,28420,25200,24580,23070,21560,27570,32490
147,18.0554,775.5893,[M+HCOO]-,SM 36:1;2O,28400,33150,30210,36340,33010,39270,29600,29880,32500,30750,34580,35790
148,17.01143,775.5972,[M+HCOO]-,SM 36:1;2O,63530,61730,64570,75670,56200,71180,32370,30450,35820,75740,76600,82960
149,16.25313,773.5788,[M+HCOO]-,SM 36:2;2O,208500,259600,234000,273100,231500,298400,167900,179500,199200,224900,241000,257300
150,14.69987,771.5663,[M+HCOO]-,SM 36:3;2O,19610,31460,21650,27140,27780,33180,45540,49130,51850,18410,29540,27330
151,20.27997,803.6342,[M+HCOO]-,SM 38:1;2O,38000,51320,47620,35000,36700,37150,31590,27140,31300,37930,39440,61910
152,22.28538,831.6613,[M+HCOO]-,SM 40:1;2O,234700,360100,341400,254200,168600,224700,166100,203400,204200,264700,220300,354700
153,20.12297,829.6487,[M+HCOO]-,SM 40:2;2O,89100,104600,100500,81170,70180,78390,44790,42860,44670,92400,111000,114500
154,20.76077,829.649,[M+HCOO]-,SM 40:2;2O,157700,183200,160200,163300,147100,177600,117900,125000,132300,162500,202500,213600
155,22.97835,845.6786,[M+HCOO]-,SM 41:1;2O,36170,61180,65970,43600,33260,46380,39040,47210,53060,51000,44770,73870
156,21.16158,843.6529,[M+HCOO]-,SM 41:2;2O,53880,59300,52570,49050,44630,51130,34460,33240,36870,42680,50360,57420
157,23.42617,859.6928,[M+HCOO]-,SM 42:1;2O,216600,393400,296100,255700,167400,257400,259500,303700,324200,247900,224300,376100
158,22.56887,859.6924,[M+HCOO]-,SM 42:1;2O|SM 18:0;2O/24:1,62050,80380,68250,59380,53380,72680,49100,51950,62290,67790,88450,80290
159,22.60053,857.6789,[M+HCOO]-,SM 42:2;2O,224300,314300,259700,233800,224800,254200,202000,210700,240600,248000,292100,320500
160,22.05172,857.6748,[M+HCOO]-,SM 42:2;2O|SM 18:1;2O/24:1,790200,1021000,956800,704300,527300,623000,407700,445000,479600,811600,830400,936600
161,20.4173,855.6636,[M+HCOO]-,SM 42:3;2O,498500,487600,531500,420900,389700,438900,308000,319500,336100,374100,559100,603100
162,22.25405,883.6898,[M+HCOO]-,SM 44:3;2O,19540,26650,24570,18590,16230,16680,9999,10420,11600,19230,22520,23460
