,,,,,OA,OA,OA,OADGAT1i_2i,OADGAT1i_2i,OADGAT1i_2i,OADGAT1i,OADGAT1i,OADGAT1i,OADGAT2i,OADGAT2i,OADGAT2i
ID,RT,m/z,Type,Metabolite name,cos7_1,cos7_2,cos7_3,cos_1-2i-1,cos_1-2i-2,cos_1-2i-3,cos7_1i-1,cos7_1i-2,cos7_1i-3,cos7_2i-1,cos7_2i-2,cos7_2i-3
366,26.7043,910.8207,[M+NH4]+,TG O-56:6|TG O-16:0_18:1_22:5,142400,234100,209400,34470,97810,37070,62820,111500,92250,118600,1407,268100
367,27.3926,938.8425,[M+NH4]+,TG O-58:6|TG O-18:0_18:1_22:5,120700,50330,1646,10920,2327,1896,1991,N/A,N/A,19750,N/A,170300
368,27.12028,936.8287,[M+NH4]+,TG O-58:7|TG O-18:0_18:1_22:6,N/A,115700,196100,N/A,N/A,N/A,N/A,N/A,N/A,97590,N/A,197600
1,10.0274,255.2339,[M-H]-,FA 16:0,214000,222800,212700,290700,215500,186000,264000,182800,97730,206700,297600,199600
2,12.3548,283.2634,[M-H]-,FA 18:0,259000,320800,329000,280400,313100,316700,304600,218000,158400,248000,350100,270700
3,10.17307,281.2482,[M-H]-,FA 18:1,121800,131500,111700,176900,133600,130300,106200,127300,125000,125000,134700,144400
4,8.642966,279.2332,[M-H]-,FA 18:2,80110,61570,42370,172000,65780,42170,77560,39360,51460,53020,167300,48200
5,18.6257,581.5244,[M-H]-,FA 40:5,597200,635200,719800,657200,549200,600700,627400,715400,613600,534100,724300,974100
6,20.8391,609.5546,[M-H]-,FA 42:5,371300,444200,527100,456500,525100,471600,509100,11050,399500,389000,453100,680800
7,22.60053,637.5912,[M-H]-,FA 44:5,131900,161100,162000,164300,151700,156900,186000,163000,154200,126600,183700,249500
8,6.3544,540.3293,[M+HCOO]-,LPC 16:0,154300,193100,177600,224000,178000,224900,223300,256800,225300,118700,135400,220600
9,5.859633,540.3262,[M+HCOO]-,LPC 16:0,34360,47280,52060,63680,49480,61950,52740,60570,57400,34380,39930,60670
10,7.501184,554.3436,[M+HCOO]-,LPC 17:0,11030,14200,14650,15020,10160,15630,16950,19830,16270,7697,9689,16210
11,8.531134,568.3624,[M+HCOO]-,LPC 18:0,252700,382700,364600,357900,291300,382500,405900,518700,372000,193800,245900,394500
12,8.108983,568.3622,[M+HCOO]-,LPC 18:0,34480,47460,42930,39370,35050,43580,46010,54790,42280,22730,27890,44130
13,6.277733,566.3458,[M+HCOO]-,LPC 18:1,86080,107900,112700,154800,126200,155000,119600,142100,141200,85030,85990,132800
14,6.70855,566.3454,[M+HCOO]-,LPC 18:1,139700,155700,139600,139900,118100,142500,128500,152400,115800,95610,81300,142000
15,7.38355,526.349,[M+HCOO]-,LPC O-16:0,6654,8657,7676,9264,7755,9054,10270,12070,9342,5112,6412,7355
16,8.7683,480.3067,[M-H]-,LPE 18:0,20650,27160,26370,22730,21740,23270,22320,27880,22360,18500,24850,24040
17,6.57005,478.2925,[M-H]-,LPE 18:1,40690,58020,67640,86540,70120,78450,55890,76210,63790,43850,49690,69780
18,6.9677,478.2928,[M-H]-,LPE 18:1,46640,49030,42230,37160,37050,42000,31900,42370,35910,27090,29420,37580
19,4.815967,500.2758,[M-H]-,LPE 20:4,135900,305100,256100,435000,309700,352500,249900,337300,289100,202500,167300,338000
20,5.110283,526.294,[M-H]-,LPE 22:5,84620,107500,89370,163700,124100,109000,74070,140500,112200,58800,63760,120600
21,4.551633,524.2822,[M-H]-,LPE 22:6,72180,89520,94750,94570,71670,75890,50890,74150,61970,37230,59470,97330
22,7.501184,436.2802,[M-H]-,LPE O-16:1,14920,18320,16870,9726,9815,11060,8536,12160,7908,9092,9954,11860
23,9.565683,464.3139,[M-H]-,LPE O-18:1,14180,17590,17250,10640,11800,11640,10650,13960,10320,10950,13440,14060
24,16.02015,750.5302,[M+HCOO]-,PC 30:0|PC 14:0_16:0,104500,163200,152800,140500,142700,139600,132400,167500,135800,141200,125900,170200
25,14.51372,748.5129,[M+HCOO]-,PC 30:1|PC 14:0_16:1,8220,12150,10320,8791,7117,11550,7502,11140,9551,2951,6625,11170
26,17.94607,778.5582,[M+HCOO]-,PC 32:0|PC 16:0_16:0,808200,1011000,1027000,810900,847400,896800,857400,1039000,893300,831600,821800,1068000
27,16.16165,776.5459,[M+HCOO]-,PC 32:1|PC 14:0_18:1,330400,281700,408700,248000,248200,385400,325500,418900,347000,294100,270600,417600
28,16.85745,776.5447,[M+HCOO]-,PC 32:1|PC 16:0_16:1,68840,70580,64270,165100,40390,49340,135200,63700,41380,61350,205000,67290
29,14.95898,774.5284,[M+HCOO]-,PC 32:2|PC 16:1_16:1,14850,20830,16760,16260,4771,2409,15970,8917,14930,10050,7330,7767
30,17.0901,790.5595,[M+HCOO]-,PC 33:1|PC 15:0_18:1,283600,232000,217100,195700,184500,214400,187300,229200,198600,161400,149100,221700
31,18.04073,806.5815,[M+HCOO]-,PC 34:0|PC 16:0_18:0,410300,478100,464600,439600,448300,480600,425400,508400,436800,392400,369600,515000
32,20.1073,806.5895,[M+HCOO]-,PC 34:0|PC 16:0_18:0,474000,621000,624700,431000,440400,451100,465200,615000,530000,446200,456100,614700
33,18.04073,804.5753,[M+HCOO]-,PC 34:1|PC 16:0_18:1,3329000,3740000,3883000,3587000,3456000,3700000,3230000,4008000,3434000,3125000,2984000,4131000
34,16.48763,802.5632,[M+HCOO]-,PC 34:2|PC 16:1_18:1,545000,635600,693500,487400,458700,513900,473400,589100,515800,422600,447200,686100
35,15.80348,800.5418,[M+HCOO]-,PC 34:3|PC 18:1_16:2,17910,41480,9056,22130,40380,25770,34420,27150,40800,13500,12390,8671
36,14.49855,798.5311,[M+HCOO]-,PC 34:4|PC 18:1_16:3,18310,18760,19800,25650,25110,26560,21320,28780,23290,13920,12830,21630
37,18.69837,818.5941,[M+HCOO]-,PC 35:1|PC 17:0_18:1,74130,102500,96720,109600,107100,116100,86730,108700,111800,73850,71160,82540
38,19.15868,818.59,[M+HCOO]-,PC 35:1|PC 17:0_18:1,151200,192300,196400,165000,163500,161300,152500,203100,167900,151800,146600,195000
39,17.24593,816.5724,[M+HCOO]-,PC 35:2|PC 17:1_18:1,99240,81560,83690,86660,54520,58850,56750,102000,57460,55330,72330,82750
40,20.21987,832.6104,[M+HCOO]-,PC 36:1|PC 18:0_18:1,1380000,1729000,1651000,1395000,1362000,1434000,1198000,1630000,1352000,1221000,1188000,1683000
41,18.15622,830.5969,[M+HCOO]-,PC 36:2|PC 18:1_18:1,8438000,9629000,9536000,8101000,7737000,8373000,7163000,8689000,7581000,7329000,6954000,9738000
42,16.70178,828.5799,[M+HCOO]-,PC 36:3|PC 18:1_18:2,291900,582800,387200,249000,222100,258900,217600,305000,363200,241300,237200,363100
43,17.0586,828.5793,[M+HCOO]-,PC 36:3|PC 18:1_18:2,161900,167400,224200,154300,165500,152800,124000,164800,130200,128200,108000,218200
44,16.29963,826.5585,[M+HCOO]-,PC 36:4|PC 16:0_20:4,423300,511700,490800,285700,302600,307600,288500,391600,310000,382500,343400,527800
45,19.11152,844.6122,[M+HCOO]-,PC 37:2|PC 18:1_19:1,40240,53150,44130,34370,34500,36620,30660,42310,30510,31750,29410,42020
46,20.12297,858.6255,[M+HCOO]-,PC 38:2|PC 18:1_20:1,299700,371700,346700,414100,389700,443700,345700,460300,393300,236900,237500,362500
47,19.15868,856.6016,[M+HCOO]-,PC 38:3|PC 18:0_20:3,117000,208100,133300,126500,172300,182500,117100,204400,174900,107200,133300,150400
48,18.34155,854.596,[M+HCOO]-,PC 38:4|PC 18:0_20:4,398900,463800,410800,300000,298500,329600,258900,352000,287800,346300,311800,463500
49,17.15327,854.5917,[M+HCOO]-,PC 38:4|PC 18:1_20:3,127800,171000,155000,289500,366700,356100,328800,357200,296200,127100,123500,158100
50,16.4078,852.5784,[M+HCOO]-,PC 38:5|PC 18:1_20:4,619500,759300,736600,749300,715700,759100,641600,842300,693800,569600,463800,728300
51,15.85048,850.5607,[M+HCOO]-,PC 38:6|PC 16:0_22:6,105200,129700,120400,79750,80870,85220,77740,99690,79900,91500,76170,128800
52,15.27302,850.561,[M+HCOO]-,PC 38:6|PC 18:1_20:5,62340,53240,70650,83860,68110,89230,78540,93820,82710,56870,49310,52390
53,22.05172,886.6545,[M+HCOO]-,PC 40:2|PC 18:1_22:1,39730,46420,48540,99310,97860,107700,93080,124600,101100,29860,27370,45640
54,18.42922,880.6063,[M+HCOO]-,PC 40:5|PC 18:0_22:5,79630,84900,92420,70100,81370,82800,63560,75440,77710,56900,65180,93360
55,17.70307,880.6055,[M+HCOO]-,PC 40:5|PC 18:1_22:4,81310,114200,97490,237600,226700,254700,200700,273400,226000,77550,64700,96890
56,17.83973,878.5934,[M+HCOO]-,PC 40:6|PC 18:0_22:6,88630,102100,100300,63310,64230,66830,52020,74260,58300,82220,70180,109900
57,16.5028,878.5967,[M+HCOO]-,PC 40:6|PC 18:1_22:5,135400,192400,159900,219800,216700,235700,184500,246000,230200,108800,92800,163900
58,15.92798,876.5809,[M+HCOO]-,PC 40:7|PC 18:1_22:6,174400,207700,194800,283300,272700,288200,240200,313800,231300,143000,133100,204700
59,19.26902,908.6395,[M+HCOO]-,PC 42:5|PC 18:1_24:4,134.3,1133,868.2,55.08,616.5,603,7708,891.7,7794,601.5,727.9,2490
60,17.9309,906.6139,[M+HCOO]-,PC 42:6|PC 18:1_24:5,122200,154000,155800,165500,176100,179900,187100,251700,226200,107500,105400,130200
61,19.395,764.5853,[M+HCOO]-,PC O-32:0|PC O-16:0_16:0,93800,108100,117800,96800,80820,98590,95610,115200,88230,75440,74250,97460
62,19.09568,762.57,[M+HCOO]-,PC O-32:1|PC O-16:1_16:0,128100,184000,146600,103400,103700,102700,103400,153000,106800,96390,95510,131200
63,17.39025,762.569,[M+HCOO]-,PC O-32:1|PC O-18:1_14:0,52580,26740,27160,44830,60240,26250,25150,32030,25020,40970,44140,66310
64,19.395,790.5988,[M+HCOO]-,PC O-34:1|PC O-18:1_16:0,210800,296200,280100,257400,249300,266900,226500,306900,242000,196700,191900,279900
65,19.17435,788.5779,[M+HCOO]-,PC O-34:2|PC O-16:1_18:1,194900,249000,238300,231900,247100,266000,225700,294400,258900,182600,183900,253100
66,19.50883,816.6092,[M+HCOO]-,PC O-36:2|PC O-18:1_18:1,64280,75940,80830,83600,78160,88820,79340,101600,83340,55900,56450,82000
67,19.22167,814.5974,[M+HCOO]-,PC O-36:3|PC O-18:2_18:1,38460,44070,36090,66020,42060,50530,42240,50470,41340,34640,18190,45050
68,17.57892,812.5806,[M+HCOO]-,PC O-36:4|PC O-16:0_20:4,126500,155300,144300,104600,101800,112100,96050,126900,107000,112400,98910,156000
69,17.23027,810.567,[M+HCOO]-,PC O-36:5|PC O-16:1_20:4,410800,488800,450100,312100,321000,333300,299900,379500,310800,347800,292500,468600
70,19.76098,840.6065,[M+HCOO]-,PC O-38:4|PC O-18:0_20:4,30310,33940,39570,48360,32600,30840,30070,30480,32960,26760,28340,38000
71,17.62592,840.6061,[M+HCOO]-,PC O-38:4|PC O-18:0_20:4,25180,3166,28600,29340,25980,30530,20080,24590,23970,25100,20240,34580
72,17.59458,838.5979,[M+HCOO]-,PC O-38:5|PC O-18:1_20:4,166100,200800,221000,154700,154400,173700,142800,175100,171200,150000,137700,218300
73,19.34783,838.5983,[M+HCOO]-,PC O-38:5|PC O-18:1_20:4,56530,67350,64240,56690,55250,56770,51180,69000,56270,46400,42440,63290
74,17.30775,836.5818,[M+HCOO]-,PC O-38:6|PC O-18:2_20:4,184000,239800,215500,182800,179600,198900,164600,196400,174900,154300,151200,222800
75,17.70307,864.6102,[M+HCOO]-,PC O-40:6|PC O-18:1_22:5,23350,24160,19960,28000,25960,27550,18810,25740,26730,17040,15550,24170
76,17.07427,862.5919,[M+HCOO]-,PC O-40:7|PC O-18:1_22:6,17320,28590,44190,12160,9705,10110,17190,12670,9961,14110,20220,32500
77,18.50437,716.5209,[M-H]-,PE 34:1|PE 16:0_18:1,430200,550100,574000,420000,409500,455100,369900,506100,406100,425400,466000,556100
78,16.87262,714.5059,[M-H]-,PE 34:2|PE 16:1_18:1,27590,64280,49460,26720,28830,34080,22200,43320,29640,30730,30480,60280
79,19.556,730.5422,[M-H]-,PE 35:1|PE 17:0_18:1,78720,94940,115400,68640,72020,75990,66490,93940,65850,72690,86340,98480
80,20.62028,744.5566,[M-H]-,PE 36:1|PE 18:0_18:1,1047000,1396000,1377000,892500,933600,1017000,861600,1228000,887000,979300,1240000,1331000
81,18.61103,742.5374,[M-H]-,PE 36:2|PE 18:1_18:1,2391000,2930000,3180000,1897000,1857000,2103000,1706000,2485000,1888000,2257000,2350000,3040000
82,17.43725,740.5198,[M-H]-,PE 36:3|PE 18:1_18:2,86750,119700,126500,64480,63400,69300,57560,80810,60100,78900,85430,109900
83,17.0901,740.5195,[M-H]-,PE 36:3|PE 18:1_18:2,65890,88630,111800,41870,37250,43810,37740,51720,38140,52410,56610,82630
84,16.70178,738.5047,[M-H]-,PE 36:4|PE 16:0_20:4,120100,157900,161200,106400,102200,118500,95720,148100,112500,103900,102400,148800
85,17.70307,752.5248,[M-H]-,PE 37:4|PE 17:0_20:4,50880,72880,58160,42050,42690,52490,37990,57180,42880,48040,49300,73520
86,20.51195,770.5714,[M-H]-,PE 38:2|PE 18:1_20:1,112700,142600,149000,102200,113900,126300,101900,151000,96340,104900,107700,138100
87,19.556,768.5551,[M-H]-,PE 38:3|PE 18:0_20:3,110500,137500,135900,80810,81110,85310,72460,108500,75540,100500,110100,131800
88,20.20047,768.5513,[M-H]-,PE 38:3|PE 18:0_20:3,16640,21420,21290,14040,15500,16350,13270,19890,14620,14840,15330,19960
89,18.74253,766.5388,[M-H]-,PE 38:4|PE 18:0_20:4,1464000,1855000,1815000,1229000,1259000,1355000,1142000,1573000,1213000,1370000,1430000,1869000
90,17.54758,766.5373,[M-H]-,PE 38:4|PE 18:1_20:3,8154,21290,N/A,5158,N/A,9799,24330,N/A,11520,20990,16410,31610
91,17.50042,764.5229,[M-H]-,PE 38:5|PE 18:0_20:5,73340,103600,103100,65300,65590,74470,59920,83940,63200,70350,73500,99940
92,16.81145,764.5235,[M-H]-,PE 38:5|PE 18:1_20:4,405200,552200,550600,364100,346200,420700,327100,570000,388200,294100,294700,501500
93,16.22213,762.5107,[M-H]-,PE 38:6|PE 16:0_22:6,73750,101500,96360,61630,63440,71700,59190,86880,65580,63210,65370,91910
94,22.23838,798.6066,[M-H]-,PE 40:2|PE 18:1_22:1,73350,95940,79430,45910,56120,56090,50900,67180,47020,52970,56580,81000
95,20.1073,794.5718,[M-H]-,PE 40:4|PE 18:0_22:4,63000,85450,78530,76740,72490,75850,58110,94880,78290,56570,59030,79690
96,18.83153,792.5568,[M-H]-,PE 40:5|PE 18:0_22:5,319800,385900,388900,467300,305400,327600,270300,395500,301300,287900,299300,405900
97,18.24122,790.5445,[M-H]-,PE 40:6|PE 18:0_22:6,462700,579700,551200,361400,363200,394000,324700,451600,349200,372100,394200,563800
98,16.87262,790.5404,[M-H]-,PE 40:6|PE 18:1_22:5,254000,371900,317600,252700,234600,275400,216900,378500,258000,185800,202700,327200
99,16.33063,788.5214,[M-H]-,PE 40:7|PE 18:1_22:6,508300,670600,642800,300600,306300,354300,295300,425100,323700,427100,433600,626900
100,23.98313,828.653,[M-H]-,PE 42:1|PE 24:0_18:1,16260,26210,24480,13170,18210,20260,12530,20360,11520,18520,29880,32460
101,18.12755,816.5566,[M-H]-,PE 42:7|PE 20:1_22:6,26380,33190,32070,26460,2144,2729,312.6,22550,23720,31520,52060,29320
102,19.85565,702.5454,[M-H]-,PE O-34:1|PE O-18:1_16:0,27480,11910,32350,25470,25620,25800,24410,33160,24000,24100,28370,30840
103,19.63465,700.5307,[M-H]-,PE O-34:2|PE O-16:1_18:1,202900,262800,248300,190700,206800,215100,189600,266700,181500,181900,213200,247800
104,21.71178,728.5564,[M-H]-,PE O-36:2|PE O-18:1_18:1,42150,51050,51010,36270,42400,46610,38960,55410,37940,37580,48070,54280
105,19.94998,728.5604,[M-H]-,PE O-36:2|PE O-18:1_18:1,22080,7877,4651,10170,6760,18980,6129,10620,5222,3801,3383,6787
106,19.69782,726.5466,[M-H]-,PE O-36:3|PE O-18:2_18:1,111900,155000,135600,96800,102900,107500,90480,127700,90260,91660,104200,146800
107,18.02663,724.5242,[M-H]-,PE O-36:4|PE O-16:0_20:4,27050,24110,24520,25840,23060,30700,19160,3110,27410,465.9,25150,33870
108,17.68773,722.5166,[M-H]-,PE O-36:5|PE O-16:1_20:4,1174000,1470000,1345000,972400,1035000,1091000,908900,1298000,967900,998300,954000,1396000
109,16.45713,720.4962,[M-H]-,PE O-36:6|PE O-16:1_20:5,72640,96280,84800,60810,84560,77570,58990,106500,72050,57770,64010,84080
110,18.22705,736.5282,[M-H]-,PE O-37:5|PE O-17:1_20:4,84760,107100,84400,70420,65840,86230,71760,108600,79540,72580,67380,108400
111,16.82695,734.5184,[M-H]-,PE O-37:6|PE O-15:1_22:5,16880,44640,26160,14630,26660,14470,8850,40630,27810,11720,11310,37590
112,19.07985,750.545,[M-H]-,PE O-38:5|PE O-16:1_22:4,142900,146300,7836,4251,128800,129800,105300,164300,117000,130000,8629,164800
113,19.79248,750.5449,[M-H]-,PE O-38:5|PE O-18:1_20:4,499700,629000,604600,406000,424700,449000,374000,566000,411400,417600,453700,613900
114,18.08407,750.5401,[M-H]-,PE O-38:5|PE O-18:1_20:4,27230,1164,24190,23510,18540,117600,27160,28690,2484,109700,22390,21540
115,17.7639,748.5321,[M-H]-,PE O-38:6|PE O-18:2_20:4,1085000,1353000,1261000,909600,939300,1001000,809600,1155000,881700,924500,897300,1327000
116,17.15327,746.5113,[M-H]-,PE O-38:7|PE O-16:1_22:6,259100,359100,343800,170500,181900,192000,162900,230100,174200,222600,230900,332700
117,16.82695,764.5544,[M-H]-,PE O-39:5|PE O-19:1_20:4,51080,60870,65880,54850,58460,66130,57880,76970,70420,58190,75650,63250
118,21.8739,778.579,[M-H]-,PE O-40:5|PE O-20:1_20:4,46990,56280,49490,36930,39070,42850,34230,48540,35110,36790,41620,51340
119,18.12755,776.5583,[M-H]-,PE O-40:6|PE O-18:1_22:5,2564,4554,788.6,447.2,5201,1544,1513,4505,1015,15570,2827,3418
120,19.88698,776.5641,[M-H]-,PE O-40:6|PE O-18:1_22:5,198600,254800,238700,166100,175400,181900,150500,228100,160900,153000,183600,243700
121,19.25318,774.5405,[M-H]-,PE O-40:7|PE O-18:1_22:6,98920,125000,125900,67640,69150,74780,62980,87650,67420,89340,93440,126000
122,17.50042,774.5405,[M-H]-,PE O-40:7|PE O-18:1_22:6,215600,268100,262800,172200,182400,210600,170600,234700,186900,194300,204400,6667
123,17.83973,774.5452,[M-H]-,PE O-40:7|PE O-18:2_22:5,254400,285500,311200,201600,197200,233600,184900,259100,191800,212100,206500,22810
124,17.21493,774.5369,[M-H]-,PE O-40:7|PE O-22:6_18:1,77660,99270,95980,78700,73820,67600,54110,77740,49460,58740,63310,92170
125,17.24593,772.5316,[M-H]-,PE O-40:8|PE O-18:2_22:6,193700,260100,239200,97240,99940,105900,87740,120800,1183,154600,152600,245500
126,15.81932,773.5319,[M-H]-,PG 36:2|PG 18:1_18:1,119600,145000,156800,67390,60740,57420,54670,57760,51360,97400,104400,133400
127,14.59072,771.5193,[M-H]-,PG 36:3|PG 18:1_18:2,22800,29250,14280,12860,13750,13670,4821,14340,9930,11790,11590,14690
128,14.37605,795.5188,[M-H]-,PG 38:5|PG 18:1_20:4,56660,71240,69750,56640,55200,57650,49140,49040,50690,44820,43410,61130
129,13.3966,793.502,[M-H]-,PG 38:6|PG 18:1_20:5,15050,17250,13290,13640,12100,15330,9517,15690,10350,10860,9677,14790
130,15.49267,823.5472,[M-H]-,PG 40:5|PG 18:1_22:4,12890,17360,15440,15130,13170,16450,13880,18530,14970,9655,8948,15120
131,14.46805,821.5358,[M-H]-,PG 40:6|PG 18:1_22:5,35210,37220,26310,29960,31800,38360,29880,38890,30660,23330,25380,33330
132,14.01723,819.5181,[M-H]-,PG 40:7|PG 18:1_22:6,210500,266400,251700,160600,155100,165100,142500,173000,150100,162500,145600,229900
133,12.58947,841.5063,[M-H]-,PG 42:10|PG 20:4_22:6,47470,60210,53840,73080,78090,81680,62980,79310,67620,37040,35280,52640
134,12.71912,867.5141,[M-H]-,PG 44:11|PG 22:5_22:6,37070,43050,36600,30090,31470,34700,28090,33650,30130,18800,14820,28180
135,12.29163,865.5039,[M-H]-,PG 44:12|PG 22:6_22:6,246200,283900,239600,191000,193800,232800,180400,216400,201300,116300,122000,183600
136,16.84212,861.5479,[M-H]-,PI 36:2|PI 18:1_18:1,95050,132800,103700,295100,196500,143300,106100,168200,71070,70300,40470,130400
137,16.94893,885.5537,[M-H]-,PI 38:4|PI 18:0_20:4,342700,585200,434800,483300,347600,228900,152900,304400,109300,246100,1271000,533500
138,15.25735,883.5311,[M-H]-,PI 38:5|PI 18:1_20:4,61480,73830,61900,245200,217600,161700,130700,161700,94480,55430,157400,71630
139,18.02663,713.5172,[M-H]-,PMeOH 36:2|PMeOH 18:1_18:1,314.7,782.2,1397,N/A,N/A,506.1,752.1,791.7,1048,429.4,915.4,1771
140,14.17457,719.5346,[M+HCOO]-,SM 32:1;2O,173800,261300,231100,181700,171200,186500,181800,236500,193100,134200,158600,208800
141,15.08402,733.5502,[M+HCOO]-,SM 33:1;2O,97810,135000,124900,109000,92900,96830,103900,144300,110700,78830,92840,113100
142,16.74895,749.5829,[M+HCOO]-,SM 34:0;2O,131100,194800,194700,161500,142300,149300,156600,220300,167100,111000,152000,160400
143,16.02015,747.5641,[M+HCOO]-,SM 34:1;2O|SM 18:1;2O/16:0,2137000,2872000,2802000,2221000,2207000,2215000,2323000,2913000,2553000,1959000,2321000,2582000
144,14.43772,745.5469,[M+HCOO]-,SM 34:2;2O|SM 18:2;2O/16:0,211500,337500,245600,244500,218800,245800,233800,254100,242600,150200,197000,256900
145,17.04277,761.5834,[M+HCOO]-,SM 35:1;2O,84330,123400,114000,87940,67850,61460,68690,93500,66470,68120,93710,96530
146,15.36702,759.5641,[M+HCOO]-,SM 35:2;2O,10970,19030,15660,11610,11680,12450,10490,16490,10340,10300,10950,16540
147,18.0554,775.5893,[M+HCOO]-,SM 36:1;2O,24720,32080,36930,24510,22500,25150,24190,32740,23050,19840,19620,31920
148,17.01143,775.5972,[M+HCOO]-,SM 36:1;2O,31370,34070,28800,28420,28980,25220,21530,31720,21010,19590,26430,24660
149,16.25313,773.5788,[M+HCOO]-,SM 36:2;2O,191200,253800,233600,177300,172300,204400,173700,231200,200100,156600,160300,230100
150,14.69987,771.5663,[M+HCOO]-,SM 36:3;2O,10610,8412,8346,5781,8917,5578,8976,8830,5567,6589,7450,11090
151,20.27997,803.6342,[M+HCOO]-,SM 38:1;2O,18560,46330,39290,29780,27290,24240,22360,27060,29150,16070,23130,28180
152,22.28538,831.6613,[M+HCOO]-,SM 40:1;2O,138600,260000,233700,152100,145400,126000,178800,201400,153200,120200,152100,219000
153,20.12297,829.6487,[M+HCOO]-,SM 40:2;2O,58650,77960,75890,58690,51450,54570,51380,73270,55500,51750,54670,70760
154,20.76077,829.649,[M+HCOO]-,SM 40:2;2O,44260,64400,54270,42950,43460,38520,36230,53310,38640,32890,42790,58450
155,22.97835,845.6786,[M+HCOO]-,SM 41:1;2O,32210,62430,62840,38030,37970,35390,43780,51790,37200,30170,41300,53800
156,21.16158,843.6529,[M+HCOO]-,SM 41:2;2O,48070,58120,64870,40860,388.8,37790,32750,52350,29300,45830,52350,66920
157,23.42617,859.6928,[M+HCOO]-,SM 42:1;2O,249000,515000,448600,403000,318000,286500,370400,424400,355100,229100,364700,498800
158,22.56887,859.6924,[M+HCOO]-,SM 42:1;2O|SM 18:0;2O/24:1,63780,90670,84930,42030,38310,43960,41170,51840,44290,55300,62920,84300
159,22.60053,857.6789,[M+HCOO]-,SM 42:2;2O,110300,130300,126000,103000,93180,103700,84510,128000,103200,101700,104400,141600
160,22.05172,857.6748,[M+HCOO]-,SM 42:2;2O|SM 18:1;2O/24:1,1291000,1768000,1659000,791800,807500,765300,788600,1046000,845100,1091000,1167000,1599000
161,20.4173,855.6636,[M+HCOO]-,SM 42:3;2O,204200,268100,251500,160400,149300,143000,136600,150100,148900,166300,172500,245300
162,22.25405,883.6898,[M+HCOO]-,SM 44:3;2O,47510,62100,54510,20270,20460,21740,19910,26680,21750,34650,30800,55610
