"subclass","COS7OA_1","COS7OA_2","COS7OA_3","COSOADGAT1i_1","COSOADGAT1i_2","COSOADGAT1i_3"
"SPH(16:1)",35500000,21800000,18600000,11200000,29400000,12200000
"SPH(18:0)",163700000,99875022.337,180900000,157600000,188200000,100100000
"SPH(18:1)",14800000,9209775.627,7724662.154,9355636.372,33400000,NA
"SPH(20:0)",77300000,49900000,78700000,69200000,85600000,71900000
"SPH(20:1)",16651147.204,14559209.562,11422440.075,11935105.805,25027544.876,10774026.949
"SPH(20:2)",1229071.48,1000855.954,1114154.665,755728.529,4095056.526,112730.884
"SPH(22:0)",3.6e+08,1.97e+08,2.51e+08,2.59e+08,2.32e+08,3.47e+08
"SPH(22:2)",7291124.31,4246903.196,6031221.842,3818450.508,5786037.405,2302280.73
"SPH(24:0)",4973213.785,717796.517,1073404.488,1331793.819,2177472.095,926476.427
"TG(24:0)",21600000,18700000,2345915.75,1707109.1,7867633.735,6593790.654
"TG(26:0)",16251152.539,294291.345,6596940.4837,463770.0804,56919150.1,182244.915
"TG(32:0)",19300000,444875.457,542634.353,843626.214,457765.0509,262038.53
"TG(32:1)",26800000,NA,138217.913,48426.9,5886221.738,29540.6433
"TG(34:0)",37400000,21140.8638,146798.4798,55714.4298,329099.8395,39027.23
"TG(34:1)",27425375.708,1214375.4,6540302.332,1636729.311,344598.492,2212201.138
"TG(34:2)",38821794.0225,1633992.111,16904490.406,25340797.714,103795736.0752,24400000
"TG(34:3)",13400000,0.307,139285.766,NA,6690644.791,NA
"TG(36:0)",27629759.962,11097358.706,21247220.816,14916563.55,82800000,15253782.896
"TG(36:1)",100752172.495,1050622.5804,15133019.9817,1856968.603,9229559.07,1633813.258
"TG(36:2)",19100000,NA,102878.38,NA,NA,16106.82
"TG(36:3)",8940029.148,NA,NA,0.337,NA,NA
"TG(38:0)",11200000,8343965.574,9682214.301,9335641.711,1.92e+08,7843478.506
"TG(38:2)",13100000,10600000,16400000,132260.73,8328178.234,174922.618
"TG(38:4)",17800000,15700000,2e+07,43600000,1.41e+08,46600000
"TG(38:5)",58600000,45900000,69300000,89500000,3.27e+08,96900000
"TG(38:6)",4039042.668,2337125.925,1197178.739,6550433.96,24500000,12200000
"TG(40:0)",39900000,25354136.299,32500000,35100000,207700000,24363133.44
"TG(40:1)",12800000,1337432.715,1803909.872,296244.27,5770484.097,832951.994
"TG(40:2)",9242252.188,13500000,2.1e+07,81431.51,NA,NA
"TG(40:4)",6723944.279,4111517.808,6591451.145,2916857.162,1560126.628,3290290.693
"TG(40:5)",20100000,15600000,25500000,80200000,3.06e+08,90800000
"TG(40:6)",2.4e+07,17600000,27100000,57800000,2.09e+08,60700000
"TG(40:7)",47800000,45900000,69400000,88600000,2.59e+08,88800000
"TG(42:0)",31800000,24600000,19600000,34200000,80100000,33500000
"TG(42:1)",4.7e+07,9272301.829,1.6e+07,3848288.904,9428404.681,4449103.492
"TG(42:2)",12600000,5942100.232,11600000,734006.894,4136634.457,1024685.086
"TG(42:4)",1592464.729,1143191.65,2811222.215,8207713.848,11200000,9326290.973
"TG(42:5)",11100000,9419589.18,14400000,57100000,1.51e+08,57900000
"TG(42:6)",2e+07,16500000,27400000,65500000,2.53e+08,63100000
"TG(44:0)",43900000,55200000,30800000,73400000,1.61e+08,43500000
"TG(44:1)",32100000,23700000,25500000,18300000,26300000,21400000
"TG(44:2)",2441687.565,9993624.721,14900000,470148.963,20300000,NA
"TG(44:5)",970321.128,2904396.976,2704470.816,7748079.366,10100000,8135322.567
"TG(44:6)",16700000,732757.827,2300985.312,4307285.353,10700000,4511072.474
"TG(44:8)",262833.67,400522.583,823183.055,313910.95,20700000,646173.86
"TG(46:0)",1.67e+08,66200000,70300000,1.22e+08,1.5e+08,1.21e+08
"TG(46:1)",1.16e+08,6.3e+07,83800000,50200000,82900000,60300000
"TG(46:2)",65800000,53400000,73200000,6744119.659,20900000,7630551.555
"TG(48:0)",62500000,181060.8792,690277.4184,NA,NA,202650.795
"TG(48:1)",6.67e+08,2.37e+08,3.15e+08,1.44e+08,2.19e+08,1.24e+08
"TG(48:2)",308500000,210200000,305600000,96202659.426,217200000,95489642.679
"TG(48:3)",44200000,39600000,4.6e+07,27700000,5.5e+07,22800000
"TG(50:0)",2.86e+08,9.3e+07,9.8e+07,86100000,64800000,71300000
"TG(50:1)",2602100000,617500000,849500000,253837452.397,647044669.181,253300000
"TG(50:2)",3214932221.629,1806781377.0976,2512579963.7239,304162658.9875,341967538.666,351738812.599
"TG(50:3)",538100000,376198748.235,577108297.305,146100000,265400000,122847289.22
"TG(50:4)",67900000,85400000,113900000,32700000,138500000,37600000
"TG(50:5)",11200000,15700000,28300000,7795044.567,3363889.575,8016361.351
"TG(52:0)",11900000,4.5e+07,14500000,11100000,1.4e+07,492396.015
"TG(52:1)",1183900000,389800000,578700000,174200000,162067825.424,158106020.467
"TG(52:2)",8.115e+09,4.857e+09,5.82e+09,1130100000,1366678303.257,1211300000
"TG(52:3)",4912200000,4678180925.945,6158113830.077,666448609.132,1714116440.556,698401108.231
"TG(52:4)",629100000,437705841.0144,529892569.948,224942883.3158,800027609.5082,224800002.284
"TG(52:5)",388200000,368900000,499600000,1.36e+08,4.71e+08,145600000
"TG(52:6)",48156881.372,64793421.11,99040844.768,24986483.434,61300000,26630155.778
"TG(52:7)",4936556.479,13500000,20300000,6976394.934,20200000,7145020.951
"TG(54:0)",24100000,51200000,28200000,22700000,22100000,18200000
"TG(54:1)",3312591.762,13100000,966268.4382,NA,0.754,NA
"TG(54:2)",4.46e+09,4.2e+09,5.64e+09,4.42e+08,3.33e+08,4.77e+08
"TG(54:3)",41185700000,44877000017.226,54229175843.95,7961600000,8264298606.361,8.751e+09
"TG(54:4)",5147030096.123,5431300000,7352600000,712210225.955,1430237340.42,721280555.0179
"TG(54:5)",1660400000,1619400000,1969814437.5368,502400000,1825467542.2696,525070130.209
"TG(54:6)",351100000,6.17e+08,9.38e+08,157100000,2.17e+09,205600000
"TG(54:7)",82200000,105749776.268,208100000,30400000,4.9e+08,74200000
"TG(54:8)",22300000,30318618.0475,51082153.68,17465289.799,102600000,18020254.3383
"TG(56:1)",4387205.598,16800000,757574.3568,1186150.935,1450995.198,1468782.673
"TG(56:10)",5701895.462,11300000,14900000,4566674.651,10800000,4482354.196
"TG(56:2)",2.64e+08,2.12e+08,2.98e+08,27800000,12900000,29400000
"TG(56:3)",7301984.562,4667630.566,13200000,364140.826,NA,205329.433
"TG(56:4)",1081400000,1.284e+09,1592500000,239900000,259300000,242500000
"TG(56:5)",4582400000,4705800000,6057900000,945266350.599,1399123016.42,1172131869.083
"TG(56:6)",8244400000,7.844e+09,9872600000,1714600000,3.062e+09,2049200000
"TG(56:7)",2.406e+09,2.886e+09,3.96e+09,6.9e+08,1.128e+09,8.19e+08
"TG(56:8)",3.99e+08,4.75e+08,6.95e+08,1.44e+08,2.71e+08,1.4e+08
"TG(56:9)",32600000,39700000,53900000,19300000,43100000,2.2e+07
"TG(58:10)",1.06e+08,1.28e+08,1.77e+08,48300000,1.09e+08,60700000
"TG(58:11)",62300000,66199166.846,93600000,22544533.689,47598495.652,26731167.81
"TG(58:2)",59200000,149400000,1.45e+08,11053425.794,11005709.7214,3118170.619
"TG(58:3)",2.18e+09,2.41e+09,3.75e+09,1.5e+08,69700000,1.44e+08
"TG(58:4)",5.27e+08,5.67e+08,7.65e+08,84100000,62900000,88900000
"TG(58:5)",1256500000,1639100000,2254100000,245304042.507,267773009.268,270168543.791
"TG(58:6)",4019100000,4204900000,5423200000,1295550334.433,1792783820.612,1465763294.88
"TG(58:7)",5123900000,5589800000,6893300000,1657237720.63,2646100994.539,1936874416.17
"TG(58:8)",782857.3653,2418016.282,3943206.203,188913.375,NA,386685.225
"TG(58:9)",5.62e+08,8e+08,1.08e+09,1.81e+08,4.34e+08,2.2e+08
"TG(60:10)",618400000,741700000,1023200000,254675528.239,546121328.859,333700000
"TG(60:11)",5.75e+08,5.33e+08,9.39e+08,1.46e+08,2.76e+08,2.48e+08
"TG(60:12)",8.1e+07,85100000,1.54e+08,37500000,85800000,34900000
"TG(60:2)",32762598.239,56900000,52400000,15550500.001,2448330.134,145165.442
"TG(60:3)",1844903.678,52800000,44800000,1945718.956,298353.016,NA
"TG(60:4)",24600000,16700000,44700000,176981.684,NA,203129.938
"TG(60:5)",3.1e+08,3.29e+08,5.47e+08,67700000,49500000,68900000
"TG(60:6)",1.75e+09,1.98e+09,2.7e+09,3.46e+08,3.83e+08,3.77e+08
"TG(60:7)",4e+09,4.53e+09,6.17e+09,8.19e+08,1.24e+09,8.2e+08
"TG(60:8)",7.11e+08,8.12e+08,1.094e+09,3.12e+08,4.76e+08,3.7e+08
"TG(60:9)",3.47e+08,5.99e+08,9.62e+08,398200000,564800000,5e+08
"TG(62:10)",3.38e+08,3.53e+08,4.64e+08,2.62e+08,3.82e+08,2.49e+08
"TG(62:11)",2.3e+08,2.73e+08,3.45e+08,1.44e+08,2.56e+08,1.63e+08
"TG(62:12)",2.37e+08,2.98e+08,4.28e+08,1.15e+08,2.54e+08,1.33e+08
"TG(62:13)",1.59e+08,1.92e+08,2.6e+08,43100000,90100000,44500000
"TG(62:3)",38900000,1.9e+08,2.03e+08,6127949.441,4504963.53,380385.92
"TG(62:4)",24200000,72600000,74600000,657342.0227,336143.685,217733.197
"TG(62:5)",36700000,41800000,57700000,6196243.942,1498304.49,4353975.82
"TG(62:6)",330400000,366500000,519400000,65818641.806,60494956.067,47049466.302
"TG(62:7)",581228267.398,645219538.02,995679933.179,119306838.1007,125781880.885,124032764.242
"TG(62:8)",2.1e+08,2.53e+08,3.55e+08,83100000,126800000,96800000
"TG(62:9)",1.87e+08,2.24e+08,2.81e+08,1.7e+08,2.85e+08,1.91e+08
"TG(64:10)",1.01e+08,1.04e+08,1.45e+08,1.17e+08,1.94e+08,1.05e+08
"TG(64:11)",68500000,96900000,1.12e+08,68600000,90100000,1.16e+08
"TG(64:12)",1.33e+08,1.73e+08,2.33e+08,66400000,1.07e+08,69800000
"TG(64:3)",NA,5341847.699,4215088.295,NA,NA,NA
"TG(64:7)",1.02e+08,89500000,1.74e+08,18600000,7922995.476,23400000
"TG(64:8)",48900000,60100000,66800000,21200000,24900000,21200000
"TG(64:9)",21400000,23400000,27600000,56400000,82900000,64600000
"TG(66:12)",9393251.264,7222084.023,13800000,3863293.166,6668429.087,4247184
"TG(66:8)",13600000,1.7e+07,27400000,4288983.177,5748120.1,6171470.343
"TG(66:9)",16200000,17500000,24400000,12900000,1.7e+07,13400000
