"subclass","COS7OA_1","COS7OA_2","COS7OA_3","COS7OADGAT1.2i_1","COS7OADGAT1.2i_2","COS7OADGAT1.2i_3","COSOADGAT1i_1","COSOADGAT1i_2","COSOADGAT1i_3","COSOADGAT2i_1","COSOADGAT2i_2","COSOADGAT2i_3"
"PE(36:2)",2203862499.1459,2227971113.8187,3540216272.3745,2916102658.3901,1475794283.7778,3638411984.0314,1700931542.8519,3759524649.7132,1920944368.721,2148778591.7402,3815735385.1288,4386204465.5934
"PE(36:3)",222666717.589,300737365.963,377420663.89,283336597.13,180107720.729,416490737.665,210494263.4321,340546870.583,241668402.979,219134288.459,326883270.088,307885506.15
"PE(36:4)",810996985.535,771608211.3002,1175183028.237,1157111477.0667,560636799.555,1351750569.114,788278800.386,1438357800.579,785939536.5259,741486059.766,1254959975.275,1321845616.8521
"PE(36:5)",313063097.416,486638684.155,562718228.336,375672523.164,330876645.803,527712590.807,461043164.219,238165341.182,452093843.494,346633463.502,481271599.571,330823661.128
"PE(36:6)",28587980.487,46332666.205,50458036.01,34386422.824,31610127.229,49688941.132,50461399.79,26713174.134,51685293.942,38643340.6,59814377.076,37887507.159
"PE(36:7)",758332.909,1322930.673,1646219.6,956429.479,866996.088,1542238.435,1023332.558,275160.599,1069941.368,632693.235,1586447.384,447632.472
"PE(38:1)",39238044.781,57567726.271,31352711.289,34800000,26297332.693,34219852.095,21085515.83,8524519.976,19875659.678,12778051.969,20888548.157,17757858.094
"PE(38:2)",371623591.171,386759126.553,557553076.241,598453919.49,284406641.304,816138778.505,354349919.78,831084182.597,387000803.801,407040538.998,651830159.376,741462913.104
"PE(38:3)",334556352.966,396370591.825,591500000,677112980.667,336546210.578,728992425.615,450913908.698,682105446.979,464441183.826,334059856.731,588776688.272,626675965.073
"PE(38:4)",1516166414.047,1379677946.586,2101255937.71,2103220722.197,941423445.096,2871590978.287,1319753381.457,3195242542.108,1326411248.183,1365632096.209,2302009244.249,2594067191.902
"PE(38:5)",1842969647.838,1992030741.4062,2884283704.452,2686390321.027,1375703908.8973,2942346318.655,1942761575.5896,2985037399.829,1926621347.154,1724070831.842,2929156213.371,3088613767.437
"PE(38:6)",686748060.258,844352776.154,1064917353.171,835627256.8734,601647310.359,1142088422.4036,806337309.724,837566568.379,744593980.4618,653500667.023,1014440968.733,813096587.0195
"PE(38:7)",107300225.797,156941858.263,190068326.068,128300067.704,122102688.368,192122126.309,123888085.486,51670290.652,131897450.744,95127285.444,131552958.736,72687819.203
"PE(38:8)",287784.1983,1222322.249,1209031.859,824819.425,379046.502,923673.075,NA,NA,480185.1699,345513.1773,296867.4867,151429.665
"PE(40:1)",1719412.77,2975038.144,3119495.172,117688.6761,165441.4554,2942265.318,80516.3721,750818.5098,39192.7302,751479.7263,656539.7913,717793.4787
"PE(40:2)",104900000,106700000,146900000,100900000,47844457.143,109581422.225,58674179.39,110325410.905,67774908.756,116600000,1.65e+08,200200000
"PE(40:3)",17947791.339,22045437.669,33348922.767,36910522.241,19454109.734,55615227.629,24665739.031,48537438.016,25175514.069,18875313.621,35228709.406,34249951.4811
"PE(40:4)",104224933.983,97327733.695,153874855.157,163208909.6849,81823641.111,265345951.944,110658992.458,291481939.293,125022734.609,102964262.221,163141981.001,170459165.619
"PE(40:5)",443954955.601,474072695.618,637507767.156,750272411.747,352100194.909,1026726193.131,510551111.278,1044295930.892,497976391.693,420064366.36,685990404.619,757725431.861
"PE(40:6)",823600000,909700000,1331500000,1362200000,675395682.979,1711300000,9.53e+08,1654500000,947300000,815600000,1365300000,1415700000
"PE(40:7)",721167313.581,817301150.3393,1145116059.5343,807957935.7095,450413836.373,1129893077.2074,619285238.306,1042749155.978,596120995.927,652349197.867,1075834902.559,1097141966.874
"PE(40:8)",126696419.501,214853042.851,250341798.104,141610399.616,127053566.276,224089043.849,93952010.84,55208517.585,97179072.008,81952265.17,133406071.915,92600674.772
"PE(42:1)",8718799.531,9971455.602,1.6e+07,18200000,6035165.187,1949692.563,4422054.229,2442381.764,7572302.068,1.4e+07,2.3e+07,24200000
"PE(42:10)",2738114.907,4628161.6,4684787.309,3070680.397,2907494.282,4164688.537,6061077.277,2674911.539,7431724.84,3976281.443,7360454.249,3877530.088
"PE(42:2)",23800000,32500000,37900000,13500000,16600000,2.6e+07,11300000,5697051.268,7235582.752,5679219.258,6118609.851,5715016.986
"PE(42:3)",4631299.421,8946803.823,8434128.674,4118772.927,5221971.135,6504657.188,3119156.935,2402812.39,2913573.57,3199949.656,4334589.795,4803564.634
"PE(42:4)",2617589.2072,3597906.019,5224483.524,2457106.0025,2328888.6322,3477923.506,4060161.333,1465967.7944,4800669.6572,1764243.8022,4777950.1501,2154519.8913
"PE(42:5)",12193873.746,17099290.935,25243713.086,22274631.858,11169604.001,33177657.946,20675799.221,32369032.047,17226402.546,16299698.527,28170880.611,27651412.285
"PE(42:6)",13908847.843,19575763.47,29315737.439,25233400.685,12318902.839,28896372.739,26831464.14,32793493.294,27880972.786,27827983.556,37373662.351,28908311.768
"PE(42:7)",32106312.046,37086515.892,53530307.649,44513130.59,26153086.1903,64466088.0604,34187095.8145,55243610.056,32162814.7494,35415214.681,50154356.416,46873277.942
"PE(42:8)",50374.1667,62126.7204,32099.9109,50084.655,19373.319,80927.481,2369276.03,760267.495,2075167.2,712875.3987,1464490.023,1476872.952
"PE(42:9)",1316654.505,2414141.226,2473091.469,1298204.883,1500201.516,2343042.845,5801923.757,2451269.347,6328359.16,3306722.425,5336161.368,3302746.16
"PE(44:12)",168734.689,374957.868,454825.302,150121.247,98356.694,191125.2168,680685.5688,391163.857,924235.189,725343.428,1153331.787,555314.68
"PE(44:2)",2311043.72,3244344.571,3755008.811,1049884.661,1456807.767,2624353.997,1849010.145,803213.104,411960.84,574569.268,480021.777,789484.477
"PE(44:4)",992786.844,1995352.971,1727480.326,524217.885,728872.625,1157791.839,1916079.159,745202.313,1141777.282,718966.01,954221.176,863687.044
"PE(44:5)",2054463.1,3084398.22,3391588.338,1421691.73,1637983.612,2535932.272,2372467.913,1368386.298,3591908.825,1391034.718,4048334.755,1495194.699
"PE(44:6)",2316589.018,4635561.049,5407038.911,2852022.105,2636554.852,4437541.741,1925630.143,812211.072,1911234.576,1158989.162,1956791.236,1140330.611
"PE(44:7)",2357130.672,4820963.141,5364720.181,3367955.295,2799907.071,3823635.917,1946383.82,850312.525,1817537.342,1710753.434,2198155.924,844279.682
"PE(46:7)",1025772.5,1773136.297,2030357.206,304799.766,732257.568,1500360.257,237164.474,65752.821,392256.43,129474.954,324862.808,44538.883
"PG(30:0)",2700439.005,3969482.685,5258693.592,1134101.552,2152258.304,2311831.255,7719851.554,4455657.115,4392598.807,3036883.43,4208778.095,4390157.273
"PG(32:0)",25900000,28300000,44300000,9145628.011,19600000,15100000,73100000,42100000,27700000,23800000,27800000,35700000
"PG(32:1)",4432501.217,8278948.0465,10885059.9251,4028210.4753,4741688.5087,4051967.5951,17179912.0953,8802894.9025,8559983.9564,5352864.4062,11425498.3931,10212645.764
"PG(34:0)",1958492.015,1734303.18,3655425.271,1065399.096,1727276.821,1310349.364,5388894.423,2920944.773,1727362.147,1325033.262,1806393.038,1836708.083
"PG(34:1)",152700000,231700000,294600000,184600000,159100000,200400000,286900000,156700000,190600000,153900000,198200000,171400000
"PG(34:2)",1822648.368,3908573.22,5509946.702,4882258.84,2007603.767,3251363.445,5489179.569,2733166.461,4236675.06,2655826.327,3865323.533,3376393.685
"PG(36:1)",23900000,39600000,40600000,26100000,21600000,32100000,30600000,12500000,23400000,15300000,23500000,1.6e+07
"PG(36:2)",143500000,182700000,230600000,163799458.986,123100000,168400000,120007938.527,77500000,125200000,9.3e+07,128400000,103900000
"PG(36:3)",7333089.849,13400000,17900000,12100000,8835376.596,12100000,7470511.686,3521400.514,8042983.579,4873565.737,7614866.339,4309148.213
"PG(38:2)",1731459.939,3029914.402,3552876.554,1970303.626,1870246.045,2645707.795,4574815.318,802349.9727,2303733.587,970763.1549,447037.5906,1347398.953
"PG(38:4)",3977264.238,9299714.556,11600000,8038175.207,6131100.9,8156336.645,7716192.138,3337052.684,9722841.573,4330935.838,9317853.827,5055982.503
"PG(38:5)",2.7e+07,2.8e+07,33100000,12800000,7307538.28,15100000,10800000,14300000,9424356.901,21800000,37200000,47300000
"PG(38:6)",2827000.818,5113464.369,6257279.992,4423010.419,3524668.149,4959463.16,8123173.408,3637126.134,10099971.012,5710675.762,9563777.973,5645104.728
"PG(40:5)",3916821.257,6322679.662,1e+07,7074659.655,4721877.232,7297176.014,1.2e+07,5199426.093,11100000,6686051.764,1.1e+07,6883061.875
"PG(40:6)",8047656.851,6798046.385,12800000,19400000,1e+07,26300000,12600000,2.8e+07,13800000,7324050.81,12200000,14700000
"PG(40:7)",53029342.6396,93096104.327,124039725.9478,78801536.4901,66032268.103,77496474.988,113939638.2071,55740389.872,142339409.902,81093950.5519,133593337.618,73554199.6794
"PG(40:8)",2012918.792,1991677.569,3104196.489,8195607.021,2040211.156,6164698.48,4485800.095,19700000,4920185.845,1572158.147,2651329.961,4208312.031
"PG(40:9)",90180.088,256734.667,75552.7164,61863.641,99985.732,204079.836,1006242.204,556060.149,1331444.737,699798.534,1376825.378,740642.324
"PG(42:10)",4470861.467,3963315.849,5536788.856,18200000,9176058.802,34100000,13300000,37100000,11900000,3357522.542,5974615.233,7072585.298
"PG(42:11)",328440.854,590700.833,766655.508,4564826.209,2187726.676,9723748.026,3251245.953,8218839.418,2986327.018,548981.992,1043587.154,1175872.922
"PG(42:8)",541983.746,1299567.925,2048054.023,1114786.198,743049.6912,1626008.633,4385957.263,1932606.5371,4957385.181,2306630.5577,5711243.047,2513894.317
"PG(42:9)",2864368.62,1692264.683,2457440.742,6639567.879,3197901.146,11400000,4993352.289,12800000,3981344.176,1502585.695,2768993.019,3031332.727
"PG(44:10)",1007444.68,1294494.61,2736443.309,3012055.434,2042610.645,4234442.956,8896407.12,6276968.332,10943727.458,5582025.657,9728344.098,5377078.171
"PG(44:11)",2722777.39,2296986.624,3134131.802,1.4e+07,6758915.859,23800000,8884327.675,23100000,9817298.704,2294356.236,3509508.009,4152119.204
"PG(44:12)",1.3e+07,25800000,3.1e+07,28900000,15300000,3.1e+07,7.5e+07,23600000,1.91e+08,66800000,2.41e+08,36700000
"PG(44:9)",65025.254,185232.382,332762.153,133100.941,130432.512,233684.353,1403741.737,626870.774,1810720.045,968822.628,1704470.699,846128.906
"PI(32:3)",511405.407,1037411.941,242652.5991,500750.501,227348.535,1425822.069,1480134.603,762666.537,479567.2761,347405.4261,88708.4958,1291908.59
"PI(34:1)",4597537.29,6192618.89,9445028.037,10637435.747,9072525.987,3079123.887,28058717.4549,7794023.4611,4123673.125,5052452.587,1936266.8901,8703686.185
"PI(34:2)",605249.058,826072.391,1545206.079,89366.622,40430.8818,262512.355,5008639.94,976573.168,291257.031,321712.842,191006.3133,389967.671
"PI(36:1)",38100000,39900000,73800000,15600000,27900000,20100000,1.57e+08,65600000,11700000,15100000,11100000,21200000
"PI(36:2)",5666968.648,6771872.0015,6668277.933,2641577.193,4730369.1835,880016.3759,25385567.1873,9661398.9256,2254257.2684,3585468.6688,2390226.0358,4509954.2714
"PI(36:3)",4531838.368,7221225.888,7847146.653,22100283.381,10057707.745,8196272.937,25904009.732,16154386.123,20987778.309,14474134.041,22653199.236,19534159.903
"PI(36:4)",2515796.799,3306336.362,4998042.315,1637782.629,1793113.919,2074863.984,12400000,4920136.722,2393073.216,3260706.611,3006030.932,4209807.732
"PI(38:1)",NA,21041.73,114065.241,15558.4074,19856.8794,4846.4208,1210595.381,357648.1794,NA,14345.964,NA,57515.8518
"PI(38:2)",1103544.612,1321481.492,2467523.238,102467.332,635127.149,328938.245,11500000,3836768.448,362866.396,596922.324,480535.511,1131531.368
"PI(38:3)",4636913.941,6752181.289,8857628.373,9714983.887,5760949.776,2288871.8124,14015131.733,5550574.1743,2260499.496,4712431.29,4302432.965,7541955.775
"PI(38:4)",73283221.075,85103819.2142,141070768.785,58087983.906,74932389.276,62734918.904,198150793.5994,82070095.8804,35942488.3711,45395325.5464,33674836.407,52277294.8964
"PI(38:5)",70200000,89900000,109800000,39700000,68500000,5e+07,301486477.556,139900000,106700000,113900000,115500000,137500000
"PI(38:6)",3050621.216,3694910.346,6056700.507,782274.7497,2764268.731,3024455.013,18956857.117,8823002.097,7946767.91,6791030.165,8990582.209,8154160.445
"PI(40:4)",436538.004,567221.117,625919.6199,406243.379,460398.83,585297.029,1442273.927,980428.936,319451.2575,518814.921,119682.69,515269.456
"PI(40:5)",6685152.939,8964002.4162,13009499.903,14246279.06,9179017.913,3917912.981,26013394.983,10361288.735,4343945.8955,6641978.622,6272638.7721,10969320.381
"PI(40:6)",6432082.125,12378118.527,11158236.728,14148290.269,8143270.39,2766434.793,19343381.065,6601362.391,6571334.628,14320673.458,13832535.031,19875348.249
"PI(40:7)",2866899.388,3426418.556,5319648.008,1820640.22,2668630.971,2941594.857,8340161.847,3372167.468,2900260.295,2954245.12,3644517.268,2856477.479
"PI(40:9)",2395923.079,3651025.01,3356953.314,2374799.896,2610844.356,3252930.519,3516448.7,1689535.66,2829083.529,2378362.626,3009045.012,2074496.837
"PS(22:0)",340618.809,781109.598,491093.446,4552006.491,33764.346,445017.95,510620.633,133062.873,NA,28402.4838,24824.696,394201.42
"PS(24:0)",NA,NA,NA,13400000,103413.367,1558530.185,NA,NA,NA,355233.54,1220147.128,103580.411
"PS(24:1)",20836.752,19724.3016,16862.742,2943143.683,4798.988,15558.126,60112.3482,15658.4886,62238.6189,23505.1161,7100.8938,7821.6072
"PS(26:0)",NA,4642.4202,19389.1932,6552201.974,53834.012,3076629.875,67635.967,6922.2258,NA,980664.186,2019123.073,92936.246
"PS(26:1)",4519808.202,8521678.285,7827756.491,4387808.252,2671336.69,3486665.4,6741764.164,4476956.903,2688342.748,3254142.129,854603.208,5945809.393
"PS(26:2)",4638303.387,10100000,9885774.408,5090789.182,4797887.583,5225950.861,8784401.972,6980937.425,3117022.073,3629783.28,1134836.211,8090515.543
"PS(28:0)",NA,15027.2688,NA,6633265.279,89892.612,300813.6522,28515.6192,5256.147,NA,29837.157,595338.0924,41964.581
"PS(34:2)",2411102.055,2556519.032,3421536.704,2191761.953,1889657.514,2674793.685,3116953.595,1773443.762,2621410.115,2256844.477,1633446.223,2075573.734
"PS(36:1)",564148.356,921833.603,1461718.297,4408074.506,2521877.109,3046718.571,3763972.584,1661448.255,5066920.986,856985.437,7065338.551,3295698.338
"PS(36:2)",4626339.804,4943883.3875,11719651.134,3468589.7567,3275788.317,3447215.0853,27011456.433,4646191.3894,3391031.8411,3343891.1903,3614232.2036,4730592.2721
"PS(36:3)",38648061.614,47713716.083,51647003.135,33828398.688,32698787.563,43462164.94,48700071.396,34189497.423,37901435.196,35770739.22,40506451.202,37011430.196
"PS(36:4)",9755169.438,16100000,17100000,9327503.641,10500000,14300000,1.7e+07,7778644.551,14800000,10800000,15100000,9786618.129
"PS(38:1)",42272497.14,76770045.603,94445116.59,45732277.891,54486794.788,81738367.239,77360820.451,39312734.694,85833830.219,49211926.239,8.3e+07,52559120.924
"PS(38:3)",70400000,1.02e+08,1.08e+08,55500000,65500000,82200000,1.02e+08,58100000,72900000,6e+07,62600000,59700000
"PS(38:4)",132748633.433,153826694.662,163704354.76,123059805.4,117640341.858,159770097.95,129386022.125,92758665.675,133762427.243,100362784.454,118055428.001,113460684.49
"PS(38:5)",12022975.919,20231359.555,23502723.318,13775174.948,13149235.117,20605433.582,16773073.658,5689785.6025,13890683.432,10917711.32,14566652.017,9737727.588
"PS(38:6)",6428743.981,11300000,12800000,6423420.82,7006522.967,10300000,11300000,5289017.792,11900000,6599017.515,11800000,7388998.381
"PS(38:7)",24300000,34700000,36800000,24900000,27400000,35900000,31800000,15600000,32900000,2.4e+07,32900000,20600000
"PS(40:1)",18200000,33800000,38700000,21200000,20200000,31500000,2.6e+07,1.3e+07,2.9e+07,1.7e+07,27100000,16200000
"PS(40:4)",15939117.111,24427070.362,27951755.022,17480848.287,16063955.042,24695147.479,21618811.382,10700178.165,19306415.721,13591139.665,18911858.845,15073751.445
"PS(40:6)",60062533.947,81477996.483,89809382.872,63100000,62214616.9462,80142742.495,88824871.478,48159502.3764,74445005.0181,55622173.645,75320273.3306,57961913.5589
"PS(40:7)",30114624.1746,52204532.1507,56992115.4275,33771804.4144,34800000,49619824.784,55104005.878,23708612.5186,5.2e+07,34026954.94,54900000,32677487.859
"PS(40:8)",33936159.183,47439203.133,53432443.533,34010834.867,37245908.218,51019291.225,44243119.838,21932392.141,46840193.235,33422745.656,49023868.976,28384068.246
"PS(40:9)",7575467.186,11500000,12500000,7799381.129,8174637.166,12500000,7526625.559,3326846.903,7934657.306,5065758.44,7665674.966,4180985.782
"PS(42:10)",7903464.487,12500000,13700000,9379406.293,9542839.347,12800000,5285678.59,2175718.808,5594132.877,4416905.258,5974487.807,3060035.643
"PS(42:6)",2499419.356,4238888.009,4990197.231,2698273.202,2332820.545,3857466.213,6092209.572,2699295.434,4292442.046,2800479.698,4299553.955,3092266.279
"PS(42:7)",8411023.343,14300000,15100000,8172214.826,9428702.259,11700000,15200000,8283256.622,13700000,10100000,14300000,9598258.026
"PS(42:8)",12861411.692,22210660.424,24400000,12297520.191,13725210.177,20246649.851,22799233.215,10607267.53,24021833.986,15083117.77,23548592.945,13645772.059
"PS(42:9)",23585549.095,36300000,35200000,26100000,28900000,34100000,27800000,14017140.245,31200000,22345228.218,3.3e+07,21641173.232
"PS(44:8)",1442232.038,1054895.126,1871731.301,6081801.842,3257629.111,1e+07,4889537.954,10900000,4880113.302,1082552.536,1509542.803,2442940.218
"SM(30:1)",3167490.204,3107325.203,4336974.113,5675899.562,2928724.901,8361375.096,3291746.219,9197097.837,4142807.632,2305294.746,5898350.169,5897392.732
"SM(32:0)",34400000,26300000,39100000,4.3e+07,22300000,5.5e+07,26600000,5.4e+07,30700000,24600000,44600000,52800000
"SM(32:1)",325277036.279,306970672.246,407246542.741,494598528.761,261886443.973,631064577.536,315803580.978,626220032.525,305164176.976,263670311.752,505423107.51,520630276.246
"SM(32:2)",8240675.461,9149582.903,12800000,1.5e+07,7535987.027,29500000,9182389.011,22500000,11300000,6345959.08,15800000,16200000
"SM(34:0)",4.84e+08,3.01e+08,4.86e+08,7.58e+08,3.24e+08,7.33e+08,3.73e+08,7.46e+08,4.19e+08,3.01e+08,5.79e+08,6.82e+08
"SM(34:1)",8207500000,7032185224.933,10555427384.447,10823363861.123,5571616284.78,12253348805.219,7201903739.968,11481929476.564,7922047895.232,5832058863.632,10613848666.43,12374794812.958
"SM(34:2)",378045563.053,326119117.436,353960538.669,425700000,214641692.978,595800000,343484787.601,799800000,307846220.668,207736739.192,408300000,452500000
"SM(34:5)",704600.408,365922.725,330619.898,2444965.657,138516.74,134436.299,2165358.669,1376957.361,382815.288,988177.993,427757.993,161194.073
"SM(36:0)",25300000,13600000,23300000,22300000,10900000,32900000,16600000,34600000,16300000,13800000,25500000,31800000
"SM(36:1)",6.08e+08,3.87e+08,7.15e+08,6.86e+08,3.38e+08,7.47e+08,4.29e+08,6.97e+08,4.61e+08,4.75e+08,7.85e+08,9.19e+08
"SM(36:2)",3.26e+08,3.36e+08,66200000,6.56e+08,2.49e+08,1.61e+09,3.9e+08,7.14e+08,4.23e+08,2.37e+08,5.7e+08,9.5e+07
"SM(36:3)",3639312.701,8718369.29,1.1e+07,19200000,9604339.588,30300000,13900000,31100000,13100000,1841946.755,9118252.93,17200000
"SM(36:5)",9579141.652,7283628.825,488868.3663,453626.9139,7177152.832,11700000,8078603.215,12100000,8532860.484,1002428.315,3239702.912,15900000
"SM(38:1)",83600000,53100000,99300000,93100000,39300000,62600000,47700000,1.16e+08,53600000,59800000,1.17e+08,1.32e+08
"SM(38:2)",41300000,39500000,72200000,43900000,17900000,54200000,23500000,63100000,2.7e+07,33800000,83500000,1.12e+08
"SM(38:3)",6849348.784,10028714.132,14909422.148,12048712.845,5786906.37,14711913.748,8612850.4615,14059660.481,8245088.248,7811780.206,17475140.978,19977589.798
"SM(38:4)",28500000,38300000,42900000,43600000,32100000,31900000,38200000,33900000,38300000,40400000,47300000,44900000
"SM(40:1)",4.27e+08,3.26e+08,4.47e+08,3.68e+08,1.71e+08,3.67e+08,2.53e+08,3.27e+08,2.8e+08,3.37e+08,4.85e+08,5.94e+08
"SM(40:2)",2.29e+08,1.87e+08,3.29e+08,2.51e+08,9.9e+07,3.23e+08,1.27e+08,3.34e+08,1.38e+08,1.86e+08,3.76e+08,4.46e+08
"SM(40:3)",23700000,30300000,52400000,49400000,17400000,60700000,2.4e+07,60100000,25700000,27100000,59500000,77500000
"SM(42:1)",3.34e+08,3.09e+08,4.66e+08,3.75e+08,2.29e+08,2.61e+08,2.83e+08,2.26e+08,2.69e+08,3.54e+08,5.67e+08,6.82e+08
"SM(42:2)",3.493e+09,4.48e+09,6.4e+09,2.579e+09,1.5e+09,3.79e+09,1.604e+09,2.476e+09,2.15e+09,2.685e+09,6.402e+09,6.812e+09
"SM(42:3)",5.07e+08,4.43e+08,7.9e+08,5.4e+08,2.07e+08,7.49e+08,2.74e+08,8.26e+08,3.02e+08,4.28e+08,6.64e+08,1.14e+09
"SM(42:4)",24800000,21600000,32400000,49700000,21400000,73300000,26400000,81300000,28500000,22800000,46700000,45300000
"SM(42:5)",33600000,22600000,40600000,1.42e+08,52900000,2e+08,75900000,2.15e+08,79400000,20200000,43700000,51700000
"SM(42:6)",40500000,20200000,34300000,1.23e+08,4.7e+07,1.75e+08,7.8e+07,1.93e+08,81200000,16700000,30900000,38400000
"SM(44:2)",66200000,65400000,89100000,56900000,26182719.667,63400000,40719653.443,61400000,42089981.955,66700000,103600000,119100000
"SM(44:3)",1.04e+08,1.03e+08,1.67e+08,48300000,21400000,62500000,30200000,50500000,33600000,91500000,1.82e+08,2.1e+08
"SM(44:4)",4425346.411,5363026.202,12100000,12400000,2843906.41,17700000,6159596.098,19100000,6485512.069,6174696.246,9404287.549,14800000
"SM(44:5)",9624260.426,7633038.549,11700000,2.1e+07,9119572.869,29700000,12400000,3.2e+07,13500000,7127580.885,13800000,15400000
"SM(44:6)",48600000,65100000,1.1e+08,71600000,27300000,56400000,38100000,58900000,34200000,60500000,1.38e+08,1.59e+08
"SM(44:7)",12400000,1322114.828,2954445.916,10900000,4679565.109,13300000,5812668.585,1.3e+07,6181264.896,546089.522,2474869.193,1994587.498
"SPH(16:0)",4.15e+08,2.91e+08,4.47e+08,9.98e+08,4.39e+08,6.74e+08,3.6e+08,4.8e+08,4.34e+08,5.25e+08,6.74e+08,6.75e+08
"SPH(16:1)",35500000,21800000,18600000,14400000,9064710.286,17800000,11200000,29400000,12200000,12900000,14300000,9543792.827
"SPH(18:0)",163700000,99875022.337,180900000,385300000,171800000,263300000,157600000,188200000,100100000,202621897.063,2.59e+08,240400000
"SPH(18:1)",14800000,9209775.627,7724662.154,8393716.637,3022585.326,23100000,9355636.372,33400000,NA,4554238.18,6271872.443,2964372.931
"SPH(20:0)",77300000,49900000,78700000,1.89e+08,70600000,1.08e+08,69200000,85600000,71900000,94100000,1.18e+08,1.04e+08
"SPH(20:1)",16651147.204,14559209.562,11422440.075,12100000.338,6928680.544,65600000,11935105.805,25027544.876,10774026.949,6718775.2839,9614625.922,8718699.72
"SPH(20:2)",1229071.48,1000855.954,1114154.665,474806.065,545805.958,37400000,755728.529,4095056.526,112730.884,924336.209,21372.294,830148.949
"SPH(22:0)",3.6e+08,1.97e+08,2.51e+08,4.27e+08,2.56e+08,3.99e+08,2.59e+08,2.32e+08,3.47e+08,2.48e+08,4.45e+08,2.18e+08
"SPH(22:2)",7291124.31,4246903.196,6031221.842,2948672.93,2837384.274,6746099.543,3818450.508,5786037.405,2302280.73,6239897.46,7187466.643,5465378.934
"SPH(24:0)",4973213.785,717796.517,1073404.488,527455.287,837497.467,1019374.853,1331793.819,2177472.095,926476.427,521941.7,791909.556,622932.642
"TG(24:0)",21600000,18700000,2345915.75,3820588.365,84953.3643,963517.3941,1707109.1,7867633.735,6593790.654,89531.5572,4707119.71,112178.5911
"TG(26:0)",16251152.539,294291.345,6596940.4837,250629.6975,164287.958,67981976.8046,463770.0804,56919150.1,182244.915,361703.7519,579694.34,252159.8196
"TG(32:0)",19300000,444875.457,542634.353,29868.878,35358.0858,344306.1318,843626.214,457765.0509,262038.53,74297.199,73393.305,95740.0161
"TG(32:1)",26800000,NA,138217.913,26252.175,NA,1724871.75,48426.9,5886221.738,29540.6433,0.018,NA,NA
"TG(34:0)",37400000,21140.8638,146798.4798,NA,38567.58,100863.2625,55714.4298,329099.8395,39027.23,31847.19,NA,NA
"TG(34:1)",27425375.708,1214375.4,6540302.332,174869.2615,90377.055,423518.2824,1636729.311,344598.492,2212201.138,324559.226,446996.564,291316.912
"TG(34:2)",38821794.0225,1633992.111,16904490.406,39700000,19800000,244606168.315,25340797.714,103795736.0752,24400000,288169.1936,2878829.674,3877703.383
"TG(34:3)",13400000,0.307,139285.766,NA,39188.805,667859.8896,NA,6690644.791,NA,NA,NA,NA
"TG(36:0)",27629759.962,11097358.706,21247220.816,11982646.662,11460143.108,63931322.345,14916563.55,82800000,15253782.896,10675300.836,12859276.514,7228555.561
"TG(36:1)",100752172.495,1050622.5804,15133019.9817,359501.9754,263386.4804,2603925.7316,1856968.603,9229559.07,1633813.258,67451.827,268810.064,303441.6126
"TG(36:2)",19100000,NA,102878.38,NA,NA,NA,NA,NA,16106.82,NA,NA,NA
"TG(36:3)",8940029.148,NA,NA,NA,NA,NA,0.337,NA,NA,NA,NA,NA
"TG(38:0)",11200000,8343965.574,9682214.301,6502872.552,5874176.781,5908088.564,9335641.711,1.92e+08,7843478.506,12300000,7730359.308,6609545.598
"TG(38:2)",13100000,10600000,16400000,22165.304,365954.781,7483909.257,132260.73,8328178.234,174922.618,14800000,25600000,29600000
"TG(38:4)",17800000,15700000,2e+07,66200000,35300000,1.45e+08,43600000,1.41e+08,46600000,16700000,24700000,2.9e+07
"TG(38:5)",58600000,45900000,69300000,1.7e+08,83700000,4.63e+08,89500000,3.27e+08,96900000,5.3e+07,84300000,1.26e+08
"TG(38:6)",4039042.668,2337125.925,1197178.739,13700000,8209555.531,27200000,6550433.96,24500000,12200000,1924270.322,2467989.188,2789106.357
"TG(40:0)",39900000,25354136.299,32500000,15132390.424,9421686.78,5390508.9956,35100000,207700000,24363133.44,18019651.825,14991467.218,14732844.73
"TG(40:1)",12800000,1337432.715,1803909.872,1062071.041,1694463.823,5783593.733,296244.27,5770484.097,832951.994,1027373.936,1215409.738,834427.545
"TG(40:2)",9242252.188,13500000,2.1e+07,0.628,81579.976,NA,81431.51,NA,NA,16300000,28600000,34100000
"TG(40:4)",6723944.279,4111517.808,6591451.145,5386119.415,2606410.495,2585217.423,2916857.162,1560126.628,3290290.693,3776413.327,7557823.495,8113801.429
"TG(40:5)",20100000,15600000,25500000,1.42e+08,68700000,3.2e+08,80200000,3.06e+08,90800000,1.8e+07,29200000,34400000
"TG(40:6)",2.4e+07,17600000,27100000,98200000,44500000,2.12e+08,57800000,2.09e+08,60700000,1.9e+07,33100000,39700000
"TG(40:7)",47800000,45900000,69400000,1.41e+08,65800000,2.94e+08,88600000,2.59e+08,88800000,48700000,84300000,1.05e+08
"TG(42:0)",31800000,24600000,19600000,26300000,31200000,1.49e+08,34200000,80100000,33500000,27300000,22200000,21900000
"TG(42:1)",4.7e+07,9272301.829,1.6e+07,3580985.197,6499353.647,589934.0013,3848288.904,9428404.681,4449103.492,11100000,14800000,2e+07
"TG(42:2)",12600000,5942100.232,11600000,949339.836,349369.0794,3674302.877,734006.894,4136634.457,1024685.086,7057659.783,13100000,1.8e+07
