"subclass","OA_01","OA_02","OA_03","X1i_2i_01","X1i_2i_02","X1i_2i_03"
"PG(38:2)",36061848,38470128,33827956,21331816,24480182,25541299
"PG(38:3)",87063553,110170132,110159130,109048769,117753451,117137848
"PG(38:4)",6060689,6776253,7700175,5719595,6992622,5599357
"PG(38:5)",52975962,66776368,65676768,73601414,65643344,65489212
"PG(38:6)",16023796,16111695,13067348,14010442,19139047,17697406
"PG(38:7)",1695879,2017821,3492562,1435298,2324762,2506790
"PG(38:8)",1940654,2970330,1933952,1725601,1042243,585410
"PG(40:2)",12202172,19418076,20524758,9839747,11620977,13263189
"PG(40:3)",1930741,1569598,2125018,724011,1683751,812200
"PG(40:5)",34871093,34269949,35675283,33766646,41030133,37418110
"PG(40:6)",32481756,39867979,45447351,45184616,37334583,50787881
"PG(40:7)",303695811,307643034,295592367,284728839,355584945,299059135
"PG(40:8)",9710053,6908582,6877580,11087648,14872444,13706121
"PG(40:9)",4367077,3435077,3695161,11957987,9558806,7384380
"PG(42:10)",10697453,18704270,12107819,44574644,53659646,61113089
"PG(42:11)",17145032,14601962,14456693,24408690,23930561,22856793
"PG(42:2)",18354960,27057462,21045200,4316299,10047770,17486986
"PG(42:3)",301073,489740,457795,410414,1848247,237697
"PG(42:4)",265041,307683,568930,435464,560740,723955
"PG(42:6)",1851657,1214839,1688208,2671825,1291684,799564
"PG(42:7)",1243491,2477027,2316467,3253595,2492688,2780459
"PG(42:8)",25850634,44039292,36290805,22603825,44107041,44727887
"PG(42:9)",1948212,2526026,2046438,6456420,8272273,9259344
"PG(44:0)",1343494,1159523,1007762,1760215,2879366,2017658
"PG(44:10)",19674172,20627932,19975955,25222735,30108913,28932535
"PG(44:11)",11325415,9022110,10528957,36678330,45438586,35745124
"PG(44:12)",46978738,48209947,45761380,93582329,105523484,103628523
"PG(44:2)",27281036,33578096,24354150,10212147,19415872,26306114
"PG(44:3)",34403252,46358981,40484050,11888952,24375002,44310117
"PG(44:4)",30252991,42052492,31416997,15345819,52292315,63426550
"PG(44:7)",120964,31440,86860,2741918,66975,29029
"PG(44:8)",3335556,2822300,2682477,2866655,2447140,3058227
"PG(44:9)",283655,144407,14212,1175472,1594307,1003053
"PG(46:4)",26116326,24424838,24229070,25613906,42734748,33189812
"PG(46:5)",3325040,3493941,4425323,2423376,2545808,2097476
"PG(46:6)",NA,31095,NA,841269,869124,997798
"PG(46:7)",632970,757047,681704,1033025,1127877,1162856
"PG(46:8)",1417826,3106711,4615522,6286125,2998134,2039401
"PG(46:9)",11089324,12418666,15151866,7332164,2817008,3739268
"PG(48:10)",1210533,1039917,1265605,2462454,1928614,2022328
"PG(48:4)",25171046,21451468,21933366,9067215,11489778,27623838
"PG(48:5)",86216248,102438552,82138744,90513296,110737744,109036976
"PG(48:6)",37336784,41514512,37219284,11186755,28955298,34248564
"PG(48:8)",506112,766679,518750,1918821,592526,1755885
"PG(48:9)",1336740,336238,371680,317587,1047785,1419732
"PG(50:1)",55137868,54065432,47619380,1892212,11784584,2715765
"PG(50:3)",3174283,2991519,2962737,2756644,2586880,2884036
"PG(50:4)",1395181,1703084,1594536,273154,1056713,1604237
"PG(50:8)",5019348,5864513,2694276,34122648,29683184,21417524
"PG(52:1)",255292,451121,228052,903787,181223,521636
"PG(52:3)",12099218,24891268,11661327,5121022,12626371,15160906
"PG(52:6)",1820410,2573331,1969066,1013264,1310190,483876
"PG(8:0)",606118,1609104,1822726,59034,337555,847098
"PI(10:0)",2201035,2598951,2455209,2032227,1025548,907307
"PI(12:0)",212806,134443,NA,NA,57531,583320
"PI(14:0)",NA,7958,524380,495141,NA,357876
"PI(16:0)",NA,2368441,433896,2351083,1149458,618836
"PI(18:0)",510381,941614,817557,1296385,1422711,1060054
"PI(24:2)",181743,824680,545664,153274,279320,358113
"PI(26:2)",NA,18411,17337,151806,540618,373035
"PI(26:3)",1217576,619893,984165,917013,1488890,561943
"PI(28:1)",2550,NA,NA,314016,76254,639477
"PI(28:2)",NA,NA,NA,295976,372355,274894
"PI(28:3)",13576,30523,NA,1290810,849058,514053
"PI(28:4)",2578759,5029681,3676559,6186659,4952769,5786626
"PI(28:6)",600686,400582,930553,1560714,486044,411563
"PI(30:0)",4420284,2193580,2620034,1098984,2749541,2921496
"PI(30:5)",4123957,3547423,3513542,3884643,3460354,2521551
"PI(32:1)",4402754,4677976,7866614,2054803,6031714,4231631
"PI(32:2)",4182967,3513698,4667438,1917075,4389781,4299384
"PI(32:4)",357158,1239139,244505,232136,1065148,1087735
"PI(34:1)",79333020,81917405,182557432,24499886,83370846,46221183
"PI(34:2)",36593541,30844716,54618304,15786808,44203675,27937836
"PI(34:4)",125720,159126,6076,714708,400280,676784
"PI(34:8)",621319,992605,516529,271244,175081,211376
"PI(36:0)",107824488,111934432,29969108,14376518,59388772,55612480
"PI(36:1)",1090706518,1004184033,2331507719,574235929,1862714738,915341677
"PI(36:10)",338748,244601,NA,986728,896642,405286
"PI(36:2)",1133085058,1128610122,1948312239,485802823,1430261346,824762968
"PI(36:3)",40244376,37480806,66709738,22281174,61056096,36431008
"PI(36:4)",22404979,26780316,49756016,13911552,22371992,14083529
"PI(36:5)",6286770,6157124,6387202,8300442,9822888,7047711
"PI(36:6)",672170,664304,744700,705952,479180,371736
"PI(36:7)",1847255,1812040,1525129,71060,1687071,1418823
"PI(36:8)",3392806,3016013,2823068,3125319,3132179,2437712
"PI(36:9)",6862809,6117382,7272054,3893695,5770061,5571984
"PI(38:1)",8072152,7292442,23196772,6585310,17985430,8861904
"PI(38:10)",5303576,6055692,6039072,4422484,3588757,3422826
"PI(38:2)",44994642,41205217,81611946,18989043,65881969,33048442
"PI(38:3)",98232282,87187524,183733976,48151828,160709772,82141701
"PI(38:4)",1620438036,1568126012,2474264416,861936196,2234044992,1386419112
"PI(38:5)",459136261,453035010,678126252,419985271,967923585,595211411
"PI(38:6)",16777782,14630318,19715070,18401010,59656117,25509136
"PI(38:7)",1094623,1086478,1600532,1146149,972942,915896
"PI(38:8)",994334,917808,1344921,62205,1177101,896211
"PI(38:9)",1042313,1430553,1101866,953643,723965,926230
"PI(40:0)",32823332,11135150,7948876,5222242,20231754,16759183
"PI(40:1)",15315430,20822851,22510395,2955456,7737910,6180918
"PI(40:11)",1218314,801286,1117169,404822,1130099,786175
"PI(40:2)",527277,516811,423615,253127,335966,282473
"PI(40:3)",70806524,58547312,57564512,44056897,44503336,39832012
"PI(40:4)",36961191,32893958,65428590,23952717,67491046,38502455
"PI(40:5)",118292626,117655795,180030401,62648642,168892676,106121238
"PI(40:6)",88745160,93091826,144776516,47776507,137247110,79607462
"PI(40:7)",14460491,14729679,20714375,7748953,25384974,17235691
"PI(40:8)",457613,1174422,1084341,737040,1188348,1085589
"PI(42:0)",516090112,418108736,174224464,118951632,314746016,248783600
"PI(42:1)",350925,111921,5142887,24400512,33629924,37772296
"PI(42:11)",460163,881309,351002,517848,1036982,383637
"PI(42:2)",1340727,1307879,1780163,1616904,1522417,1505010
"PI(42:3)",698897,534666,780036,396178,414743,650122
"PI(42:5)",1010487,1569060,1876900,1731017,1869507,1624562
"PI(42:7)",NA,NA,262655,5673486,5148160,5099532
"PI(44:0)",22273529856,19676334080,8921398272,6219463168,14343626752,12469213184
"PI(44:1)",203604352,120602160,58608384,40525056,68964344,67409984
"PI(44:10)",1620690,1770766,1449014,3661192,4337938,3597935
"PI(44:12)",NA,NA,NA,1249138,1225361,1473590
"PI(44:2)",17951292,9937887,40718224,2069784,14937181,24941002
"PI(44:3)",181278850,115353141,50055945,65857501,95113143,236228045
"PI(44:4)",30350166,35715494,19346511,11558160,33061239,67287263
"PI(44:5)",2200442,2306450,3297060,8995455,8550843,9057974
"PI(44:6)",6037017,3630675,8007431,12619114,17142610,14207403
"PI(44:7)",385984,586818,1131205,2446490,2543810,2659883
"PI(44:9)",5667582,5224819,14470373,4167842,11436862,5298134
"PI(46:0)",60257864,88770840,31675168,9910287,64305344,58384880
"PI(46:1)",10315251,8702627,17441510,3846154,10232429,12801341
"PI(46:2)",67930648,34732484,5335982,11220620,39791776,20072254
"PI(46:5)",2164703,2476765,2812895,10252596,10623276,10724368
"PI(46:6)",28682391,28597495,21602585,23720525,25221720,36832560
"PI(46:7)",1549785,1745872,2398340,8604877,8348847,3154260
"PI(46:9)",2887037,2144968,1848292,20530496,25504064,22747556
"PI(48:0)",147502448,97286080,93605984,140454560,145000576,256174288
"PI(48:1)",24911012,19381014,18955184,9568741,25001778,23538574
"PI(48:4)",NA,NA,NA,226368,204739,NA
"PI(48:7)",65143,NA,3558,782800,37242,11584
"PI(50:0)",733589,NA,NA,1152630,333750,NA
"PI(50:1)",17940798,16348668,6275622,7674310,14085763,9847467
"PI(50:4)",1332369,2496282,2175540,7496620,3470798,8564830
"PI(50:8)",2238143,3236981,1805946,545818,1977119,1768078
"PI(52:0)",26949142,24289446,9060502,13129827,21944724,10959744
"PI(52:2)",680423,528357,355297,1782233,418946,1880299
"PI(52:4)",70894088,52343748,26323346,34467996,63616116,116900200
"PI(52:8)",28309342,21166960,15032548,8546600,15681485,13285263
"PI(6:0)",19594142,32620992,35363272,40211108,40223984,38263096
"PI(8:0)",3947482,4545408,3253826,357576,2791280,4425106
"PS(12:0)",4893362,6926621,5809539,3408706,4649884,5924850
"PS(16:1)",9122924,4929244,4688896,2600955,6893822,7702916
"PS(18:4)",1728,1196623,561653,NA,1013,787
"PS(20:0)",36046,NA,NA,31720,872994,501627
"PS(20:3)",241445,325082,148682,494203,583889,NA
"PS(22:0)",1092959,650826,1341622,1204370,2745660,2730953
"PS(22:2)",1933656,1788505,1765726,423887,4142071,1392154
"PS(24:2)",1865650,1940810,1576513,1158050,6731866,1631438
"PS(24:3)",9406199,8526263,7590518,5241528,10092942,7245195
"PS(24:4)",NA,55653,50706,135468,179409,48198
"PS(26:2)",2108928,2761002,3159308,2280765,2692238,2043481
"PS(26:6)",2921515,2839996,2774719,2296586,5492325,2903241
"PS(30:0)",NA,NA,NA,1959524,2925359,2662754
"PS(30:6)",2079598,2201305,1639112,595956,1141714,1589724
"PS(34:1)",6122473,6758458,52659256,91424,9227185,2714006
"PS(34:2)",220557,1026293,5997028,3741,1161764,278441
"PS(36:1)",19994326,24680298,262493400,715532,67328601,13104030
"PS(36:2)",41815636,45033082,239968576,6508166,65422848,21810444
"PS(36:8)",2144,51978,1793,308010,188090,86593
"PS(38:0)",2239445,3116639,4767754,4410344,5620752,7476479
"PS(38:2)",14008007,13899150,92051016,505615,23915478,7126178
"PS(38:3)",10057271,9557598,12189947,9298211,8590494,10620350
"PS(38:4)",12730575,11784455,17851732,10586475,14797151,7452230
"PS(38:5)",1825962,2938506,2735840,780933,4003426,2003678
"PS(38:7)",2498498,3303271,2958971,1705418,2079941,1424689
"PS(38:9)",1520824,4683814,2029545,5075332,3715190,3654428
"PS(40:10)",1174150,1054036,1849038,1444730,3504712,2936074
"PS(40:4)",13825634,13645631,13624778,20065206,17770194,16831988
"PS(40:5)",17466332,14897160,14440418,18158438,9565639,15884442
"PS(40:6)",18007685,15152653,92847929,5473049,20110432,8738486
"PS(40:7)",39891102,40285632,66222312,31749194,46438546,32868994
"PS(40:8)",7551430,7684304,7831286,6046178,5967549,5123690
"PS(40:9)",864567,734033,1002567,772612,933723,879395
"PS(42:10)",844732,1104882,894994,902621,1525291,848786
"PS(42:11)",2353176,2351288,4049358,3160567,2923123,4563748
"PS(42:4)",15770880,18965378,15153143,19625246,18556356,18407906
"PS(42:5)",1017463,593683,578945,6584416,10263862,6051591
"PS(42:6)",52063128,48648400,48119236,54075180,49368472,47214948
"PS(42:7)",22804608,19977386,23562940,50883676,61615208,52818672
"PS(42:8)",15101930,16626573,14468992,17796580,18723846,17010796
"PS(42:9)",24248100,25056440,24908848,21887628,21567262,19598398
"PS(44:10)",1478590,1653938,2139389,2267038,4102192,2425490
"PS(44:12)",6271370,8936721,8999015,12378816,9475970,7755417
"PS(44:6)",7969522,9088882,15099011,2332522,11043790,5683622
"PS(44:7)",23298164,22046394,21586950,27383688,25442746,24748952
"PS(44:8)",856696,412474,NA,1802639,NA,2369565
"PS(44:9)",10544470,11280652,9793463,11712236,7571187,5708779
"PS(46:1)",301202240,108016784,71568760,33809384,90648400,149596320
"PS(46:10)",12676254,12409952,11980430,13383567,12733629,10000894
"PS(46:9)",3839965,3890175,3254715,5006154,2206573,3878866
"PS(48:0)",854352576,628589696,507971040,199146656,311189024,172053472
"PS(48:1)",710941312,760703616,602780416,230830144,402241216,455423744
"PS(48:10)",49725,224189,162312,193463,81478,55526
"PS(48:2)",503095616,998021952,477064960,147301808,603672448,580679296
"PS(48:3)",78784176,80170880,59632608,17386720,57978760,87660920
"PS(48:4)",2936332,12210491,4495072,77251320,70934168,78859112
"PS(48:6)",12909402,11205285,11505071,69634448,89419952,66772316
"PS(50:1)",60993916,54504496,14231851,14288864,40765444,35659180
"PS(50:3)",217426208,195489840,154137664,85170016,97481648,54700272
"PS(50:4)",187386080,221160544,77207968,74422896,209325472,172166896
"PS(50:8)",6454416,2746308,2474112,51333360,64705304,58682364
"PS(52:0)",3502117,876600,NA,1826502,3142018,1181226
"PS(52:3)",170808496,109252056,59679540,56419528,132339872,195258240
"PS(52:4)",863302848,659597120,336960928,319182304,582375936,987667392
"PS(52:5)",179952416,245304928,144722080,49543372,152332352,172465456
"PS(8:0)",2780542,2780669,2469007,1796825,2364200,2471878
"SM(10:0)",5175861347,4165904375,1689347277,1594037662,3245787908,2380370192
"SM(12:0)",77349996,87104173,87901445,57965434,58147549,66723936
"SM(12:1)",1259001,1464679,3572394,2875220,2010061,1633010
"SM(12:2)",790087660,771381208,448889672,621407126,607583004,720157016
"SM(14:0)",23907995,22340452,6880723,9437260,14311405,24932842
"SM(14:1)",172901360,251535344,109391976,18420052,94277920,92344040
"SM(14:2)",232450560,196551072,121309616,72540032,49873208,53120836
"SM(14:3)",347109479,383854822,385692576,259731930,243075378,277624129
"SM(16:1)",55635672,52480232,54342836,29432798,36916700,19915636
"SM(16:2)",60312002,45303998,38749075,65384548,102995872,86161972
"SM(16:3)",366176377,496036447,331078732,83590055,354212341,281609280
"SM(18:0)",344697684,290268192,304240452,141888308,455062544,349434528
"SM(18:1)",75888962416,79297066480,78432542196,63803200644,78607589586,72872105658
"SM(18:2)",1406826576,1642121720,1614857256,1245743572,1532498592,1306965026
"SM(18:3)",72336760,80912952,86485976,59958044,55717912,60139688
"SM(20:0)",5486043,5566592,5555544,5131136,5231014,6603938
"SM(20:2)",13537246,15492266,16531990,3142666,9924544,13603350
"SM(22:1)",7130267,7032684,4379469,2247488,6776096,4695692
"SM(22:3)",4954304,6642258,5361002,5934739,5706817,5981930
"SM(26:3)",604617664,574346816,620959936,436987744,427078112,439372512
"SM(26:4)",589863616,703961856,363124224,342211136,138402544,272111712
"SM(28:2)",177736,1732068,NA,24539362,19442524,18263398
"SM(28:3)",902836,NA,NA,10422628,8708343,8917253
"SM(28:5)",18957290,240398,9177652,11562592,9275243,11351138
"SM(30:0)",130824800,101122008,96443648,22141076,103506152,103602968
"SM(30:1)",97954048,73338152,65395008,13518821,77672072,73128832
"SM(30:2)",5016240,6327234,4433132,11958269,3980832,26778150
"SM(30:3)",25981764,29163112,19829712,36276376,18498988,85417360
"SM(32:0)",233952558,222010741,230724782,182042495,237840294,240351465
"SM(32:1)",3068269438,3334167616,3094745450,2898068765,3818264256,3382092852
"SM(32:2)",58223169,60767445,63093964,45135167,61340723,52387729
"SM(32:3)",7840186,NA,NA,3886597,16637083,9303108
"SM(32:8)",4022208,7054068,7741454,8357717,7269790,7132830
"SM(34:0)",254005948,233137840,247116300,299070596,311891352,300050296
"SM(34:1)",3920937488,3895374992,3949263008,4031659424,4359436736,4184301600
"SM(34:2)",3178889216,3206221563,2902695426,2560617301,3267646700,2830416016
"SM(34:3)",16976090,18291998,13419519,7771986,6364278,16375438
"SM(34:5)",54015328,50883624,59589984,48477808,77347128,54667808
"SM(36:0)",286989472,316663142,420863276,236080791,345044466,280925296
"SM(36:1)",15275436,8067519,16646336,10587664,10908844,12968535
"SM(36:2)",439099164,382160572,421752084,505980980,506538068,492631436
"SM(36:3)",332959120,340902336,356734222,428224468,512548584,435035576
"SM(36:4)",21913696,5575962,19716612,37115784,38235992,5997556
"SM(36:5)",135930696,129857276,120447996,60559700,117503852,93996016
"SM(36:6)",61638046,54315262,56365660,17754791,58590167,42187947
"SM(36:7)",11977100,14811785,15884606,5912299,5094512,5547180
"SM(36:8)",213744,593241,778035,422952,197434,253915
"SM(38:0)",424898907,378762207,397795908,228770895,374142088,388861308
"SM(38:1)",523211004,574032756,653649108,564055540,637008732,554428780
"SM(38:2)",215216084,190760230,182754970,100006562,150615430,199011151
"SM(38:3)",91790704,96544008,82423200,77874080,96465168,86199968
"SM(38:4)",294383777,325402186,360011050,354235026,349985822,305290452
"SM(38:5)",43530695,46991394,46013376,47434600,53375326,41841135
"SM(38:6)",59392271,67726465,61068929,62364970,68323579,49666164
"SM(38:7)",40279656,58489684,38851288,32838690,39256420,39568016
"SM(38:8)",11050507,13328664,10915075,7303956,13656596,8150036
"SM(38:9)",12899441,9100392,9223435,5248058,7374258,8638267
"SM(40:0)",40073509,38417802,62737961,43904688,86089611,55656497
"SM(40:1)",279886644,283699102,341005215,300595276,365245844,313206509
"SM(40:2)",1786392637,1904562170,1834702896,1317619232,1650590019,1471835754
"SM(40:3)",373003276,445548799,409630901,317403731,365323251,329329165
"SM(40:4)",216871640,156723582,236914040,173537580,264104360,227897128
"SM(40:5)",14593201,8832287,6909926,11375354,17616863,24121456
"SM(40:6)",329041054,347938357,324182652,332683692,381815028,344505738
"SM(40:8)",23615824,24367096,14860238,39578928,15977413,28462272
"SM(40:9)",119878776,46706704,49182488,28053410,87339256,172576304
"SM(42:1)",390150544,421558120,460700188,306822457,428276716,343774950
"SM(42:2)",2228714004,2440124320,2462386696,1485917372,1742494144,1570045446
"SM(42:3)",1192214296,1309866488,1285785360,857591232,1034631168,855595608
"SM(42:4)",449901288,475087635,488012875,445598797,538554696,465626426
"SM(42:5)",236298128,232161414,232547153,622787349,820102296,740657864
"SM(42:6)",155631238,138543708,87869038,41596311,119538247,147980660
"SM(42:7)",50369060,34955444,13531896,21918664,42614088,79040928
"SM(42:8)",83249300,79784641,74911500,81495878,84972023,99004108
"SM(44:1)",31940188,23396258,6551252,40751644,39111868,36755584
"SM(44:10)",31018576,15505162,14127589,7363542,22643274,39699564
"SM(44:2)",88881458,94176449,94773172,77231353,102150210,89744976
"SM(44:3)",155167632,152995247,126420299,97303375,128125845,63813374
"SM(44:4)",18734722,20713588,20234258,20271722,25197322,22158726
"SM(44:5)",8708864,9732359,11140285,11195950,13485520,11129469
"SM(44:6)",17272724,23499894,19123540,18679002,25406754,21326986
"SM(44:7)",33760027,28549928,25183524,58856567,69690882,79006236
"SM(44:8)",285629292,193325472,115742108,124758760,239184944,230978160
"SM(44:9)",111245052,138951540,69979700,17267764,77086168,102071238
"SM(46:1)",52054568,45971948,19025128,101971456,89782352,72965712
"SM(46:10)",5695922,7114922,8250622,5706777,4974408,2137295
"SM(46:11)",53450712,53103776,24855622,15689424,25592552,29477212
"SM(46:2)",38412860,29288246,29771152,29881682,35580296,36856612
"SM(46:3)",573771840,526400160,259204176,552311680,554019904,627445696
"SM(46:4)",276525184,316790432,285148192,212856992,345172064,322657536
"SM(46:6)",56153306,81995233,55842562,18046681,47153495,87621606
"SM(46:7)",NA,19855,59493,NA,2221,1415446
"SM(46:8)",19086082,7813650,8676538,5816023,6783862,8993771
"SM(46:9)",15185655,17165553,20316418,16979419,17091282,13733268
"SM(48:0)",14539576,25680258,16189721,5956374,12001917,21043090
"SM(48:1)",40508124,41232860,37365328,74366544,58803084,44236080
"SM(48:10)",36500319,55954031,32721869,11165822,22354243,31210360
"SM(48:11)",79842104,43553476,25626908,13407539,47317392,40415660
"SM(48:2)",395901632,322048480,178245008,552816576,576436480,468722144
"SM(48:3)",52707495,78511056,77168030,31085094,55616691,53565002
"SM(48:4)",1042094904,783472645,421147288,785149362,978273640,1060017572
"SM(48:5)",1340956288,993171456,532383264,888124416,1061160320,1105598464
"SM(48:6)",461830816,362769024,167097552,293189888,323745824,339745152
"SM(48:9)",93287967,123963235,90181434,44067264,84644988,143977482
"SM(50:0)",13240114,19358920,17269178,11558824,22598988,21617888
"SM(50:12)",718271,134023,877850,1100371,633128,434583
"SM(50:2)",20976210,13282211,16393099,34818948,29441082,24030840
"SM(50:3)",45951120,44204418,55055044,8086471,18055465,47615741
"SM(50:4)",21511692,21398714,21811886,20767754,27802524,72461336
"SM(50:6)",23754820,22460356,18871176,12623252,25056794,67137088
"SM(50:7)",3891402,2664615,3067361,3000219,2930456,12346487
"SM(50:9)",120662544,124712296,30969852,34374804,109676008,94911648
"SM(52:0)",75062151,96831865,96006192,10241244,10272151,9075871
"SM(52:10)",617283920,518339504,209364432,208682432,339425832,507218896
"SM(52:11)",830745216,912225492,249637266,287813170,793088904,488460600
"SM(52:12)",57267888,52985908,32418846,24446827,46261906,83595636
"SM(52:2)",46298032,39997756,28898948,23705150,17660256,19278276
"SM(52:3)",230275837,236855214,170078820,78890694,102360459,145996514
"SM(52:5)",18702212,16083986,14151411,4110224,3153452,NA
"SM(52:6)",59092130,54600321,27818916,11016523,44446509,46039075
"SM(52:8)",63499747328,47022600192,18056937472,42225238016,46987161600,44584943616
"SM(52:9)",6495666704,3967358746,2059808352,1718046736,4446582140,3822146180
"SM(54:10)",1440777984,1192804480,872977216,366136224,556629056,371326336
"SM(54:11)",51304409950,30872377870,16654633800,13815314292,35343775301,21223327959
"SM(54:12)",2396965858,2849243795,1426717202,937033162,2291590070,3780860321
"SM(54:13)",295237056,225161312,150837648,51036388,212059360,516545568
"SM(54:4)",263674456,314474280,243503556,179688328,153398368,147569935
"SM(54:5)",43960120,36872690,34430497,8809498,9112532,31059384
"SM(54:8)",271784832,137287024,31178588,155166976,169415696,138551488
"SM(54:9)",1950679,1779517,2211264,1819640,2176320,1961326
"SM(56:1)",202650,396333,258284,619950,366412,225975
"SM(56:11)",1858559360,1592890880,746698688,1513824640,1579760896,1560551552
"SM(56:12)",895596,2305840,1817260,852465,1079487,746795
"SM(56:13)",387355680,336198400,278240416,171817072,176934176,85532232
"SM(56:8)",9812527,1730395,4604533,2643473,11977280,3502432
"SM(56:9)",NA,547890,NA,16530588,10045552,13805237
"SM(58:11)",8557424,14129813,22494954,NA,748390,561823
"SM(58:12)",26712596,37042776,12507863,14852734,21083968,17401302
"SM(58:13)",13315613,25793374,14886922,3458841,18309418,16266247
"SM(58:14)",61257504,63138204,41053356,13260332,58094600,53811808
"SM(58:3)",11632890,6416207,14950876,9159309,25018620,24271250
"SM(58:6)",11036865,11416380,535423,8167022,11119893,3845756
"SM(58:8)",1857708,NA,NA,2969713,2414120,12456430
"SM(60:14)",105484792,51980816,23856764,39251804,82654048,81533288
"SM(60:3)",1037878,3645544,2952526,5657292,5551275,2407573
"SM(60:4)",6299392,5042984,5175548,7350839,6261428,4394500
"SM(60:7)",4729824,4829766,1532138,2329607,5955468,9050498
"SM(60:8)",4936687,4055264,495175,4540132,6973438,21285228
"SM(60:9)",NA,NA,NA,8417980,4582858,4069071
"SM(62:10)",NA,NA,NA,3433916,645278,457723
"SM(62:12)",16877680,7567656,1818466,6947123,9472419,5591136
"SM(64:12)",315317,3487104,296032,1822120,4854437,6112786
"SM(66:14)",541215,NA,NA,5310505,4456534,7252100
"SM(68:1)",27014426,21915008,20068534,7337320,25984078,24939792
"SM(68:3)",37957648,33059444,33581072,10021178,29183218,28508098
"SM(70:2)",31342418,20594400,23840978,11163243,27733208,25595130
"SM(74:13)",14389653,28172078,20386122,4870394,24592184,13556960
"SM(74:14)",NA,NA,NA,4614452,891231,903600
"SM(8:0)",10633644788,8130909653,6751037798,6220683254,9939904538,9054637762
"SM(8:1)",223987573,297421393,254551449,161732903,189471482,170216437
"TG(24:0)",88583624,45328752,71985320,13834746,47552532,43411424
"TG(26:0)",116895340,63260081,91873214,24623872,130206674,118329388
"TG(28:0)",48532859,23972274,21818370,22331891,26769538,87345419
"TG(30:0)",29980562,44142380,24786608,16737319,42642992,18136250
"TG(30:1)",1257824,389724,723717,11131396,13701801,10111578
"TG(32:0)",46286332,61685908,121543368,44341728,60613064,138846688
"TG(32:2)",5886832,5399690,1988727,3791519,2864684,3377444
"TG(32:3)",133167144,171171856,163365728,25311352,85826624,133556496
"TG(32:4)",96912632,114854720,114045544,12380741,58282544,79065520
"TG(34:0)",10413436,11522921,14460053,14398288,15748712,74029160
"TG(34:3)",27665964,14032868,6107519,12837759,21980682,17389096
"TG(34:5)",65351740,113699464,78463160,10783265,36067840,89692248
"TG(36:0)",108405876,82051760,83568030,50431482,99836806,93085582
"TG(36:1)",17829998,16794034,25744768,2270338,11572774,15193088
"TG(36:2)",157291696,156841344,143191408,147567952,149867824,151085856
"TG(36:3)",685263104,497289312,190349280,476264288,475009376,453613152
"TG(36:4)",154177584,118035608,42770748,36967552,104111072,102897352
"TG(38:0)",62599780,43308936,45122134,32424403,48339526,63018012
"TG(38:1)",22956006,23351096,23279134,16251990,20284902,20364210
"TG(38:2)",195536928,202823360,173985726,94059022,152610760,177053416
"TG(38:3)",604896768,616578048,612707904,633250176,674236416,656019264
"TG(38:4)",66444660,126773776,176037744,114000720,134662464,57036632
"TG(38:5)",61381064,33896232,59002648,44737840,43685032,41153144
"TG(38:6)",137153232,100289576,102765808,60672728,104357664,83319120
"TG(40:0)",40150458,52028418,57330171,53162624,57558006,72677988
"TG(40:1)",8322700,10588701,9688122,14400261,19871738,20227134
"TG(40:2)",128472440,143490128,120072672,12782996,15543209,14822037
"TG(40:6)",3077932,3892078,18931146,9742526,4483250,4693416
"TG(42:0)",36140804,38236652,50461416,40504432,48505668,53983944
"TG(42:1)",20017536,19137885,22211907,20544212,22166119,14204736
"TG(42:4)",11622363,13662444,12799590,17093930,8883559,16901524
"TG(42:6)",6394038,6144782,5155760,5303540,5409544,26785966
"TG(42:9)",17805942,19437396,18974450,12076189,18737772,16778358
"TG(44:1)",61772476,75659624,63324736,60852524,77392672,67604688
"TG(44:2)",160844456,198266760,174596176,39782736,76133388,62256324
"TG(44:3)",15465107,17114172,19321590,20372226,28789348,23041358
"TG(44:4)",22162824,29754918,7785572,28709126,22794524,24939864
"TG(44:5)",4595950,9547383,2693402,9137638,4971116,16391703
"TG(44:6)",34760524,45785056,34981960,21088424,12727711,34064664
"TG(44:7)",40043364,47576392,29383852,24704052,19885276,23885582
"TG(44:8)",13187740,11872144,12105488,10955315,13267703,12786672
"TG(44:9)",16078228,19442166,20433696,9389059,8133094,21305596
"TG(46:0)",112320776,165344880,170971968,202785856,223135600,236158064
"TG(46:1)",154490512,176812848,162272352,135326224,133193080,142119760
"TG(46:10)",16321892,21675806,28688526,15224480,14945068,17632686
"TG(46:2)",262491321,310156832,286903363,151171445,145622542,144593800
"TG(46:3)",32940390,43015744,39175728,26728142,27916942,17533224
"TG(46:5)",99100256,65029584,64693620,50987912,48114460,74005720
"TG(46:8)",30057764,35743320,36972872,28670514,32752704,29195510
"TG(48:0)",155635280,158153888,251025904,283911616,282848352,304070144
"TG(48:1)",416198912,492822336,484097568,400517600,399770496,375579040
"TG(48:12)",31723786,39637172,50671476,32886388,97857320,77313256
"TG(48:2)",721831214,859292496,796814882,308673418,300069426,286116544
"TG(48:3)",281268115,329068396,305801831,157410777,148897125,131742546
"TG(48:4)",46657336,56705402,60738960,40516260,43543054,40634611
"TG(50:0)",74708280,82627800,160997296,158585616,125820128,170274208
"TG(50:1)",1115529640,1266947264,1171501924,1539283346,2002910054,1833598712
"TG(50:10)",8226703,7884716,7993778,8634865,9714623,9194702
