"subclass","DGAT_1i_001","DGAT_1i_002","DGAT_1i_003","OA_001","OA_002","OA_003"
"TG(38:5)",1272652.0236,5092399.1,4724950.35,12128463.51,58631359.906,68350434.581
"TG(38:6)",4387587.349,210984.4542,1324560.903,9054065.109,6090230.724,2642753.267
"TG(38:7)",8830062.9621,5990004.457,5172780.597,21576871.469,16953639.7484,8877737.253
"TG(38:8)",24988874.933,27394363.049,26299016.647,3700997.1839,1848477.394,3450040.93
"TG(38:9)",1761247.4968,1567674.7722,2314280.307,469797.4056,520126.8924,369893.5833
"TG(40:0)",8628005.493,7208870.589,9932134.806,6193802.709,7609181.714,9109835.386
"TG(40:1)",2401332.666,2779060.689,2895280.145,2666231.6,2300429.994,1659571.826
"TG(40:11)",1037569.642,3560127.996,1063662.481,277457.442,37559.5161,63738.3822
"TG(40:2)",5852572.987,7119627.035,6811963.235,32300000,37300000,28800000
"TG(40:4)",559153.7142,259838.7873,212029.8642,588637.1004,929450.238,706584.3483
"TG(40:5)",27389190.173,32720379.088,33230722.936,46896729.671,43243830.928,52245985.206
"TG(40:7)",14958272.924,5213823.461,5460132.081,21877689.451,11834378.947,20623400.104
"TG(42:0)",2211571.328,1.1e+07,2251656.781,2747817.25,1555362.773,2104487.89
"TG(42:5)",6897422.361,3823540.177,3413640.159,635918.5251,2889503.539,2195991.542
"TG(42:7)",3102950.418,3224078.372,2458956.838,8309624.711,7739464.547,8325485.036
"TG(44:0)",1.7e+07,27800000,22600000,20300000,16300000,18300000
"TG(44:1)",17500000,16700000,17300000,15800000,21500000,15900000
"TG(44:2)",10400000,11200000,11200000,21100000,24500000,22300000
"TG(44:3)",1612471.052,1600776.892,1515601.702,3360926.893,4189484.936,4230859.314
"TG(44:7)",5029702.889,4142147.686,2957018.789,13800000,12900000,16600000
"TG(44:9)",226391.9904,158869.171,NA,3235265.31,1962163.278,2977614.722
"TG(46:0)",4e+07,27500000,29700000,31900000,33800000,40600000
"TG(46:1)",53146753.605,49306986.063,57876460.452,38957056.4,41068421.59,44211576.616
"TG(46:2)",59200000,67500000,74500000,34200000,33400000,5.6e+07
"TG(46:3)",11400000,11200000,10700000,4739533.083,11900000,10700000
"TG(46:8)",5111467.182,6829230.602,4824650.475,11500000,19200000,2e+07
"TG(48:0)",1.48e+08,60400000,55800000,41400000,44800000,70100000
"TG(48:1)",156552135.881,168149598.936,171105640.994,120576920.837,140455248.619,135173244.216
"TG(48:2)",379197400.171,403593636.045,491600000,247374330.333,296848128.559,270623644.946
"TG(48:3)",85979040.661,117521387.54,128256765.327,76198280.184,76522539.121,83168295.093
"TG(48:4)",6581602.374,438583.5837,7226212.247,6415654.05,7681043.534,9012622.907
"TG(50:0)",1.52e+08,49900000,45300000,17500000,22300000,45900000
"TG(50:1)",4.21e+08,4.66e+08,4.08e+08,2.85e+08,2.87e+08,2.93e+08
"TG(50:2)",1815555829.7261,2184892126.853,2218023124.892,1193824972.707,1375831346.2,1397049935.806
"TG(50:3)",944500000,1063100000,1305400000,561800000,752300000,608200000
"TG(50:4)",126400000,126400000,139300000,1.23e+08,137500000,137042229.253
"TG(50:5)",24500000,44600000,3.5e+07,20400000,11900000,12100000
"TG(52:0)",66700000,26600000,20800000,9273156.913,8409184.082,15700000
"TG(52:1)",3.44e+08,3.16e+08,3.93e+08,1.1e+08,1.34e+08,1.68e+08
"TG(52:2)",4180077141.887,4970426886.125,4535555711.897,2244185470.7,2493059786.935,2367363711.7225
"TG(52:3)",37827340.8037,40859105.7152,53069925.379,18020865.228,21086726.9877,29990032.8595
"TG(52:4)",3.11e+08,6.6e+07,5.98e+08,6.57e+08,6.31e+08,6.99e+08
"TG(52:5)",3.31e+08,2.88e+08,3.64e+08,3.22e+08,3.68e+08,3.27e+08
"TG(52:6)",129297142.508,133200219.585,160042287.974,115303060.686,135157642.132,122122035.771
"TG(52:7)",26977223.269,29803167.22,36348739.789,10200235.413,17538067.165,18881059.567
"TG(54:0)",11600000,8571586.464,4217712.58,3207797.277,3048323.686,5228189.166
"TG(54:1)",6.3e+07,72400000,71800000,14300000,19300000,19600000
"TG(54:2)",3639311252.748,4471900000,4585700000,1022532573.392,1303844298.842,1575515078.054
"TG(54:3)",111038566.3509,123397629.908,143094679.5965,61650454.6876,69700000,93300000
"TG(54:4)",5170615882.84,5183401522.492,6219255771.194,2266063325.723,3296589264.076,3139239043.416
"TG(54:5)",1609141414.563,1555665604.318,1729658818.246,1580741359.885,1725091247.037,1651565854.363
"TG(54:6)",1677040798.261,1776800000,1723300000,2421998227.338,2099671782.973,2177779958.414
"TG(54:7)",3.06e+08,3.07e+08,2.92e+08,500400000,453400000,5.14e+08
"TG(54:8)",81700000,70300000,90600000,101300000,109400000,113200000
"TG(54:9)",930916.316,1388054.411,914225.747,6803757.522,5950289.113,4801336.354
"TG(56:1)",6718061.81,6734390.617,8537930.942,2383303.125,1830725.04,2018324.526
"TG(56:10)",8364738.286,13382943.838,15800929.507,6581032.625,8551053.521,6736358.138
"TG(56:2)",379230793.969,251027306.359,200685159.516,67353941.882,102366256.951,112587460.311
"TG(56:3)",4025380.453,2726385.772,5874124.512,933638.9168,446609.4201,1426642.2451
"TG(56:4)",9.83e+08,1.053e+09,1.232e+09,380900000,449500000,556900000
"TG(56:5)",3.26e+09,2.43e+09,2.93e+09,9.89e+08,1.18e+09,1.25e+09
"TG(56:6)",55601976.8045,62593041.1735,80793557.846,31727719.7685,36870289.8531,42310361.2493
"TG(56:7)",2.252e+09,2.254e+09,3.219e+09,1.068e+09,1.423e+09,1.213e+09
"TG(56:8)",4.57e+08,6.92e+08,7.85e+08,4.38e+08,7.02e+08,4.84e+08
"TG(56:9)",38800000,45600000,47700000,36100000,58800000,3.7e+07
"TG(58:10)",1.01e+08,1.25e+08,1.36e+08,75300000,78300000,44600000
"TG(58:11)",21032654.001,24181590.211,25014671.649,27257860.251,20957429.329,24661139.861
"TG(58:2)",1245704.53,26695337.376,18497326.8356,4743879.5603,668763.9871,5378056.306
"TG(58:3)",8.03e+08,9.9e+08,1.36e+09,1.86e+08,2.29e+08,2.54e+08
"TG(58:4)",217239266.2,2.52e+08,291115800.696,57142622.804,92061565.067,83586345.45
"TG(58:5)",6.38e+08,7.93e+08,8.73e+08,275100000,253300000,2.68e+08
"TG(58:6)",4366330582.55,6850734633.106,5.824e+09,1666780230.013,1778410389.902,1610628403.076
"TG(58:7)",38309025.7016,45875231.4777,55546034.0857,31361827.0851,36050729.5783,43084510.729
"TG(58:8)",88511195.798,99835975.8977,403892084.2392,261073013.787,204367606.637,178190223.9559
"TG(58:9)",437631459.14,531800000,679912028.051,312218097.713,362312429.663,307200000
"TG(60:10)",5.57e+08,682700000,870800000,371800000,375200000,338600000
"TG(60:11)",348993680.367,346548401.924,513600000,263479720.31,310400000,280716691.819
"TG(60:12)",12200000,1.7e+07,17300000,4329129.144,1.8e+07,17800000
"TG(60:14)",6688880.435,1232680.185,2333897.344,1483278.268,1846123.706,106218.1641
"TG(60:2)",2983197.399,3017631.87,4065913.749,174369.9474,115.57,129021.245
"TG(60:3)",33900000,41400000,55800000,6957512.612,9893524.045,13400000
"TG(60:4)",35500000,46900000,55900000,10700000,12700000,15200000
"TG(60:5)",65777897.9055,76763491.8503,78168343.793,15430423.034,21217226.395,26085204.256
"TG(60:6)",473600000,4.54e+08,789700000,157200000,177739722.875,179576254.2
"TG(60:7)",4.12e+08,5.09e+08,4.59e+08,2.04e+08,2.6e+08,2.42e+08
"TG(60:8)",5.32e+08,5.5e+08,5.66e+08,253100000,3.4e+08,228400000
"TG(60:9)",357840244.289,420915207.712,539800000,1.53e+08,213800000,2.09e+08
"TG(62:10)",265413524.354,415499810.199,559972798.803,162634577.047,226573248.6619,199057652.09
"TG(62:11)",3.13e+08,3.81e+08,3.88e+08,178700000,186900000,169200000
"TG(62:12)",2.47e+08,2.69e+08,3.43e+08,1.87e+08,2.08e+08,1.92e+08
"TG(62:13)",100257806.312,107500000,133800000,91500000,91240595.077,86600000
"TG(62:3)",2679491.975,781977.8307,126509.637,90218.345,87883.6266,225457.467
"TG(62:4)",2713208.9768,6565579.7102,8157635.394,510726.5979,271984.953,2342702.5853
"TG(62:5)",715276.9815,382921.281,2388106.819,489299.9616,852985.405,236185.7718
"TG(62:6)",35825277.4765,42017371.868,42799127.4747,9378756.7601,10754187.197,12717569.014
"TG(62:7)",50400000,43200000,81100000,17800000,2.5e+07,25700000
"TG(62:8)",38600000,48100000,52100000,20510132.382,23435633.841,23209555.228
"TG(62:9)",88563699.925,100491917.154,126800000,12915616.2237,49158895.105,43504899.1463
"TG(64:10)",9669541.988,11900000,13600000,6803157.145,7409160.626,5628399.613
"TG(64:13)",3674439.123,5699251.566,6365317.154,541601.4987,1601410.68,2012121.003
"TG(64:14)",4319038.802,5371256.506,6347906.001,3697704.759,4746305.068,4125554.973
"TG(64:15)",4375463.273,5655232.991,6195341.284,4688385.256,5993855.716,4835099.143
"TG(64:9)",1318727.273,3333888.714,1011534.044,279210.7812,NA,NA
