"subclass","OA_01","OA_02","OA_03","X1i_2i_01","X1i_2i_02","X1i_2i_03"
"PS(22:5)",7270856.5,6580992.5,45606792,23762.5,6653486,1964493.5
"PS(22:6)",14726094.5,15967361,15138194,15733210,17286428.5,15648720
"PS(24:2)",1054464,1380501,1579654,1140382.5,1346119,1021740.5
"PS(24:4)",38879229,37656395,37690356,58541339.5,65212480,58557124
"PS(26:4)",16659523,15868061,14586245,40716407.5,45908649.5,42633222
"PS(6:0)",1390271,1390334.5,1234503.5,898412.5,1182100,1235939
"PS(8:0)",1039799,1100652.5,819556,297978,570857,794862
"SM(10:0)",10173082,10871515,8948584,8087202,12781942,12471729
"SM(14:0)",241236348,241056508,237420088,250386336,286887672,256888948
"SM(14:1)",4188214,4431968,4405844,3320244,3648886,4155444
"SM(16:0)",7049350296,7524766576,7160968312,6553474368,8273917152,7354174208
"SM(16:1)",618306048,639248576,747255552,713981344,857255424,795838240
"SM(18:0)",190960532,197996180,211431920,186877816,232295680,223233840
"SM(18:1)",307408098,307867158,294965840,346234316,380107726,356271366
"SM(18:4)",60450068,53152048,55442548,16940236,57855936,41626100
"SM(20:0)",54527344,51855088,63009356,41645204,57694424,49823132
"SM(20:2)",91790704,96544008,82423200,77874080,96465168,86199968
"SM(20:3)",5378254,6522465,1906954,12309550,8078002,7173088
"SM(22:0)",1448549504,1539892080,1497928928,1094444936,1437079568,1279146672
"SM(22:1)",617005600,699275200,650315840,486182864,551483344,506790592
"SM(22:5)",3615230,4005013,5258204,23730892,29260180,27403594
"SM(24:0)",137485748,150753400,170218892,165849808,215994860,169199180
"SM(24:1)",1293072752,1324391312,1384845728,746039624,944265184,914390304
"SM(24:2)",800593216,873759040,802882816,559910784,702474112,569261760
"SM(24:4)",438623776,461102688,499458528,868499584,1127132224,984260768
"SM(26:1)",79229552,85505808,86144464,70302016,92759320,81137496
"SM(26:2)",96331560,103675960,98309208,55421236,71002400,11918327
"SM(26:3)",18734722,20713588,20234258,20271722,25197322,22158726
"SM(26:4)",1898966,1853042,1556670,9039420,8446939,8245264
"SM(26:5)",25817700,23662986,20522608,20447594,27905964,34498940
"SM(26:6)",4346191,NA,NA,36086428,38520332,39972152
"SM(26:7)",42542732,34722924,25375768,4973545,22492292,31449654
"SM(28:1)",196680704,202221648,190045680,183751024,196135104,181781120
"SM(28:2)",17554670,16990962,15223344,13082952,13354522,13143353
"SM(d10:0)",17554670,16990962,15223344,13082952,13354522,13143353
"SM(d14:0)",158753952,160980272,162297440,145246592,176064384,176220416
"SM(d14:3)",196680704,202221648,190045680,183751024,196135104,181781120
"SM(d16:1)",2678865152,2928757504,2712342016,2476031488,3334072320,2949804544
"SM(d16:2)",1898966,1853042,1556670,9039420,8446939,8245264
"SM(d18:0)",360228600,378686960,406583704,377451904,475195168,420136672
"SM(d18:1)",5797777469,5949577594,6072545364,5698846568,6829375548,6188165099
"SM(d18:2)",4345824276,4704242050,4385875624,3349827031,4357472164,3788689134
"SM(d20:0)",32206580,37015908,49134480,41631224,56231296,47013424
"SM(d22:0)",258670778,288925691,332484360,268240898,316070902,281545809
"SM(d24:0)",3202250,3154142,4004608,2695780,4424446,3713686
"SM(d26:0)",4188214,4431968,4405844,3320244,3648886,4155444
"TG(10:0)",281239038,258477205,243580000.666667,114719036.333333,187880727.333333,183103022.666667
"TG(12:0)",45836320.3333333,46259310,58710657.6666667,32233236.6666667,59007669.3333333,86002966.3333333
"TG(14:0)",2591162771,2983246531.66667,2638621688.66667,1456754866.66667,1513741797,1459511085.66667
"TG(14:1)",526826654,582860195.333333,516585000.333333,399257769.333333,379944568.333333,287056385.666667
"TG(16:0)",6794445069,8286980596,8241570848.33333,5266465447,5055373828.66667,4446166975
"TG(16:1)",15164460320.3333,18375928491,17277443132,7867790056.66667,6499774928.66667,5736543326.33333
"TG(16:2)",61705272.3333333,64802838.6666667,63116386.6666667,41847225.3333333,57164721.3333333,56960611
"TG(16:3)",245711971,240912678,326280083,193351291.666667,167556251.666667,194739074.666667
"TG(16:4)",1476554112,1469368075.66667,1598310009.66667,583998285.666667,1207650854.66667,1504548878.66667
"TG(18:0)",8165856624.33333,9870838515.33333,10189740524.6667,5530231247,4428350903,3439670209.33333
"TG(18:1)",124755695015.333,153334788414.333,149636186914.667,69417273903,54231672453.3333,42190199469.3333
"TG(18:2)",18250357738,19896287669.3333,19921875749.6667,15239842191.6667,16429553760.6667,16991963980.6667
"TG(18:3)",2098361400,2276014491.33333,2202779333,1334739906.66667,1484303488.33333,1529860302
"TG(18:4)",37523514.6666667,54757032,30649112,6833444.66666667,30885854,34632604.6666667
"TG(18:5)",1418293226,1566140100.33333,808007452.666667,923001501.333333,1406520673.33333,2401059451.66667
"TG(20:0)",23222090.6666667,15111136.6666667,11774737.3333333,10235814.6666667,19755294.3333333,15926624
"TG(20:1)",3676838363,4668439324.33333,5069766474.66667,2849493331.66667,1859343875.33333,1253540869.33333
"TG(20:2)",353673754.666667,425087488,414687741.333333,225034646.666667,184810929.333333,156941744
"TG(20:3)",1978101953.33333,1842358559.33333,1501986778,1447429111.33333,1322912266,1111769650
"TG(20:4)",1812586970.66667,2127040060.66667,1843994114.33333,1028139656.33333,1002747086,967181183.333333
"TG(20:5)",952621215,984521526.333333,834687419,631739243.333333,675782592,559026332.666667
"TG(22:0)",31412832,27716862,33844852,23745470,25993798.6666667,27884020
"TG(22:1)",291416463,354621951.333333,428860980.333333,265526485,167067933.666667,97358993.3333333
"TG(22:2)",53664309.3333333,56965941.3333333,47611402.6666667,29070104,40707424,48208976
"TG(22:3)",322540402,348837480.666667,363435236.333333,333405862.333333,313212752,279684111.666667
"TG(22:4)",6709409614.66667,8027702976.33333,7595820252,4795299062.66667,3762943630.66667,2974189612.66667
"TG(22:5)",10010810613,11854457492.6667,10838332537,6749441072.33333,5607890225,4421220439.33333
"TG(22:6)",5513055642,6765400889.33333,6045277120.33333,2446994033.66667,2105100754,1684841930
"TG(24:0)",11086804.3333333,10934874.6666667,11457269.3333333,13669059.3333333,16170640.6666667,24605375
"TG(24:1)",2851103,3629509.33333333,3939654.66666667,6950461.33333333,9078868,7454366
"TG(24:2)",55036789.3333333,62725208,57714513.3333333,14823705.3333333,13005123,8858392.33333333
"TG(24:4)",18005646,19379093.3333333,19637349.3333333,29252980,18929306.6666667,13994677.3333333
"TG(24:5)",34909026,34708174,37399191.3333333,41690196,29919562.6666667,22660571.3333333
"TG(24:6)",96201444,75021002,29862168.6666667,89282756.6666667,80041611.3333333,66721368
"TG(26:1)",408.666666666667,224969.666666667,159283,810948.666666667,383750.333333333,752444
"TG(26:4)",3874121,4554148,4266530,5697976.66666667,2961186.33333333,5633841.33333333
"TG(26:5)",125456,235317.333333333,164577,502314.666666667,14009.6666666667,1375738.66666667
"TG(26:6)",2131346,2048260.66666667,1718586.66666667,1767846.66666667,1803181.33333333,8928655.33333333
"TG(26:7)",568014470.333333,355721297.666667,129202352,607768738.333333,596608433.666667,586709840
"TG(28:3)",5155035.66666667,5704724,6440530,6790742,9596449.33333333,7680452.66666667
"TG(28:4)",7387608,9918306,2595190.66666667,9569708.66666667,7598174.66666667,8313288
"TG(28:5)",1531983.33333333,3182461,897800.666666667,3045879.33333333,1657038.66666667,5463901
"TG(28:6)",11586841.3333333,15261685.3333333,11660653.3333333,7029474.66666667,4242570.33333333,11354888
"TG(28:7)",14471059.3333333,16799498,9836777,13459295.3333333,8771828.33333333,11872741.6666667
"TG(30:2)",4416031,5158018.66666667,4686966.33333333,5383351.66666667,5986920,5683818.66666667
"TG(30:5)",33033418.6666667,21676528,21564540,16995970.6666667,16038153.3333333,24668573.3333333
"TG(30:8)",220710940,199767161.333333,144023717.333333,47117721,180168372.666667,375335696.333333
"TG(32:2)",5394148.66666667,5698437.33333333,5425398,1475310,2327078,4056053.33333333
"TG(32:3)",4373371.66666667,4788793.33333333,5399501,1349491,4417367,2318062
"TG(32:4)",8050988.66666667,7642046,9943569.33333333,7419526,8298844.66666667,9854490
"TG(32:7)",46587354.6666667,37798981.3333333,14446989.3333333,26074986.6666667,18759549.3333333,20478900
"TG(32:9)",290356551.333333,316026588.333333,493606029.333333,51833916.6666667,162043830,91499412.3333333
"TG(34:1)",5771960,9361088,5425868,5156272.66666667,6308386,6429010.66666667
"TG(34:3)",NA,2243538,2074126,10408.3333333333,10246,2625.66666666667
"TG(34:5)",12602780,15446780,15209438.6666667,11439489.3333333,16427341.3333333,14991348
"TG(34:9)",62781726.6666667,48831388.6666667,54630207,22889534,47213545.3333333,58228419.3333333
"TG(36:0)",56584640,69097296,72329429.3333333,31838157.3333333,21964585.3333333,14303449.3333333
"TG(36:1)",1536276,1221319.66666667,2027433.33333333,1477128.33333333,1471939.33333333,1465328.33333333
"TG(36:10)",1327299813.66667,1458531650.66667,752359667.333333,554546723.666667,1130873643.33333,2104269352.66667
"TG(36:2)",8083629.33333333,6904864,18760118.6666667,3865881.33333333,3203367,5799004
"TG(36:3)",30898284,31429206.3333333,39486950.6666667,20322194.6666667,14929664.3333333,18380123.6666667
"TG(36:4)",43951096,48213856,44333629.3333333,29180565.3333333,47710042.6666667,55019856
"TG(38:1)",337234,532812.666666667,704936,728114.666666667,954093.333333333,945319
"TG(38:10)",238766663.666667,261923410.666667,269228506,74829846.3333333,132087337.333333,87591806.3333333
"TG(38:2)",7204606.66666667,17341873.3333333,17821313.3333333,5169204.66666667,4173465,3514814.33333333
"TG(38:4)",6780837.33333333,9993412.66666667,5541708,5670049.66666667,4959247.66666667,3611639.66666667
"TG(38:7)",161290756,191052005.666667,123195647.333333,51179810.3333333,67403276.3333333,57439971.3333333
"TG(38:8)",55478881.3333333,41167315,13193255,37477929.6666667,41651817.3333333,44032893.3333333
"TG(38:9)",16703414,13193509.6666667,15309381.3333333,8116180.66666667,13831352.6666667,17247013
"TG(8:0)",4531334364.66667,4639120097.66667,3618340873,2496543358,3584376066,4660688080.66667
