"subclass","OA_01","OA_02","OA_03","X2i_01","X2i_02","X2i_03"
"PG(40:6)",32481756,39867979,45447351,38020241,43529247,34837099
"PG(40:7)",303695811,307643034,295592367,299800631,309309533,274985404
"PG(40:8)",9710053,6908582,6877580,8767562,7508476,6452358
"PG(40:9)",4367077,3435077,3695161,7237750,5224766,2306505
"PG(42:10)",10697453,18704270,12107819,14043927,15915334,10626005
"PG(42:11)",17145032,14601962,14456693,22381717,18925268,17640138
"PG(42:2)",18354960,27057462,21045200,2398880,11126575,13914008
"PG(42:3)",301073,489740,457795,397910,366325,234469
"PG(42:4)",265041,307683,568930,755391,563926,270607
"PG(42:6)",1851657,1214839,1688208,2084730,2063752,1854016
"PG(42:7)",1243491,2477027,2316467,1971125,3312497,2045719
"PG(42:8)",25850634,44039292,36290805,40842478,45923325,44071884
"PG(42:9)",1948212,2526026,2046438,2445304,2467535,2310720
"PG(44:0)",1343494,1159523,1007762,1512046,1578319,1350172
"PG(44:10)",19674172,20627932,19975955,20795549,19226745,18675609
"PG(44:11)",11325415,9022110,10528957,12294634,8112090,9634947
"PG(44:12)",46978738,48209947,45761380,44250878,44746770,41957592
"PG(44:2)",27281036,33578096,24354150,7926518,12979484,24625932
"PG(44:3)",34403252,46358981,40484050,12117150,25968118,30317231
"PG(44:4)",30252991,42052492,31416997,4885961,30481055,24178960
"PG(44:7)",120964,31440,86860,2008162,133616,1256411
"PG(44:8)",3335556,2822300,2682477,2631704,3055630,3118757
"PG(44:9)",283655,144407,14212,239970,237200,143773
"PG(46:4)",26116326,24424838,24229070,28947666,29202726,23625002
"PG(46:5)",3325040,3493941,4425323,500983,4144090,4006104
"PG(46:6)",NA,31095,NA,50840,23857,38631
"PG(46:7)",632970,757047,681704,660456,740583,444689
"PG(46:8)",1417826,3106711,4615522,5513276,2604553,4358471
"PG(46:9)",11089324,12418666,15151866,11435861,12242858,13425710
"PG(48:10)",1210533,1039917,1265605,1183767,1095268,1030867
"PG(48:4)",25171046,21451468,21933366,8404739,13101135,22852634
"PG(48:5)",86216248,102438552,82138744,101015000,99553936,88369736
"PG(48:6)",37336784,41514512,37219284,12930547,21047676,26499058
"PG(48:8)",506112,766679,518750,294307,823291,335176
"PG(48:9)",1336740,336238,371680,819704,531155,689431
"PG(50:1)",55137868,54065432,47619380,57830656,45363636,42518592
"PG(50:3)",3174283,2991519,2962737,3353795,2845510,2992966
"PG(50:4)",1395181,1703084,1594536,369454,482576,819547
"PG(50:8)",5019348,5864513,2694276,9892242,7162809,3816022
"PG(52:1)",255292,451121,228052,339692,457998,468479
"PG(52:3)",12099218,24891268,11661327,5938627,11259210,11129131
"PG(52:6)",1820410,2573331,1969066,2919877,1735132,2599002
"PG(8:0)",606118,1609104,1822726,464491,278591,468249
"PI(10:0)",2201035,2598951,2455209,2850549,2881572,2819720
"PI(12:0)",212806,134443,NA,43605,356353,NA
"PI(14:0)",NA,7958,524380,969290,1179208,804187
"PI(16:0)",NA,2368441,433896,1246153,2228068,948519
"PI(18:0)",510381,941614,817557,1096643,1795695,703890
"PI(24:2)",181743,824680,545664,134519,247349,520352
"PI(26:2)",NA,18411,17337,NA,NA,NA
"PI(26:3)",1217576,619893,984165,1226621,987012,884942
"PI(28:3)",13576,30523,NA,NA,105379,NA
"PI(28:4)",2578759,5029681,3676559,3416422,4491202,4673870
"PI(28:6)",600686,400582,930553,901201,157917,918831
"PI(30:0)",4420284,2193580,2620034,1159141,2606981,2110780
"PI(30:5)",4123957,3547423,3513542,2971282,2467094,3078525
"PI(32:1)",4402754,4677976,7866614,2724708,4538098,6133289
"PI(32:2)",4182967,3513698,4667438,1790169,3533509,3476044
"PI(32:4)",357158,1239139,244505,1220643,107273,418403
"PI(34:1)",79333020,81917405,182557432,72379172,143821758,151253654
"PI(34:2)",36593541,30844716,54618304,29363362,54730308,57233031
"PI(34:4)",125720,159126,6076,318904,467646,222289
"PI(34:8)",621319,992605,516529,314918,310946,354264
"PI(36:0)",107824488,111934432,29969108,43111600,62897152,56407776
"PI(36:1)",1090706518,1004184033,2331507719,974544043,1893982845,1977561162
"PI(36:10)",338748,244601,NA,NA,NA,NA
"PI(36:2)",1133085058,1128610122,1948312239,960260801,1618775080,1691995238
"PI(36:3)",40244376,37480806,66709738,38753123,61359841,53161528
"PI(36:4)",22404979,26780316,49756016,25988202,34768936,40225788
"PI(36:5)",6286770,6157124,6387202,6579355,5858353,6339468
"PI(36:6)",672170,664304,744700,639513,576479,904346
"PI(36:7)",1847255,1812040,1525129,1377480,1749696,1601678
"PI(36:8)",3392806,3016013,2823068,3638878,3207928,2840529
"PI(36:9)",6862809,6117382,7272054,4466710,4612532,4838962
"PI(38:1)",8072152,7292442,23196772,12053067,16619104,20250515
"PI(38:10)",5303576,6055692,6039072,5403118,4531732,4817790
"PI(38:2)",44994642,41205217,81611946,35415402,70466750,69528640
"PI(38:3)",98232282,87187524,183733976,79954054,147239500,147850942
"PI(38:4)",1620438036,1568126012,2474264416,1365760958,2132080318,2230576880
"PI(38:5)",459136261,453035010,678126252,418088828,629762342,626487941
"PI(38:6)",16777782,14630318,19715070,12598091,20826022,16238420
"PI(38:7)",1094623,1086478,1600532,779309,1391282,1392643
"PI(38:8)",994334,917808,1344921,1057767,1270679,1114612
"PI(38:9)",1042313,1430553,1101866,1043027,1470448,1106449
"PI(40:0)",32823332,11135150,7948876,6156141,5538674,9708208
"PI(40:1)",15315430,20822851,22510395,15122741,11054240,14238842
"PI(40:11)",1218314,801286,1117169,1094850,1348201,1458052
"PI(40:2)",527277,516811,423615,293256,458916,321213
"PI(40:3)",70806524,58547312,57564512,52950740,52841999,52909824
"PI(40:4)",36961191,32893958,65428590,30705558,58239811,56332947
"PI(40:5)",118292626,117655795,180030401,91329331,154130248,159154607
"PI(40:6)",88745160,93091826,144776516,83272966,131408964,125394750
"PI(40:7)",14460491,14729679,20714375,12249903,15017727,17041429
"PI(40:8)",457613,1174422,1084341,931688,1280450,888601
"PI(42:0)",516090112,418108736,174224464,190485008,278195936,267733760
"PI(42:1)",350925,111921,5142887,2179852,3537332,2273583
"PI(42:11)",460163,881309,351002,695873,389901,1110210
"PI(42:2)",1340727,1307879,1780163,1459983,1831944,1750159
"PI(42:3)",698897,534666,780036,636001,882810,1002612
"PI(42:5)",1010487,1569060,1876900,1538943,2195389,1880234
"PI(42:7)",NA,NA,262655,151545,NA,134061
"PI(44:0)",22273529856,19676334080,8921398272,9209412608,13442564096,13062660096
"PI(44:1)",203604352,120602160,58608384,52121932,55592284,62534476
"PI(44:10)",1620690,1770766,1449014,1317170,1815182,1494586
"PI(44:2)",17951292,9937887,40718224,16600489,9153030,10526962
"PI(44:3)",181278850,115353141,50055945,47002072,42293582,120428212
"PI(44:4)",30350166,35715494,19346511,16181511,20128959,21146774
"PI(44:5)",2200442,2306450,3297060,3389341,4348513,3430830
"PI(44:6)",6037017,3630675,8007431,8562983,6360951,6523338
"PI(44:7)",385984,586818,1131205,98792,921217,829987
"PI(44:9)",5667582,5224819,14470373,5618764,13405328,13619428
"PI(46:0)",60257864,88770840,31675168,22506372,99989088,24380740
"PI(46:1)",10315251,8702627,17441510,7249476,8373052,5564746
"PI(46:2)",67930648,34732484,5335982,2632926,15983894,26853216
"PI(46:5)",2164703,2476765,2812895,3601326,3334827,2540570
"PI(46:6)",28682391,28597495,21602585,21607170,22004504,29197151
"PI(46:7)",1549785,1745872,2398340,330360,2456703,2003523
"PI(46:9)",2887037,2144968,1848292,1715455,1346386,1555188
"PI(48:0)",147502448,97286080,93605984,120707008,71615144,113180352
"PI(48:1)",24911012,19381014,18955184,21117378,38422856,14512366
"PI(48:7)",65143,NA,3558,NA,NA,NA
"PI(50:1)",17940798,16348668,6275622,3144176,10153887,14853083
"PI(50:4)",1332369,2496282,2175540,3149126,9514,4655013
"PI(50:8)",2238143,3236981,1805946,1880331,5635156,1065297
"PI(52:0)",26949142,24289446,9060502,8744341,18103108,18405120
"PI(52:2)",680423,528357,355297,38378,1229980,NA
"PI(52:4)",70894088,52343748,26323346,8248384,31852860,13850511
"PI(52:8)",28309342,21166960,15032548,14965116,14998480,22067096
"PI(6:0)",19594142,32620992,35363272,40472608,40224568,27775608
"PI(8:0)",3947482,4545408,3253826,1104120,2775096,1885277
"PS(12:0)",4893362,6926621,5809539,3251987,5135364,3132570
"PS(16:1)",9122924,4929244,4688896,4377822,4073000,3854921
"PS(18:4)",1728,1196623,561653,3456,474733,29814
"PS(20:0)",36046,NA,NA,69733,22044,527
"PS(20:3)",241445,325082,148682,243171,192080,508417
"PS(22:0)",1092959,650826,1341622,1352050,1315800,2351179
"PS(22:2)",1933656,1788505,1765726,1890023,1722693,1417846
"PS(24:2)",1865650,1940810,1576513,3199089,2872924,3049054
"PS(24:3)",9406199,8526263,7590518,8222450,8055060,9618598
"PS(24:4)",NA,55653,50706,143391,152818,319645
"PS(26:2)",2108928,2761002,3159308,2482471,3015533,2974472
"PS(26:6)",2921515,2839996,2774719,4492480,3837690,4360166
"PS(30:0)",NA,NA,NA,NA,177528,167399
"PS(30:6)",2079598,2201305,1639112,1155014,966072,1696810
"PS(34:1)",6122473,6758458,52659256,5691946,23125564,17915058
"PS(34:2)",220557,1026293,5997028,480538,2618612,2179420
"PS(36:1)",19994326,24680298,262493400,20548764,102409026,72247630
"PS(36:2)",41815636,45033082,239968576,32573571,120718740,84532739
"PS(36:8)",2144,51978,1793,156817,982,2175
"PS(38:0)",2239445,3116639,4767754,3511699,2769129,2543280
"PS(38:2)",14008007,13899150,92051016,6268646,43731544,31505580
"PS(38:3)",10057271,9557598,12189947,11226368,8664001,10343724
"PS(38:4)",12730575,11784455,17851732,12762763,15290142,14143989
"PS(38:5)",1825962,2938506,2735840,2832182,1275186,3945420
"PS(38:7)",2498498,3303271,2958971,2954735,3124709,2741689
"PS(38:9)",1520824,4683814,2029545,3561725,2150841,2812666
"PS(40:10)",1174150,1054036,1849038,3651260,2237290,2043375
"PS(40:4)",13825634,13645631,13624778,17609496,14735905,13089858
"PS(40:5)",17466332,14897160,14440418,18842006,16986946,15864757
"PS(40:6)",18007685,15152653,92847929,17217899,40239568,31786796
"PS(40:7)",39891102,40285632,66222312,37891383,50079758,46606585
"PS(40:8)",7551430,7684304,7831286,7795984,7125065,7239533
"PS(40:9)",864567,734033,1002567,673655,850382,871575
"PS(42:10)",844732,1104882,894994,1008158,852580,983436
"PS(42:11)",2353176,2351288,4049358,3622967,2566356,3664763
"PS(42:4)",15770880,18965378,15153143,15531290,18462822,16510442
"PS(42:5)",1017463,593683,578945,1008058,450227,779564
"PS(42:6)",52063128,48648400,48119236,52397144,54065048,52570388
"PS(42:7)",22804608,19977386,23562940,19807744,19706950,19753656
"PS(42:8)",15101930,16626573,14468992,16254471,16370287,17580486
"PS(42:9)",24248100,25056440,24908848,25026514,24319576,24613952
"PS(44:10)",1478590,1653938,2139389,1845667,1822674,1871082
"PS(44:12)",6271370,8936721,8999015,10029350,9480709,11400301
"PS(44:6)",7969522,9088882,15099011,5894096,9307083,12128462
"PS(44:7)",23298164,22046394,21586950,23266980,22561632,22382556
"PS(44:8)",856696,412474,NA,NA,451601,516113
"PS(44:9)",10544470,11280652,9793463,12427441,11006897,11411917
"PS(46:1)",301202240,108016784,71568760,52273632,94035904,66250952
"PS(46:10)",12676254,12409952,11980430,13634188,9463661,12659729
"PS(46:9)",3839965,3890175,3254715,4725954,3551682,3451595
"PS(48:0)",854352576,628589696,507971040,502367072,365966976,552193408
"PS(48:1)",710941312,760703616,602780416,350946784,646366208,991214208
"PS(48:10)",49725,224189,162312,77148,188845,70979
"PS(48:2)",503095616,998021952,477064960,451624672,561626944,439420320
"PS(48:3)",78784176,80170880,59632608,48982044,38724668,25435372
"PS(48:4)",2936332,12210491,4495072,5870366,7839111,3364272
"PS(48:6)",12909402,11205285,11505071,7508939,8208188,8309533
"PS(50:1)",60993916,54504496,14231851,15853104,37005300,26789090
"PS(50:3)",217426208,195489840,154137664,179001840,133900560,201699280
"PS(50:4)",187386080,221160544,77207968,89033064,232714736,129190864
"PS(50:8)",6454416,2746308,2474112,2102555,3494321,4115501
"PS(52:0)",3502117,876600,NA,3314764,4770942,4062989
"PS(52:3)",170808496,109252056,59679540,84556296,63767280,79859664
"PS(52:4)",863302848,659597120,336960928,384393920,527784512,401673664
"PS(52:5)",179952416,245304928,144722080,117455496,403476416,83881592
"PS(8:0)",2780542,2780669,2469007,2541154,2325204,2421318
"SM(10:0)",5175861347,4165904375,1689347277,2280513149,2107940841,2830106974
"SM(12:0)",77349996,87104173,87901445,83825895,90204644,91386329
"SM(12:1)",1259001,1464679,3572394,1144904,3182567,176229
"SM(12:2)",790087660,771381208,448889672,606660538,769381108,674374056
"SM(14:0)",23907995,22340452,6880723,17290121,15764695,17630132
"SM(14:1)",172901360,251535344,109391976,133404656,132838272,154623232
"SM(14:2)",232450560,196551072,121309616,73412152,105357064,112125424
"SM(14:3)",347109479,383854822,385692576,364643886,389697886,386899332
"SM(16:1)",55635672,52480232,54342836,32936566,51064676,53607616
"SM(16:2)",60312002,45303998,38749075,32287621,40273131,32246817
"SM(16:3)",366176377,496036447,331078732,282658678,493250444,257608434
"SM(18:0)",344697684,290268192,304240452,321948544,166322190,228805232
"SM(18:1)",75888962416,79297066480,78432542196,78936756340,84425505300,69240447311
"SM(18:2)",1406826576,1642121720,1614857256,1482832832,1641435208,1414460114
"SM(18:3)",72336760,80912952,86485976,88132920,89827160,92678248
"SM(20:0)",5486043,5566592,5555544,5727424,4866308,4762708
"SM(20:2)",13537246,15492266,16531990,8618718,10939655,11768263
"SM(22:1)",7130267,7032684,4379469,5705924,6387565,4405848
"SM(22:3)",4954304,6642258,5361002,7276368,7045026,5707890
"SM(26:3)",604617664,574346816,620959936,496134304,526352576,472113856
"SM(26:4)",589863616,703961856,363124224,510185248,460265504,518736160
"SM(28:2)",177736,1732068,NA,501082,NA,NA
"SM(28:5)",18957290,240398,9177652,9813492,553142,7044634
"SM(30:0)",130824800,101122008,96443648,78573512,120600896,54036732
"SM(30:1)",97954048,73338152,65395008,48438312,85216896,33320938
"SM(30:2)",5016240,6327234,4433132,8780409,3045417,2946638
"SM(30:3)",25981764,29163112,19829712,29667358,20318170,13815601
"SM(32:0)",233952558,222010741,230724782,227761455,201321889,156878683
"SM(32:1)",3068269438,3334167616,3094745450,3033258702,3312814888,2723747439
"SM(32:2)",58223169,60767445,63093964,54941388,66680121,53900959
"SM(32:3)",7840186,NA,NA,6798664,3567914,2092964
"SM(32:8)",4022208,7054068,7741454,7579891,5179018,7266888
"SM(34:0)",254005948,233137840,247116300,298686408,295029236,256101328
"SM(34:1)",3920937488,3895374992,3949263008,4203478848,4318677568,3826581072
"SM(34:2)",3178889216,3206221563,2902695426,2886397265,2946131712,2704884007
"SM(34:3)",16976090,18291998,13419519,10997593,10872442,12375441
"SM(34:5)",54015328,50883624,59589984,58909272,62480488,53543988
"SM(36:0)",286989472,316663142,420863276,433871564,461253022,359674840
"SM(36:1)",15275436,8067519,16646336,9811879,11399549,12320996
"SM(36:2)",439099164,382160572,421752084,433963218,443193092,342252936
"SM(36:3)",332959120,340902336,356734222,374931712,374734322,326923524
"SM(36:4)",21913696,5575962,19716612,28068630,24352690,28640950
"SM(36:5)",135930696,129857276,120447996,75765918,82081206,84504860
"SM(36:6)",61638046,54315262,56365660,31408948,25426254,34000928
"SM(36:7)",11977100,14811785,15884606,13446601,17035696,17420296
"SM(36:8)",213744,593241,778035,1103512,534528,841239
"SM(38:0)",424898907,378762207,397795908,382427730,309121440,324246744
"SM(38:1)",523211004,574032756,653649108,622451400,680395984,616301980
"SM(38:2)",215216084,190760230,182754970,159911978,146806350,150859807
"SM(38:3)",91790704,96544008,82423200,87790480,91431512,70355672
"SM(38:4)",294383777,325402186,360011050,330796127,385120757,341688406
"SM(38:5)",43530695,46991394,46013376,45053866,46873442,44083584
"SM(38:6)",59392271,67726465,61068929,56880508,63755290,56921999
"SM(38:7)",40279656,58489684,38851288,47607704,39524036,35778860
"SM(38:8)",11050507,13328664,10915075,13686242,9859996,4601508
"SM(38:9)",12899441,9100392,9223435,5041423,6447426,5570194
"SM(40:0)",40073509,38417802,62737961,52456930,61029299,59886404
"SM(40:1)",279886644,283699102,341005215,333846847,406160026,354555006
"SM(40:2)",1786392637,1904562170,1834702896,1786753246,1844926362,1709373211
"SM(40:3)",373003276,445548799,409630901,416141167,443751829,424559839
"SM(40:4)",216871640,156723582,236914040,260731624,255174920,221067400
"SM(40:5)",14593201,8832287,6909926,6430835,7878762,11793045
"SM(40:6)",329041054,347938357,324182652,329498600,343623999,296195312
"SM(40:8)",23615824,24367096,14860238,25941476,11792327,12202970
"SM(40:9)",119878776,46706704,49182488,41845004,36592388,36668076
"SM(42:1)",390150544,421558120,460700188,444779509,484945364,444381244
"SM(42:2)",2228714004,2440124320,2462386696,2310026136,2583342136,2234500000
"SM(42:3)",1192214296,1309866488,1285785360,1146472940,1313208664,1162337376
"SM(42:4)",449901288,475087635,488012875,464136214,510001395,445796525
"SM(42:5)",236298128,232161414,232547153,219103563,228064111,193140445
"SM(42:6)",155631238,138543708,87869038,73327231,134077929,59345828
"SM(42:7)",50369060,34955444,13531896,31530278,20687164,22796070
"SM(42:8)",83249300,79784641,74911500,77269493,80555804,73490580
"SM(44:1)",31940188,23396258,6551252,12909276,26392256,34421368
"SM(44:10)",31018576,15505162,14127589,9392125,10149365,12031668
"SM(44:2)",88881458,94176449,94773172,91861542,99340863,93715049
"SM(44:3)",155167632,152995247,126420299,122127628,130590884,151101708
"SM(44:4)",18734722,20713588,20234258,20508756,22318110,18703388
"SM(44:5)",8708864,9732359,11140285,11242174,12580655,11353400
"SM(44:6)",17272724,23499894,19123540,19252114,17366432,20170346
"SM(44:7)",33760027,28549928,25183524,31178640,28999695,22642502
"SM(44:8)",285629292,193325472,115742108,104979984,132083488,136848710
"SM(44:9)",111245052,138951540,69979700,76450796,81417134,49367292
"SM(46:1)",52054568,45971948,19025128,27562884,58865496,69110624
"SM(46:10)",5695922,7114922,8250622,5909481,7178244,3627566
"SM(46:11)",53450712,53103776,24855622,48554488,27128278,42077984
"SM(46:2)",38412860,29288246,29771152,44594780,37121208,31204848
"SM(46:3)",573771840,526400160,259204176,299374048,479991264,565903168
"SM(46:4)",276525184,316790432,285148192,254901472,256826704,262861648
"SM(46:6)",56153306,81995233,55842562,14592518,68655750,25330179
"SM(46:7)",NA,19855,59493,NA,3173,NA
"SM(46:8)",19086082,7813650,8676538,6532258,9993587,9832956
"SM(46:9)",15185655,17165553,20316418,20893050,21495786,21398547
"SM(48:0)",14539576,25680258,16189721,1263434,4265236,15741459
"SM(48:1)",40508124,41232860,37365328,28083406,47956524,59972064
"SM(48:10)",36500319,55954031,32721869,8367376,43555790,25120564
"SM(48:11)",79842104,43553476,25626908,25493528,35563980,26420972
"SM(48:2)",395901632,322048480,178245008,186432704,421119264,475778496
"SM(48:3)",52707495,78511056,77168030,58568065,97971148,48722412
"SM(48:4)",1042094904,783472645,421147288,452592188,658939540,809196769
"SM(48:5)",1340956288,993171456,532383264,690990336,868359680,1093596928
"SM(48:6)",461830816,362769024,167097552,223244992,287131712,352066304
"SM(48:9)",93287967,123963235,90181434,25293704,113855871,48638641
"SM(50:0)",13240114,19358920,17269178,16639821,17671400,19644646
"SM(50:12)",718271,134023,877850,246958,1601113,471390
"SM(50:2)",20976210,13282211,16393099,11860778,16762524,26527518
"SM(50:3)",45951120,44204418,55055044,50050361,46953730,29678998
"SM(50:4)",21511692,21398714,21811886,22267812,27615854,26552544
"SM(50:6)",23754820,22460356,18871176,18476148,12555021,13920566
"SM(50:7)",3891402,2664615,3067361,4903692,1947971,2617452
"SM(50:9)",120662544,124712296,30969852,51854396,90662176,69338616
"SM(52:0)",75062151,96831865,96006192,90255784,125084684,113516624
"SM(52:10)",617283920,518339504,209364432,175301016,392010016,237209088
"SM(52:11)",830745216,912225492,249637266,418336074,663129376,497021789
"SM(52:12)",57267888,52985908,32418846,25801196,52073172,20174186
"SM(52:2)",46298032,39997756,28898948,23670012,29234298,10213676
"SM(52:3)",230275837,236855214,170078820,152975028,114678856,140191094
"SM(52:5)",18702212,16083986,14151411,14924069,17364898,20361420
"SM(52:6)",59092130,54600321,27818916,25988681,42985626,25025635
"SM(52:8)",63499747328,47022600192,18056937472,26374936576,33787940864,50463117312
"SM(52:9)",6495666704,3967358746,2059808352,2162215529,3739111622,2913525480
"SM(54:10)",1440777984,1192804480,872977216,880318272,660982016,1044969408
"SM(54:11)",51304409950,30872377870,16654633800,17896033882,32242325850,24189908681
"SM(54:12)",2396965858,2849243795,1426717202,1313160321,2453197017,1114049664
"SM(54:13)",295237056,225161312,150837648,142150208,133015640,82016264
"SM(54:4)",263674456,314474280,243503556,283929256,293096904,294196004
"SM(54:5)",43960120,36872690,34430497,39798792,41506966,31618521
"SM(54:8)",271784832,137287024,31178588,53073748,104371144,174654448
"SM(54:9)",1950679,1779517,2211264,2434827,1795579,2125406
"SM(56:1)",202650,396333,258284,248865,1074664,712691
"SM(56:11)",1858559360,1592890880,746698688,1111148544,1369894656,1788794752
"SM(56:12)",895596,2305840,1817260,2345932,1700561,2343156
"SM(56:13)",387355680,336198400,278240416,286724128,235544544,362800352
"SM(56:8)",9812527,1730395,4604533,8132112,9752844,8383704
"SM(56:9)",NA,547890,NA,NA,57669,341430
"SM(58:11)",8557424,14129813,22494954,15981269,3556554,10462551
"SM(58:12)",26712596,37042776,12507863,24402998,24036582,29078682
"SM(58:13)",13315613,25793374,14886922,2175661,28260676,10757462
"SM(58:14)",61257504,63138204,41053356,42768348,48130868,24115248
"SM(58:3)",11632890,6416207,14950876,14509147,5429624,3730534
"SM(58:6)",11036865,11416380,535423,3734007,9670403,3191033
"SM(58:8)",1857708,NA,NA,73343,NA,1686131
"SM(60:14)",105484792,51980816,23856764,28798362,70345672,58676504
"SM(60:3)",1037878,3645544,2952526,2290830,2751582,2939133
"SM(60:4)",6299392,5042984,5175548,5425198,3615019,4010975
"SM(60:7)",4729824,4829766,1532138,1781945,1988485,1799078
"SM(60:8)",4936687,4055264,495175,1821603,1035081,2925471
"SM(62:12)",16877680,7567656,1818466,6100343,6185087,6690656
"SM(64:12)",315317,3487104,296032,822352,1848937,817178
"SM(68:1)",27014426,21915008,20068534,14103265,17899606,14678997
"SM(68:3)",37957648,33059444,33581072,20420400,19936450,16887872
"SM(70:2)",31342418,20594400,23840978,23009414,19586764,16456552
"SM(74:13)",14389653,28172078,20386122,6311755,32087768,7765282
"SM(8:0)",10633644788,8130805814,6751037798,6987074691,7559778739,6848101417
"SM(8:1)",223987573,297421393,254551449,237721588,292837527,217874017
"TG(24:0)",88583624,45328752,71985320,38900596,36436456,31458262
"TG(26:0)",116895340,63260081,91873214,88104842,67706915,74609502
"TG(28:0)",48532859,23972274,21818370,38487536,21880727,18032660
"TG(30:0)",29980562,44142380,24786608,52568252,42220356,27723102
"TG(30:1)",1257824,389724,723717,1658832,812245,687684
"TG(32:0)",46286332,61685908,121543368,60675852,36561292,60187608
"TG(32:2)",5886832,5399690,1988727,3363077,1774824,2677063
"TG(32:3)",133167144,171171856,163365728,45093300,76478504,92553816
"TG(32:4)",96912632,114854720,114045544,21498888,52383660,57823460
"TG(34:0)",10413436,11522921,14460053,46274064,100209120,40365164
"TG(34:3)",27665964,14032868,6107519,1816665,7684150,17803284
"TG(34:5)",65351740,113699464,78463160,20405806,37078940,46988988
"TG(36:0)",108405876,82051760,83568030,62655632,70419296,71203161
"TG(36:1)",17829998,16794034,25744768,16279307,11422113,7034714
"TG(36:2)",157291696,156841344,143191408,153870608,163079056,154005728
"TG(36:3)",685263104,497289312,190349280,259603968,370543520,488375744
"TG(36:4)",154177584,118035608,42770748,58773336,86114864,68103664
"TG(38:0)",62599780,43308936,45122134,35730555,45063166,38469804
"TG(38:1)",22956006,23351096,23279134,23093248,26736814,28171864
"TG(38:2)",195536928,202823360,173985726,147046810,139717552,137453846
"TG(38:3)",604896768,616578048,612707904,592301888,651314048,633983488
"TG(38:4)",66444660,126773776,176037744,53641024,51383612,56043540
"TG(38:5)",61381064,33896232,59002648,38315128,39624688,63823968
"TG(38:6)",137153232,100289576,102765808,60724372,108160024,100498432
"TG(40:0)",40150458,52028418,57330171,72324140,46348626,69368452
"TG(40:1)",8322700,10588701,9688122,12081923,11392868,7776502
"TG(40:2)",128472440,143490128,120072672,171056816,203248048,201899648
"TG(40:6)",3077932,3892078,18931146,3973131,3563020,4127401
"TG(42:0)",36140804,38236652,50461416,51777200,51585376,52283636
"TG(42:1)",20017536,19137885,22211907,27963001,44791821,25301820
"TG(42:4)",11622363,13662444,12799590,12750223,13483605,15579604
"TG(42:6)",6394038,6144782,5155760,5892276,6225892,5537148
"TG(42:9)",17805942,19437396,18974450,19489864,17368452,17193782
"TG(44:1)",61772476,75659624,63324736,77703128,81563696,91674368
"TG(44:2)",160844456,198266760,174596176,137229434,155080940,220389584
"TG(44:3)",15465107,17114172,19321590,23021062,19932678,15533350
"TG(44:4)",22162824,29754918,7785572,22855576,29495030,17171776
"TG(44:5)",4595950,9547383,2693402,13010405,13071669,20908610
"TG(44:6)",34760524,45785056,34981960,40411100,44840552,32988236
"TG(44:7)",40043364,47576392,29383852,32980210,35643392,15614780
"TG(44:8)",13187740,11872144,12105488,11756702,13158672,13435193
"TG(44:9)",16078228,19442166,20433696,19766892,10821791,10372734
"TG(46:0)",112320776,165344880,170971968,154792096,165328240,164004624
"TG(46:1)",154490512,176812848,162272352,181173920,237954528,207200480
"TG(46:10)",16321892,21675806,28688526,20960580,15252480,16217037
"TG(46:2)",262491321,310156832,286903363,317164393,429790550,400979858
"TG(46:3)",32940390,43015744,39175728,47308436,61374420,51259656
"TG(46:5)",99100256,65029584,64693620,42567024,60362536,110482120
"TG(46:8)",30057764,35743320,36972872,32811454,21683002,35240724
"TG(48:0)",155635280,158153888,251025904,207561168,275010016,249575856
"TG(48:1)",416198912,492822336,484097568,500374880,712340032,681414080
"TG(48:12)",31723786,39637172,50671476,105262352,68566656,54636800
"TG(48:2)",721831214,859292496,796814882,858794141,1434464882,1210471278
"TG(48:3)",281268115,329068396,305801831,323573937,513483622,431698707
"TG(48:4)",46657336,56705402,60738960,51911348,65877086,53661320
"TG(50:0)",74708280,82627800,160997296,128497872,211529472,195015136
"TG(50:1)",1115529640,1266947264,1171501924,1329018968,1929829452,1792348896
"TG(50:10)",8226703,7884716,7993778,7477098,7999822,6069286
"TG(50:11)",9114879,4361840,11158429,7546584,8656901,8390711
"TG(50:2)",4162283376,5407900648,5137177922,5262581048,7967692974,7687689160
"TG(50:3)",1895893120,2313771638,2143260970,2447534854,3915068524,3305210732
"TG(50:4)",398832160,488729440,458870176,456297152,643547520,584190400
"TG(50:5)",203887788,212649756,235153836,209646320,284934324,235151868
"TG(50:9)",1007452,1160902,1060797,1807128,1821457,1158558
"TG(52:0)",202106728,239158416,273090168,253818268,411983344,327106160
"TG(52:1)",493806064,563064183,664757668,607605902,1304749087,1142476457
"TG(52:10)",2690442,3043702,1148071,2877083,2218379,1499698
"TG(52:11)",3369814,2822102,126479,3012810,5146116,4038888
"TG(52:12)",7366499,11237747,12843493,29208292,17389674,8900738
"TG(52:2)",8361577204,9948035628,10216640424,9945114766,15871459606,14796244083
"TG(52:3)",16977033250,21686334780,20665740890,21257419360,30953014446,30798364289
"TG(52:4)",2495461608,2840678432,2794284728,2968763600,3639507840,3385486592
"TG(52:5)",1365825792,1583875072,1449168768,1570268032,2097462784,1798116736
"TG(52:6)",434939632,483769712,475215840,494664768,663014440,605707760
"TG(52:7)",69222000,80967208,61908684,88948096,110500256,88364976
"TG(54:0)",18931567,30513554,43450940,33174318,68679588,64734592
