"subclass","DGAT_1.2i_001","DGAT_1.2i_002","DGAT_1.2i_003","DGAT_1i_001","DGAT_1i_002","DGAT_1i_003","DGAT_2i_001","DGAT_2i_002","DGAT_2i_003","OA_001","OA_002","OA_003"
"TG(50:0)",39100000,35500000,46900000,1.52e+08,49900000,45300000,35300000,60400000,54900000,17500000,22300000,45900000
"TG(50:1)",3.77e+08,4.53e+08,4.98e+08,4.21e+08,4.66e+08,4.08e+08,3.42e+08,5.07e+08,5.08e+08,2.85e+08,2.87e+08,2.93e+08
"TG(50:2)",557298635.484,195624095.6236,530399295.503,1815555829.7261,2184892126.853,2218023124.892,1507700000,2285600000,2347317186.198,1193824972.707,1375831346.2,1397049935.806
"TG(50:3)",251500000,202700000,190600000,944500000,1063100000,1305400000,751800000,1094100000,982700000,561800000,752300000,608200000
"TG(50:4)",79174622.663,87454997.459,89675937.275,126400000,126400000,139300000,130400000,182300000,165600000,1.23e+08,137500000,137042229.253
"TG(50:5)",1489584.936,4625759.397,8247083.614,24500000,44600000,3.5e+07,22800000,62400000,32100000,20400000,11900000,12100000
"TG(52:0)",15500000,13400000,24100000,66700000,26600000,20800000,12800000,24700000,21300000,9273156.913,8409184.082,15700000
"TG(52:1)",1.34e+08,1.32e+08,1.06e+08,3.44e+08,3.16e+08,3.93e+08,1.48e+08,3.4e+08,2.62e+08,1.1e+08,1.34e+08,1.68e+08
"TG(52:2)",1135089078.552,1231234750.3656,905600000,4180077141.887,4970426886.125,4535555711.897,2340616596.592,4203635385.933,3493353670.772,2244185470.7,2493059786.935,2367363711.7225
"TG(52:3)",6345573.8157,3995728.633,3572141.985,37827340.8037,40859105.7152,53069925.379,26114295.7284,65466559.0082,52243776.6908,18020865.228,21086726.9877,29990032.8595
"TG(52:4)",5.62e+08,5.94e+08,6.2e+08,3.11e+08,6.6e+07,5.98e+08,7.58e+08,9.79e+08,7.81e+08,6.57e+08,6.31e+08,6.99e+08
"TG(52:5)",2.87e+08,2.23e+08,2.39e+08,3.31e+08,2.88e+08,3.64e+08,4.43e+08,4.67e+08,4.32e+08,3.22e+08,3.68e+08,3.27e+08
"TG(52:6)",92813081.655,102040725.717,101225737.218,129297142.508,133200219.585,160042287.974,121139732.697,165200000,180790261.282,115303060.686,135157642.132,122122035.771
"TG(52:7)",4574939.658,13088174.698,7609481.058,26977223.269,29803167.22,36348739.789,24662303.431,22956892.09,19187444.841,10200235.413,17538067.165,18881059.567
"TG(54:0)",4973425.065,1069970.067,11900000,11600000,8571586.464,4217712.58,3729582.403,6513433.95,6131835.738,3207797.277,3048323.686,5228189.166
"TG(54:1)",32600000,27400000,19500000,6.3e+07,72400000,71800000,22700000,63100000,56200000,14300000,19300000,19600000
"TG(54:2)",455909388.22,342861322.564,264244954.943,3639311252.748,4471900000,4585700000,1234157924.445,3305700000,2846200000,1022532573.392,1303844298.842,1575515078.054
"TG(54:3)",12509908.469,7276572.223,4216497.573,111038566.3509,123397629.908,143094679.5965,75905278.3841,287105947.1102,198087829.586,61650454.6876,69700000,93300000
"TG(54:4)",2643452005.478,1505228672.351,1231191049.532,5170615882.84,5183401522.492,6219255771.194,3609887294.416,3.803e+09,3961500000,2266063325.723,3296589264.076,3139239043.416
"TG(54:5)",1415312079.43,1407945629.159,1278864554.24,1609141414.563,1555665604.318,1729658818.246,1728346206.08,2070145262.46,1927573050.846,1580741359.885,1725091247.037,1651565854.363
"TG(54:6)",1387253306.468,1964766704.27,1815928654.25,1677040798.261,1776800000,1723300000,2235915724.938,2523261779.5633,2306318800.4518,2421998227.338,2099671782.973,2177779958.414
"TG(54:7)",376600000,385700000,391700000,3.06e+08,3.07e+08,2.92e+08,499700000,4.72e+08,4.62e+08,500400000,453400000,5.14e+08
"TG(54:8)",69600000,78700000,93300000,81700000,70300000,90600000,122200000,126200000,112700000,101300000,109400000,113200000
"TG(54:9)",3807468.928,3871813.381,4757683.578,930916.316,1388054.411,914225.747,5063003.8,4469597.027,3749852.776,6803757.522,5950289.113,4801336.354
"TG(56:1)",3623412.083,3184224.905,3479642.884,6718061.81,6734390.617,8537930.942,2671910.985,6702556.667,5004272.959,2383303.125,1830725.04,2018324.526
"TG(56:10)",6248951.316,6859615.024,3784574.258,8364738.286,13382943.838,15800929.507,11905454.013,13627192.431,7965126.295,6581032.625,8551053.521,6736358.138
"TG(56:2)",22962669.253,36028923.258,23770608.475,379230793.969,251027306.359,200685159.516,78406135.056,215715269.575,239675098.248,67353941.882,102366256.951,112587460.311
"TG(56:3)",217884.9967,101990.6568,NA,4025380.453,2726385.772,5874124.512,1229560.5249,9419870.2363,6650740.7708,933638.9168,446609.4201,1426642.2451
"TG(56:4)",273700000,194400000,143900000,9.83e+08,1.053e+09,1.232e+09,440100000,9.15e+08,5.61e+08,380900000,449500000,556900000
"TG(56:5)",6.18e+08,5.01e+08,3.58e+08,3.26e+09,2.43e+09,2.93e+09,1.01e+09,1.76e+09,1.62e+09,9.89e+08,1.18e+09,1.25e+09
"TG(56:6)",21426699.1018,14694499.2224,8007765.041,55601976.8045,62593041.1735,80793557.846,37395674.1589,81899013.2018,73775204.0328,31727719.7685,36870289.8531,42310361.2493
"TG(56:7)",6.05e+08,523900000,4.65e+08,2.252e+09,2.254e+09,3.219e+09,1.353e+09,2.034e+09,2.029e+09,1.068e+09,1.423e+09,1.213e+09
"TG(56:8)",1.81e+08,1.09e+08,1.29e+08,4.57e+08,6.92e+08,7.85e+08,5.71e+08,9.6e+08,8.18e+08,4.38e+08,7.02e+08,4.84e+08
"TG(56:9)",20633735.917,19464372.531,18448721.341,38800000,45600000,47700000,40300000,55100000,33600000,36100000,58800000,3.7e+07
"TG(58:10)",68500000,4.6e+07,58300000,1.01e+08,1.25e+08,1.36e+08,80900000,1.06e+08,56400000,75300000,78300000,44600000
"TG(58:11)",15728568.0769,14617606.043,13638961.394,21032654.001,24181590.211,25014671.649,22980144.503,31006607.191,23958532.159,27257860.251,20957429.329,24661139.861
"TG(58:2)",2156282.59,875306.6976,3080136.0858,1245704.53,26695337.376,18497326.8356,4489247.191,29600493.7716,20679982.316,4743879.5603,668763.9871,5378056.306
"TG(58:3)",1.67e+08,9.2e+07,56600000,8.03e+08,9.9e+08,1.36e+09,2.29e+08,6.08e+08,5.7e+08,1.86e+08,2.29e+08,2.54e+08
"TG(58:4)",36355817.5075,28795119.1994,19151738.289,217239266.2,2.52e+08,291115800.696,80448134.375,152100000,173816625.167,57142622.804,92061565.067,83586345.45
"TG(58:5)",265800000,168400000,78100000,6.38e+08,7.93e+08,8.73e+08,326300000,4.98e+08,4.39e+08,275100000,253300000,2.68e+08
"TG(58:6)",1385803098.854,1303151561.981,719117195.6,4366330582.55,6850734633.106,5.824e+09,1569064091.701,2870100000,2763300000,1666780230.013,1778410389.902,1610628403.076
"TG(58:7)",11125725.47,7512870.4662,4109234.9364,38309025.7016,45875231.4777,55546034.0857,39014942.8288,80186316.2686,75843595.4229,31361827.0851,36050729.5783,43084510.729
"TG(58:8)",101310245.504,71028272.22,73734171.006,88511195.798,99835975.8977,403892084.2392,183374491.45,274364650.6101,226168488.368,261073013.787,204367606.637,178190223.9559
"TG(58:9)",196200000,178400000,170200000,437631459.14,531800000,679912028.051,330258673.432,437538016.0475,3.85e+08,312218097.713,362312429.663,307200000
"TG(60:10)",280700000,272500000,247300000,5.57e+08,682700000,870800000,334400000,461400000,344200000,371800000,375200000,338600000
"TG(60:11)",172077486.585,170679131.023,156245429.839,348993680.367,346548401.924,513600000,244525370.524,349715654.542,344308753.469,263479720.31,310400000,280716691.819
"TG(60:12)",5300276.417,545561.4975,5576943.518,12200000,1.7e+07,17300000,16400000,16600000,19600000,4329129.144,1.8e+07,17800000
"TG(60:14)",3805626.989,6356149.285,4281826.613,6688880.435,1232680.185,2333897.344,858299.4306,539666.745,1066593.435,1483278.268,1846123.706,106218.1641
"TG(60:2)",922286.776,165448.6368,86375.539,2983197.399,3017631.87,4065913.749,197282.418,471389.3589,2408237.176,174369.9474,115.57,129021.245
"TG(60:3)",7668484.319,5178570.288,2799067.038,33900000,41400000,55800000,8780017.202,43100000,30500000,6957512.612,9893524.045,13400000
"TG(60:4)",9232203.114,6921038.045,3445914.586,35500000,46900000,55900000,13200000,43600000,30100000,10700000,12700000,15200000
"TG(60:5)",25701237.7406,15024012.973,8895417.9859,65777897.9055,76763491.8503,78168343.793,20488487.362,50501068.28,47204774.5437,15430423.034,21217226.395,26085204.256
"TG(60:6)",207300000,145500000,96100000,473600000,4.54e+08,789700000,158300000,346100000,295700000,157200000,177739722.875,179576254.2
"TG(60:7)",1.89e+08,1.48e+08,1.19e+08,4.12e+08,5.09e+08,4.59e+08,2.32e+08,3.33e+08,3.06e+08,2.04e+08,2.6e+08,2.42e+08
"TG(60:8)",119408013.35,170300000,202500000,5.32e+08,5.5e+08,5.66e+08,293800000,4.38e+08,3.95e+08,253100000,3.4e+08,228400000
"TG(60:9)",179939772.638,154705144.184,154635660.5725,357840244.289,420915207.712,539800000,209700000,266186880.585,189400000,1.53e+08,213800000,2.09e+08
"TG(62:10)",265463451.918,249170634.244,196510923.6916,265413524.354,415499810.199,559972798.803,129095920.565,269796506.984,203551904.803,162634577.047,226573248.6619,199057652.09
"TG(62:11)",153300000,144800000,138200000,3.13e+08,3.81e+08,3.88e+08,164200000,205600000,179800000,178700000,186900000,169200000
"TG(62:12)",1.01e+08,1.02e+08,87300000,2.47e+08,2.69e+08,3.43e+08,1.87e+08,2.29e+08,1.98e+08,1.87e+08,2.08e+08,1.92e+08
"TG(62:13)",29733095.503,30789397.747,30096076.621,100257806.312,107500000,133800000,101190544.996,104400000,90469514.022,91500000,91240595.077,86600000
"TG(62:3)",1646497.968,2346924.406,442908.81,2679491.975,781977.8307,126509.637,227357.0445,4337024.845,1783160.283,90218.345,87883.6266,225457.467
"TG(62:4)",1449383.2479,4589015.45,372205.8004,2713208.9768,6565579.7102,8157635.394,1047061.694,6016025.478,4394565.9627,510726.5979,271984.953,2342702.5853
"TG(62:5)",1121793.381,956989.3635,439031.5278,715276.9815,382921.281,2388106.819,790847.5803,1309978.043,1907211.691,489299.9616,852985.405,236185.7718
"TG(62:6)",17644875.914,10668806.5132,7085089.6128,35825277.4765,42017371.868,42799127.4747,9962436.7624,24780917.6422,19795516.1557,9378756.7601,10754187.197,12717569.014
"TG(62:7)",26200000,13800000,12800000,50400000,43200000,81100000,22600000,44400000,40300000,17800000,2.5e+07,25700000
"TG(62:8)",26900000,23280643.283,12935919.617,38600000,48100000,52100000,20003922.438,40400000,41800000,20510132.382,23435633.841,23209555.228
"TG(62:9)",89559904.369,74142217.591,61584801.351,88563699.925,100491917.154,126800000,30918140.542,20490442.015,51400000,12915616.2237,49158895.105,43504899.1463
"TG(64:10)",9196201.881,7183773.763,5645792.704,9669541.988,11900000,13600000,4245890.735,5253517.175,3944578.217,6803157.145,7409160.626,5628399.613
"TG(64:13)",2304348.854,2941568.57,1588470.931,3674439.123,5699251.566,6365317.154,1304917.05,5661763.594,2292295.473,541601.4987,1601410.68,2012121.003
"TG(64:14)",1549870.194,1696014.891,1111300.06,4319038.802,5371256.506,6347906.001,2635432.233,3501720.35,2917278.263,3697704.759,4746305.068,4125554.973
"TG(64:15)",887424.805,2590741.676,1622595.422,4375463.273,5655232.991,6195341.284,5535398,6455971.312,5020722.78,4688385.256,5993855.716,4835099.143
"TG(64:9)",4097886.42,2681101.677,1972211.661,1318727.273,3333888.714,1011534.044,NA,NA,577885.0869,279210.7812,NA,NA
