"subclass","DGAT_2i_001","DGAT_2i_002","DGAT_2i_003","OA_001","OA_002","OA_003"
"TG(36:4)",133467150.795,94736960.743,61928804.082,255310634.95,102701416.429,187088173.498
"TG(36:5)",49700000,36700000,30200000,79100000,51200000,54800000
"TG(38:0)",12092802.016,8520340.615,10399434.442,7039446.159,10702653.109,11685784.728
"TG(38:1)",70026811.147,88038932.095,24179578.272,32589264.98,22687561.627,54925394.497
"TG(38:2)",82146415.122,84880429.309,66344707.37,76991270.608,71439772.015,85651095.178
"TG(38:3)",6366013.522,12900000,11600000,17500000,13700000,4862006.991
"TG(38:4)",186954122.3279,169268023.115,141637372.202,208276823.128,157520387.382,195536592.037
"TG(38:5)",59883149.563,8258343.774,49172259.262,12128463.51,58631359.906,68350434.581
"TG(38:6)",539750.9643,9535603.887,1.7e+07,9054065.109,6090230.724,2642753.267
"TG(38:7)",8546478.888,15249422.8865,8077271.472,21576871.469,16953639.7484,8877737.253
"TG(38:8)",3704171.291,1369699.7804,1057372.9928,3700997.1839,1848477.394,3450040.93
"TG(38:9)",310115.2404,135381.3135,298197.1761,469797.4056,520126.8924,369893.5833
"TG(40:0)",7969169.016,9069806.606,14059618.002,6193802.709,7609181.714,9109835.386
"TG(40:1)",2255475.695,3213958.183,424280.3169,2666231.6,2300429.994,1659571.826
"TG(40:11)",114594.3984,110207.6544,NA,277457.442,37559.5161,63738.3822
"TG(40:2)",44500000,51100000,47700000,32300000,37300000,28800000
"TG(40:4)",582294.8214,519906.6984,533812.4364,588637.1004,929450.238,706584.3483
"TG(40:5)",50748776.41,39051410.325,34299673.997,46896729.671,43243830.928,52245985.206
"TG(40:7)",23083484.697,7320941.0015,9948293.09,21877689.451,11834378.947,20623400.104
"TG(42:0)",1928760.288,2905912.806,4523061.939,2747817.25,1555362.773,2104487.89
"TG(42:5)",1952266.531,3447316.162,867611.0562,635918.5251,2889503.539,2195991.542
"TG(42:7)",6956561.629,6093048.529,3935377.54,8309624.711,7739464.547,8325485.036
"TG(44:0)",15300000,21100000,14200000,20300000,16300000,18300000
"TG(44:1)",20400000,22300000,24500000,15800000,21500000,15900000
"TG(44:2)",28800000,32600000,28200000,21100000,24500000,22300000
"TG(44:3)",3547015.055,4679067.798,4165710.98,3360926.893,4189484.936,4230859.314
"TG(44:7)",12300000,12800000,1.1e+07,13800000,12900000,16600000
"TG(44:9)",1977936.356,183115.6587,1497760.883,3235265.31,1962163.278,2977614.722
"TG(46:0)",54400000,5.2e+07,39900000,31900000,33800000,40600000
"TG(46:1)",50663551.614,66620166.955,60793245.71,38957056.4,41068421.59,44211576.616
"TG(46:2)",37400000,89300000,8.2e+07,34200000,33400000,5.6e+07
"TG(46:3)",8975089.038,1.7e+07,14200000,4739533.083,11900000,10700000
"TG(46:8)",12300000,16500000,11400000,11500000,19200000,2e+07
"TG(48:0)",59600000,78900000,70300000,41400000,44800000,70100000
"TG(48:1)",136867812.201,210572747.319,201108470.188,120576920.837,140455248.619,135173244.216
"TG(48:2)",297074670.317,420300000,349900000,247374330.333,296848128.559,270623644.946
"TG(48:3)",77754393.628,150398732.475,122179240.216,76198280.184,76522539.121,83168295.093
"TG(48:4)",988780.0836,1283703.532,8683965.576,6415654.05,7681043.534,9012622.907
"TG(50:0)",35300000,60400000,54900000,17500000,22300000,45900000
"TG(50:1)",3.42e+08,5.07e+08,5.08e+08,2.85e+08,2.87e+08,2.93e+08
"TG(50:2)",1507700000,2285600000,2347317186.198,1193824972.707,1375831346.2,1397049935.806
"TG(50:3)",751800000,1094100000,982700000,561800000,752300000,608200000
"TG(50:4)",130400000,182300000,165600000,1.23e+08,137500000,137042229.253
"TG(50:5)",22800000,62400000,32100000,20400000,11900000,12100000
"TG(52:0)",12800000,24700000,21300000,9273156.913,8409184.082,15700000
"TG(52:1)",1.48e+08,3.4e+08,2.62e+08,1.1e+08,1.34e+08,1.68e+08
"TG(52:2)",2340616596.592,4203635385.933,3493353670.772,2244185470.7,2493059786.935,2367363711.7225
"TG(52:3)",26114295.7284,65466559.0082,52243776.6908,18020865.228,21086726.9877,29990032.8595
"TG(52:4)",7.58e+08,9.79e+08,7.81e+08,6.57e+08,6.31e+08,6.99e+08
"TG(52:5)",4.43e+08,4.67e+08,4.32e+08,3.22e+08,3.68e+08,3.27e+08
"TG(52:6)",121139732.697,165200000,180790261.282,115303060.686,135157642.132,122122035.771
"TG(52:7)",24662303.431,22956892.09,19187444.841,10200235.413,17538067.165,18881059.567
"TG(54:0)",3729582.403,6513433.95,6131835.738,3207797.277,3048323.686,5228189.166
"TG(54:1)",22700000,63100000,56200000,14300000,19300000,19600000
"TG(54:2)",1234157924.445,3305700000,2846200000,1022532573.392,1303844298.842,1575515078.054
"TG(54:3)",75905278.3841,287105947.1102,198087829.586,61650454.6876,69700000,93300000
"TG(54:4)",3609887294.416,3.803e+09,3961500000,2266063325.723,3296589264.076,3139239043.416
"TG(54:5)",1728346206.08,2070145262.46,1927573050.846,1580741359.885,1725091247.037,1651565854.363
"TG(54:6)",2235915724.938,2523261779.5633,2306318800.4518,2421998227.338,2099671782.973,2177779958.414
"TG(54:7)",499700000,4.72e+08,4.62e+08,500400000,453400000,5.14e+08
"TG(54:8)",122200000,126200000,112700000,101300000,109400000,113200000
"TG(54:9)",5063003.8,4469597.027,3749852.776,6803757.522,5950289.113,4801336.354
"TG(56:1)",2671910.985,6702556.667,5004272.959,2383303.125,1830725.04,2018324.526
"TG(56:10)",11905454.013,13627192.431,7965126.295,6581032.625,8551053.521,6736358.138
"TG(56:2)",78406135.056,215715269.575,239675098.248,67353941.882,102366256.951,112587460.311
"TG(56:3)",1229560.5249,9419870.2363,6650740.7708,933638.9168,446609.4201,1426642.2451
"TG(56:4)",440100000,9.15e+08,5.61e+08,380900000,449500000,556900000
"TG(56:5)",1.01e+09,1.76e+09,1.62e+09,9.89e+08,1.18e+09,1.25e+09
"TG(56:6)",37395674.1589,81899013.2018,73775204.0328,31727719.7685,36870289.8531,42310361.2493
"TG(56:7)",1.353e+09,2.034e+09,2.029e+09,1.068e+09,1.423e+09,1.213e+09
"TG(56:8)",5.71e+08,9.6e+08,8.18e+08,4.38e+08,7.02e+08,4.84e+08
"TG(56:9)",40300000,55100000,33600000,36100000,58800000,3.7e+07
"TG(58:10)",80900000,1.06e+08,56400000,75300000,78300000,44600000
"TG(58:11)",22980144.503,31006607.191,23958532.159,27257860.251,20957429.329,24661139.861
"TG(58:2)",4489247.191,29600493.7716,20679982.316,4743879.5603,668763.9871,5378056.306
"TG(58:3)",2.29e+08,6.08e+08,5.7e+08,1.86e+08,2.29e+08,2.54e+08
"TG(58:4)",80448134.375,152100000,173816625.167,57142622.804,92061565.067,83586345.45
"TG(58:5)",326300000,4.98e+08,4.39e+08,275100000,253300000,2.68e+08
"TG(58:6)",1569064091.701,2870100000,2763300000,1666780230.013,1778410389.902,1610628403.076
"TG(58:7)",39014942.8288,80186316.2686,75843595.4229,31361827.0851,36050729.5783,43084510.729
"TG(58:8)",183374491.45,274364650.6101,226168488.368,261073013.787,204367606.637,178190223.9559
"TG(58:9)",330258673.432,437538016.0475,3.85e+08,312218097.713,362312429.663,307200000
"TG(60:10)",334400000,461400000,344200000,371800000,375200000,338600000
"TG(60:11)",244525370.524,349715654.542,344308753.469,263479720.31,310400000,280716691.819
"TG(60:12)",16400000,16600000,19600000,4329129.144,1.8e+07,17800000
"TG(60:14)",858299.4306,539666.745,1066593.435,1483278.268,1846123.706,106218.1641
"TG(60:2)",197282.418,471389.3589,2408237.176,174369.9474,115.57,129021.245
"TG(60:3)",8780017.202,43100000,30500000,6957512.612,9893524.045,13400000
"TG(60:4)",13200000,43600000,30100000,10700000,12700000,15200000
"TG(60:5)",20488487.362,50501068.28,47204774.5437,15430423.034,21217226.395,26085204.256
"TG(60:6)",158300000,346100000,295700000,157200000,177739722.875,179576254.2
"TG(60:7)",2.32e+08,3.33e+08,3.06e+08,2.04e+08,2.6e+08,2.42e+08
"TG(60:8)",293800000,4.38e+08,3.95e+08,253100000,3.4e+08,228400000
"TG(60:9)",209700000,266186880.585,189400000,1.53e+08,213800000,2.09e+08
"TG(62:10)",129095920.565,269796506.984,203551904.803,162634577.047,226573248.6619,199057652.09
"TG(62:11)",164200000,205600000,179800000,178700000,186900000,169200000
"TG(62:12)",1.87e+08,2.29e+08,1.98e+08,1.87e+08,2.08e+08,1.92e+08
"TG(62:13)",101190544.996,104400000,90469514.022,91500000,91240595.077,86600000
"TG(62:3)",227357.0445,4337024.845,1783160.283,90218.345,87883.6266,225457.467
"TG(62:4)",1047061.694,6016025.478,4394565.9627,510726.5979,271984.953,2342702.5853
"TG(62:5)",790847.5803,1309978.043,1907211.691,489299.9616,852985.405,236185.7718
"TG(62:6)",9962436.7624,24780917.6422,19795516.1557,9378756.7601,10754187.197,12717569.014
"TG(62:7)",22600000,44400000,40300000,17800000,2.5e+07,25700000
"TG(62:8)",20003922.438,40400000,41800000,20510132.382,23435633.841,23209555.228
"TG(62:9)",30918140.542,20490442.015,51400000,12915616.2237,49158895.105,43504899.1463
"TG(64:10)",4245890.735,5253517.175,3944578.217,6803157.145,7409160.626,5628399.613
"TG(64:13)",1304917.05,5661763.594,2292295.473,541601.4987,1601410.68,2012121.003
"TG(64:14)",2635432.233,3501720.35,2917278.263,3697704.759,4746305.068,4125554.973
"TG(64:15)",5535398,6455971.312,5020722.78,4688385.256,5993855.716,4835099.143
"TG(64:9)",NA,NA,577885.0869,279210.7812,NA,NA
